day,hour,mean.ta,mean.rh,total.radiation.umol.m2.s,CO2.ppm,mean.wind.speed.m.s,swp.MPa,year,stn.no.
312,7,11,0.67,1225.97222202,400,1.4,-0.2,2015,121
312,8,14.1,0.51,2047.5,400,1.4,-0.2,2015,121
312,9,16.8,0.49,3450.416666515,400,6.1,-0.2,2015,121
312,10,18.3,0.45,3993.8888889899995,400,6.1,-0.2,2015,121
312,11,19.7,0.41,4499.4444444949995,400,7.3,-0.2,2015,121
312,12,20.1,0.4,5005,400,6.9,-0.2,2015,121
312,13,20.5,0.4,5308.33333485,400,8.3,-0.2,2015,121
312,14,20.3,0.39,4297.222222019999,400,6.4,-0.2,2015,121
312,15,19.5,0.4,3867.5,400,8,-0.2,2015,121
312,16,17.9,0.46,2906.944444495,400,8.6,-0.2,2015,121
312,17,16.2,0.51,1643.055555505,400,7.6,-0.2,2015,121
312,18,14.1,0.61,353.88888889899994,400,7,-0.2,2015,121
312,19,13.8,0.64,164.3055555505,400,6.1,-0.2,2015,121
312,20,12.9,0.68,0,400,6.4,-0.2,2015,121
312,21,12.5,0.72,0,400,5,-0.2,2015,121
312,22,13.1,0.7,0,400,6,-0.2,2015,121
312,23,13.2,0.73,0,400,5.5,-0.2,2015,121
313,0,13.6,0.72,0,400,4.9,-0.2,2015,121
313,1,13.8,0.75,0,400,5.5,-0.2,2015,121
313,2,13.6,0.77,0,400,4.7,-0.2,2015,121
313,3,13.8,0.77,0,400,3.5,-0.2,2015,121
313,4,13,0.81,0,400,2.3,-0.2,2015,121
313,5,12.8,0.84,25.277777779799997,400,1.9,-0.2,2015,121
313,6,13,0.84,467.63888898999994,400,1,-0.2,2015,121
313,7,15.1,0.78,1516.6666665149999,400,2.8,-0.2,2015,121
313,8,16.8,0.67,2249.72222202,400,5.3,-0.2,2015,121
313,9,17.4,0.6,2831.11111101,400,5.9,-0.2,2015,121
313,10,18.3,0.57,3930.694444495,400,7.1,-0.2,2015,121
313,11,18.3,0.58,4322.5,400,8.2,-0.2,2015,121
313,12,18.3,0.58,4537.36111101,400,8.5,-0.2,2015,121
313,13,18.6,0.59,4410.972222019999,400,6.9,-0.2,2015,121
313,14,18.4,0.62,3981.25,400,7.2,-0.2,2015,121
313,15,18.6,0.6,3526.25,400,6,-0.2,2015,121
313,16,17.9,0.68,2742.63888899,400,4.9,-0.2,2015,121
313,17,16.6,0.74,1554.583333485,400,4.1,-0.2,2015,121
313,18,14.7,0.79,846.8055555049999,400,4.1,-0.2,2015,121
313,19,12.9,0.87,75.8333333485,400,2,-0.2,2015,121
313,20,11.8,0.9,0,400,1.1,-0.2,2015,121
313,21,10.4,0.93,0,400,0.7,-0.2,2015,121
313,22,9.1,0.94,0,400,1.4,-0.2,2015,121
313,23,9,0.95,0,400,1.6,-0.2,2015,121
314,0,9.4,0.95,0,400,1.6,-0.2,2015,121
314,1,9.6,0.94,0,400,0.8,-0.2,2015,121
314,2,9.4,0.94,0,400,1.4,-0.2,2015,121
314,3,8.6,0.94,0,400,1.1,-0.2,2015,121
314,4,8.4,0.95,0,400,0.8,-0.2,2015,121
314,5,8.8,0.95,50.555555550499996,400,1,-0.2,2015,121
314,6,9.6,0.94,353.88888889899994,400,0.9,-0.2,2015,121
314,7,12.4,0.89,1541.944444495,400,0.9,-0.2,2015,121
314,8,15.4,0.78,2439.305555505,400,1.3,-0.2,2015,121
314,9,18,0.71,3286.11111101,400,4.2,-0.2,2015,121
314,10,19.2,0.64,3981.25,400,6.6,-0.2,2015,121
314,11,19.9,0.6,4271.9444444949995,400,7.6,-0.2,2015,121
314,12,20.2,0.56,4663.75,400,9,-0.2,2015,121
314,13,20,0.58,4537.36111101,400,8.7,-0.2,2015,121
314,14,19.8,0.59,4158.1944444949995,400,8.9,-0.2,2015,121
314,15,19.4,0.6,3551.52777798,400,9.3,-0.2,2015,121
314,16,18.7,0.62,2742.63888899,400,8.5,-0.2,2015,121
314,17,17.2,0.69,1491.38888899,400,7.7,-0.2,2015,121
314,18,15.7,0.75,505.555555505,400,5.5,-0.2,2015,121
314,19,14.8,0.76,75.8333333485,400,5.4,-0.2,2015,121
314,20,14.2,0.78,0,400,5.3,-0.2,2015,121
314,21,14.4,0.75,0,400,5.2,-0.2,2015,121
314,22,14.4,0.74,0,400,4.9,-0.2,2015,121
314,23,14.5,0.73,0,400,5.6,-0.2,2015,121
315,0,14.5,0.72,0,400,5.2,-0.2,2015,121
315,1,14.2,0.72,0,400,4.8,-0.2,2015,121
315,2,13.6,0.76,0,400,3.9,-0.2,2015,121
315,3,13.1,0.76,0,400,3.8,-0.2,2015,121
315,4,13,0.76,0,400,4.2,-0.2,2015,121
315,5,13.2,0.73,50.555555550499996,400,4.2,-0.2,2015,121
315,6,13.4,0.73,265.4166666515,400,4.5,-0.2,2015,121
315,7,14.4,0.7,783.61111101,400,4.5,-0.2,2015,121
315,8,15.4,0.68,1352.3611110099998,400,5.2,-0.2,2015,121
315,9,16.2,0.64,2641.5277779800003,400,7.1,-0.2,2015,121
315,10,16.2,0.65,1782.083333485,400,7.1,-0.2,2015,121
315,11,14.8,0.76,2060.13888899,400,7.9,-0.2,2015,121
315,12,12.9,0.88,1112.22222202,400,6.8,-0.2,2015,121
315,13,12.4,0.9,960.5555555049999,400,5.5,-0.2,2015,121
315,14,12.4,0.89,568.75,400,3.1,-0.2,2015,121
315,15,12.7,0.86,695.1388889899999,400,1.5,-0.2,2015,121
315,16,12,0.83,315.97222220199995,400,3.7,-0.2,2015,121
315,17,11,0.86,139.027777798,400,3.2,-0.2,2015,121
315,18,10.2,0.89,101.11111110099999,400,1.9,-0.2,2015,121
315,19,9.7,0.92,12.638888889899999,400,1,-0.2,2015,121
315,20,9.2,0.89,0,400,2.1,-0.2,2015,121
315,21,8.8,0.88,0,400,2,-0.2,2015,121
315,22,8.4,0.92,0,400,1.1,-0.2,2015,121
315,23,8.2,0.93,0,400,1.4,-0.2,2015,121
316,0,8,0.92,0,400,1.4,-0.2,2015,121
316,1,7.9,0.89,0,400,1.3,-0.2,2015,121
316,2,7.7,0.9,0,400,0.7,-0.2,2015,121
316,3,7.8,0.83,0,400,1.8,-0.2,2015,121
316,4,7.8,0.8,0,400,1.6,-0.2,2015,121
316,5,7,0.84,25.277777779799997,400,1.4,-0.2,2015,121
316,6,7.5,0.85,252.777777798,400,1.8,-0.2,2015,121
316,7,9.1,0.74,530.8333334849999,400,2,-0.2,2015,121
316,8,9.6,0.73,1112.22222202,400,3.7,-0.2,2015,121
316,9,10.7,0.66,1996.9444444949997,400,2.6,-0.2,2015,121
316,10,11.9,0.59,2477.2222220199997,400,4.4,-0.2,2015,121
316,11,12.8,0.54,3829.5833334849995,400,6.9,-0.2,2015,121
316,12,12.8,0.57,3336.666666515,400,5.9,-0.2,2015,121
316,13,11.8,0.62,3854.86111101,400,6.8,-0.2,2015,121
316,14,9.9,0.74,2363.4722220199997,400,6.4,-0.2,2015,121
316,15,10,0.74,2679.444444495,400,5.6,-0.2,2015,121
316,16,10.6,0.62,1782.083333485,400,5.8,-0.2,2015,121
316,17,10,0.61,1036.38888899,400,4.6,-0.2,2015,121
316,18,9,0.62,606.666666515,400,5.9,-0.2,2015,121
316,19,8.1,0.6,101.11111110099999,400,4.2,-0.2,2015,121
316,20,7.5,0.65,0,400,3.5,-0.2,2015,121
316,21,7,0.75,0,400,2.4,-0.2,2015,121
316,22,6.3,0.82,0,400,2,-0.2,2015,121
316,23,5.6,0.81,0,400,1.7,-0.2,2015,121
317,0,5.8,0.83,0,400,2.4,-0.2,2015,121
317,1,5.7,0.8,0,400,3.6,-0.2,2015,121
317,2,5.4,0.82,0,400,3,-0.2,2015,121
317,3,5.3,0.79,0,400,3,-0.2,2015,121
317,4,4.5,0.86,0,400,1.7,-0.2,2015,121
317,5,3.8,0.88,25.277777779799997,400,1.1,-0.2,2015,121
317,6,4.8,0.89,214.86111110099998,400,1.5,-0.2,2015,121
317,7,6.4,0.83,543.47222202,400,0.8,-0.2,2015,121
317,8,8.4,0.77,1794.72222202,400,2.8,-0.2,2015,121
317,9,8.4,0.77,1314.444444495,400,3.2,-0.2,2015,121
317,10,10,0.69,2679.444444495,400,4.8,-0.2,2015,121
317,11,10.7,0.69,3058.61111101,400,4.8,-0.2,2015,121
317,12,10.8,0.68,4095,400,6.4,-0.2,2015,121
317,13,11.5,0.61,3185,400,5.3,-0.2,2015,121
317,14,12.5,0.55,4714.305555049999,400,6.3,-0.2,2015,121
317,15,11.9,0.51,2793.194444495,400,5.8,-0.2,2015,121
317,16,12,0.48,2818.4722220199997,400,5.4,-0.2,2015,121
317,17,11.2,0.51,1390.2777779799999,400,4.4,-0.2,2015,121
317,18,10.3,0.55,859.444444495,400,4.6,-0.2,2015,121
317,19,8.3,0.64,176.94444444949997,400,3.3,-0.2,2015,121
317,20,5.7,0.79,0,400,3,-0.2,2015,121
317,21,4.5,0.83,0,400,2.3,-0.2,2015,121
317,22,3.1,0.88,0,400,2,-0.2,2015,121
317,23,2.2,0.9,0,400,1.9,-0.2,2015,121
318,0,1.6,0.92,0,400,2.2,-0.2,2015,121
318,1,1.1,0.92,0,400,1.6,-0.2,2015,121
318,2,0.7,0.94,0,400,1.5,-0.2,2015,121
318,3,0,0.94,0,400,1.4,-0.2,2015,121
318,4,-0.5,0.95,0,400,1.5,-0.2,2015,121
318,5,-0.6,0.96,37.916666665150004,400,1,-0.2,2015,121
318,6,1.1,0.96,556.11111101,400,1,-0.2,2015,121
318,7,5.4,0.85,1820,400,1.2,-0.2,2015,121
318,8,8.8,0.73,2148.6111110099996,400,1.5,-0.2,2015,121
318,9,10.9,0.66,2527.7777779800003,400,1.6,-0.2,2015,121
318,10,12.9,0.6,2881.666666515,400,2.4,-0.2,2015,121
318,11,14.5,0.5,2742.63888899,400,6.8,-0.2,2015,121
318,12,15.4,0.44,4082.36111101,400,8.6,-0.2,2015,121
318,13,16.1,0.45,4031.805555505,400,6.2,-0.2,2015,121
318,14,15.6,0.44,2312.916666515,400,5,-0.2,2015,121
318,15,14.1,0.42,1554.583333485,400,8.2,-0.2,2015,121
318,16,14.5,0.51,2414.0277779800003,400,8.5,-0.2,2015,121
318,17,12.9,0.61,922.6388889899999,400,8.3,-0.2,2015,121
318,18,12.6,0.62,240.138888899,400,7.5,-0.2,2015,121
318,19,12.1,0.63,37.916666665150004,400,5.3,-0.2,2015,121
318,20,12,0.62,0,400,5.2,-0.2,2015,121
318,21,12.1,0.63,0,400,5.2,-0.2,2015,121
318,22,12.4,0.64,0,400,4.8,-0.2,2015,121
318,23,12.2,0.65,0,400,7.8,-0.2,2015,121
319,0,12.3,0.71,0,400,6.4,-0.2,2015,121
319,1,12.1,0.76,0,400,3.6,-0.2,2015,121
319,2,12,0.82,0,400,3.7,-0.2,2015,121
319,3,12.5,0.83,0,400,4.7,-0.2,2015,121
319,4,13.6,0.8,0,400,4.3,-0.2,2015,121
319,5,13.9,0.79,12.638888889899999,400,5,-0.2,2015,121
319,6,14.1,0.8,37.916666665150004,400,5.6,-0.2,2015,121
319,7,14.7,0.81,530.8333334849999,400,5.3,-0.2,2015,121
319,8,15.2,0.81,530.8333334849999,400,4.5,-0.2,2015,121
319,9,15.8,0.81,985.833333485,400,4.1,-0.2,2015,121
319,10,16.2,0.78,897.36111101,400,6,-0.2,2015,121
319,11,15.1,0.79,1162.7777779799999,400,6.7,-0.2,2015,121
319,12,13.7,0.82,2275,400,8.2,-0.2,2015,121
319,13,13.7,0.78,1592.5,400,7.7,-0.2,2015,121
319,14,13,0.8,1895.833333485,400,7.9,-0.2,2015,121
319,15,11.6,0.84,606.666666515,400,5.4,-0.2,2015,121
319,16,10.8,0.87,315.97222220199995,400,2.6,-0.2,2015,121
319,17,10,0.92,278.0555555505,400,2,-0.2,2015,121
319,18,9.3,0.93,189.5833333485,400,1.8,-0.2,2015,121
319,19,8.8,0.93,63.1944444495,400,1.1,-0.2,2015,121
319,20,8.5,0.93,0,400,1.4,-0.2,2015,121
319,21,8.2,0.94,0,400,1.4,-0.2,2015,121
319,22,8,0.95,0,400,1.4,-0.2,2015,121
319,23,7.9,0.95,0,400,0.8,-0.2,2015,121
320,0,7.7,0.95,0,400,1.1,-0.2,2015,121
320,1,7.6,0.95,0,400,1.1,-0.2,2015,121
320,2,7.4,0.94,0,400,0.2,-0.2,2015,121
320,3,7.4,0.94,0,400,0.7,-0.2,2015,121
320,4,7.4,0.94,0,400,0.9,-0.2,2015,121
320,5,7.4,0.93,37.916666665150004,400,1.2,-0.2,2015,121
320,6,7.8,0.92,240.138888899,400,1.4,-0.2,2015,121
320,7,8.6,0.87,720.416666515,400,1.9,-0.2,2015,121
320,8,9.9,0.82,1137.5,400,2.2,-0.2,2015,121
320,9,11.7,0.74,2426.666666515,400,2.7,-0.2,2015,121
320,10,13,0.67,2553.055555505,400,2.6,-0.2,2015,121
320,11,13.6,0.66,2742.63888899,400,3,-0.2,2015,121
320,12,15,0.64,3943.3333334849995,400,3.1,-0.2,2015,121
320,13,15.1,0.63,2881.666666515,400,3.5,-0.2,2015,121
320,14,14.2,0.66,2047.5,400,3.4,-0.2,2015,121
320,15,15.2,0.65,3159.7222220199997,400,2.8,-0.2,2015,121
320,16,15.2,0.65,1731.5277779799999,400,2.6,-0.2,2015,121
320,17,13.9,0.7,657.22222202,400,3.1,-0.2,2015,121
320,18,13,0.73,341.25,400,3.3,-0.2,2015,121
320,19,12.4,0.77,126.388888899,400,2.2,-0.2,2015,121
320,20,11.8,0.8,0,400,1.6,-0.2,2015,121
320,21,11.2,0.82,0,400,1,-0.2,2015,121
320,22,9.6,0.86,0,400,0.5,-0.2,2015,121
320,23,6.9,0.91,0,400,1,-0.2,2015,121
321,0,5.5,0.94,0,400,1.7,-0.2,2015,121
321,1,4.7,0.95,0,400,2,-0.2,2015,121
321,2,4,0.95,0,400,1.4,-0.2,2015,121
321,3,3.3,0.96,0,400,1.4,-0.2,2015,121
321,4,3.3,0.97,0,400,1.3,-0.2,2015,121
321,5,2.9,0.97,50.555555550499996,400,1.1,-0.2,2015,121
321,6,4.6,0.98,556.11111101,400,1.3,-0.2,2015,121
321,7,9.2,0.93,1655.694444495,400,1.6,-0.2,2015,121
321,8,12.8,0.72,2565.694444495,400,1.3,-0.2,2015,121
321,9,16.4,0.58,3361.944444495,400,4.5,-0.2,2015,121
321,10,18,0.52,4031.805555505,400,6.8,-0.2,2015,121
321,11,19,0.51,4461.52777798,400,6.6,-0.2,2015,121
321,12,20,0.46,4638.472220199999,400,6.7,-0.2,2015,121
321,13,20.5,0.46,4562.6388899,400,7.1,-0.2,2015,121
321,14,21,0.44,4221.38888899,400,7.1,-0.2,2015,121
321,15,20.8,0.44,3640,400,6.9,-0.2,2015,121
321,16,20.6,0.45,2843.75,400,6,-0.2,2015,121
321,17,20.1,0.46,2085.416666515,400,5.7,-0.2,2015,121
321,18,16.8,0.59,366.527777798,400,4.3,-0.2,2015,121
321,19,13.7,0.75,151.6666666515,400,6,-0.2,2015,121
321,20,12.1,0.77,0,400,8.3,-0.2,2015,121
321,21,11,0.82,0,400,6.9,-0.2,2015,121
321,22,10.5,0.84,0,400,4.5,-0.2,2015,121
321,23,10.2,0.84,0,400,4.2,-0.2,2015,121
322,0,9.9,0.84,0,400,4.1,-0.2,2015,121
322,1,9.6,0.8,0,400,2.8,-0.2,2015,121
322,2,9.5,0.83,0,400,1.6,-0.2,2015,121
322,3,9.4,0.84,0,400,1,-0.2,2015,121
322,4,9.3,0.89,0,400,1.2,-0.2,2015,121
322,5,9,0.84,12.638888889899999,400,2,-0.2,2015,121
322,6,8.4,0.92,139.027777798,400,1.1,-0.2,2015,121
322,7,9.1,0.88,353.88888889899994,400,1.3,-0.2,2015,121
322,8,9.5,0.9,770.97222202,400,2.2,-0.2,2015,121
322,9,10.1,0.84,1339.72222202,400,3.1,-0.2,2015,121
322,10,11,0.7,1744.1666665149999,400,5.4,-0.2,2015,121
322,11,10,0.82,1099.583333485,400,3.2,-0.2,2015,121
322,12,9.3,0.79,897.36111101,400,5,-0.2,2015,121
322,13,9.1,0.75,947.916666515,400,5.3,-0.2,2015,121
322,14,10.6,0.67,1579.8611110099998,400,3.6,-0.2,2015,121
322,15,11.4,0.63,1630.4166665149999,400,5.2,-0.2,2015,121
322,16,11,0.6,1491.38888899,400,4.9,-0.2,2015,121
322,17,9.9,0.65,985.833333485,400,4.9,-0.2,2015,121
322,18,9.5,0.62,808.8888889899999,400,5.6,-0.2,2015,121
322,19,8.8,0.62,139.027777798,400,2.9,-0.2,2015,121
322,20,7.6,0.71,0,400,1.3,-0.2,2015,121
322,21,7.5,0.75,0,400,1.7,-0.2,2015,121
322,22,5.3,0.82,0,400,1,-0.2,2015,121
322,23,2.9,0.88,0,400,1.4,-0.2,2015,121
323,0,1.8,0.91,0,400,1.1,-0.2,2015,121
323,1,1.7,0.93,0,400,1.5,-0.2,2015,121
323,2,1.4,0.93,0,400,1.4,-0.2,2015,121
323,3,1.4,0.95,0,400,1.9,-0.2,2015,121
323,4,1.7,0.95,0,400,1.5,-0.2,2015,121
323,5,2.1,0.95,63.1944444495,400,1.5,-0.2,2015,121
323,6,3.4,0.95,796.25,400,0.9,-0.2,2015,121
323,7,7.1,0.8,1706.25,400,1.3,-0.2,2015,121
323,8,9.8,0.7,2641.5277779800003,400,1.2,-0.2,2015,121
323,9,11.9,0.59,3526.25,400,1.9,-0.2,2015,121
323,10,13.3,0.5,4335.13888899,400,2.4,-0.2,2015,121
323,11,14.3,0.47,4613.19444495,400,2.6,-0.2,2015,121
323,12,15.3,0.47,4752.222220199999,400,2.5,-0.2,2015,121
323,13,16.2,0.47,4651.1111101,400,2.6,-0.2,2015,121
323,14,17.1,0.48,4436.25,400,2.9,-0.2,2015,121
323,15,17.6,0.47,3753.75,400,2.5,-0.2,2015,121
323,16,17.8,0.48,2173.88888899,400,2.3,-0.2,2015,121
323,17,18.2,0.49,1933.75,400,2.9,-0.2,2015,121
323,18,17.6,0.52,1011.11111101,400,3.7,-0.2,2015,121
323,19,14.6,0.65,113.75,400,3,-0.2,2015,121
323,20,13.6,0.67,0,400,1.8,-0.2,2015,121
323,21,12.5,0.72,0,400,1.3,-0.2,2015,121
323,22,11.6,0.74,0,400,1,-0.2,2015,121
323,23,10.1,0.83,0,400,1.1,-0.2,2015,121
324,0,12.3,0.73,0,400,3.4,-0.2,2015,121
324,1,13.4,0.67,0,400,5.8,-0.2,2015,121
324,2,13,0.66,0,400,5.2,-0.2,2015,121
324,3,13.3,0.64,0,400,4.9,-0.2,2015,121
324,4,13.2,0.65,0,400,4.6,-0.2,2015,121
324,5,13.3,0.65,63.1944444495,400,5.8,-0.2,2015,121
324,6,13.4,0.64,442.361111101,400,10,-0.2,2015,121
324,7,13.8,0.66,669.86111101,400,10.1,-0.2,2015,121
324,8,13.9,0.68,556.11111101,400,9.6,-0.2,2015,121
324,9,14.1,0.68,429.72222220199995,400,9.6,-0.2,2015,121
324,10,13.8,0.7,214.86111110099998,400,7.9,-0.2,2015,121
324,11,14.6,0.7,1137.5,400,11.1,-0.2,2015,121
324,12,14.6,0.72,1592.5,400,16.3,-0.2,2015,121
324,13,14,0.75,467.63888898999994,400,13,-0.2,2015,121
324,14,14.2,0.77,379.1666666515,400,8.2,-0.2,2015,121
324,15,14.1,0.8,379.1666666515,400,7.3,-0.2,2015,121
324,16,13.9,0.84,101.11111110099999,400,6.7,-0.2,2015,121
324,17,14.5,0.75,341.25,400,6.9,-0.2,2015,121
324,18,14.6,0.7,278.0555555505,400,9.7,-0.2,2015,121
324,19,14.4,0.73,37.916666665150004,400,8.5,-0.2,2015,121
324,20,14,0.79,0,400,8,-0.2,2015,121
324,21,14.2,0.8,0,400,7.4,-0.2,2015,121
324,22,14.6,0.79,0,400,7.5,-0.2,2015,121
324,23,14.6,0.79,0,400,4.4,-0.2,2015,121
325,0,14.6,0.78,0,400,4.9,-0.2,2015,121
325,1,14.3,0.77,0,400,4.7,-0.2,2015,121
325,2,14,0.75,0,400,3.6,-0.2,2015,121
325,3,12.7,0.74,0,400,2.1,-0.2,2015,121
325,4,12,0.74,0,400,2.6,-0.2,2015,121
325,5,11.9,0.75,101.11111110099999,400,1.5,-0.2,2015,121
325,6,12.9,0.75,366.527777798,400,2.6,-0.2,2015,121
325,7,13.7,0.7,657.22222202,400,2.2,-0.2,2015,121
325,8,14.8,0.63,1377.6388889900002,400,2.9,-0.2,2015,121
325,9,16.4,0.57,1921.1111110099998,400,3.7,-0.2,2015,121
325,10,17,0.56,2363.4722220199997,400,5.4,-0.2,2015,121
325,11,17.3,0.55,2730,400,5.7,-0.2,2015,121
325,12,17.4,0.53,2692.0833334849995,400,6.1,-0.2,2015,121
325,13,16.4,0.56,2451.944444495,400,8,-0.2,2015,121
325,14,15.6,0.61,1693.6111110099998,400,6.5,-0.2,2015,121
325,15,15.4,0.61,1390.2777779799999,400,4.9,-0.2,2015,121
325,16,15.4,0.62,1718.88888899,400,5.3,-0.2,2015,121
325,17,15.1,0.63,1554.583333485,400,6.3,-0.2,2015,121
325,18,14.4,0.63,808.8888889899999,400,4.9,-0.2,2015,121
325,19,12.8,0.71,126.388888899,400,3.2,-0.2,2015,121
325,20,11.7,0.73,0,400,3.1,-0.2,2015,121
325,21,10,0.79,0,400,1.2,-0.2,2015,121
325,22,8.6,0.84,0,400,1.3,-0.2,2015,121
325,23,8.4,0.88,0,400,2,-0.2,2015,121
326,0,10.7,0.82,0,400,3.1,-0.2,2015,121
326,1,11.4,0.8,0,400,2.5,-0.2,2015,121
326,2,11.7,0.8,0,400,2.7,-0.2,2015,121
326,3,12.4,0.78,0,400,3.4,-0.2,2015,121
326,4,12.2,0.76,0,400,2.6,-0.2,2015,121
326,5,10.9,0.8,50.555555550499996,400,1.8,-0.2,2015,121
326,6,12.2,0.77,568.75,400,2.3,-0.2,2015,121
326,7,15,0.66,1693.6111110099998,400,5.8,-0.2,2015,121
326,8,16.6,0.6,2628.88888899,400,5.6,-0.2,2015,121
326,9,17.5,0.56,3425.13888899,400,6.5,-0.2,2015,121
326,10,18.4,0.53,4132.916666515,400,6.3,-0.2,2015,121
326,11,19.5,0.48,4562.6388899,400,8.9,-0.2,2015,121
326,12,20.2,0.44,4739.58333485,400,9.2,-0.2,2015,121
326,13,20.8,0.42,4676.388889899999,400,9.4,-0.2,2015,121
326,14,20.8,0.42,4448.88888899,400,9.5,-0.2,2015,121
326,15,20,0.46,3425.13888899,400,8.3,-0.2,2015,121
326,16,16.9,0.59,2161.25,400,5.5,-0.2,2015,121
326,17,13.5,0.64,1074.3055555049998,400,5.6,-0.2,2015,121
326,18,12.9,0.64,581.3888889899999,400,5.4,-0.2,2015,121
326,19,11.8,0.68,139.027777798,400,2.9,-0.2,2015,121
326,20,11.1,0.72,0,400,1.9,-0.2,2015,121
326,21,10,0.77,0,400,1.6,-0.2,2015,121
326,22,8.1,0.84,0,400,1.7,-0.2,2015,121
326,23,7.1,0.85,0,400,1.9,-0.2,2015,121
327,0,6.1,0.86,0,400,1.5,-0.2,2015,121
327,1,5.8,0.89,0,400,1.6,-0.2,2015,121
327,2,4.9,0.89,0,400,1.6,-0.2,2015,121
327,3,4.5,0.93,0,400,1.7,-0.2,2015,121
327,4,3.9,0.94,0,400,1.5,-0.2,2015,121
327,5,3.4,0.95,50.555555550499996,400,1.1,-0.2,2015,121
327,6,6.6,0.96,619.3055555049999,400,1.6,-0.2,2015,121
327,7,11.8,0.73,1731.5277779799999,400,3,-0.2,2015,121
327,8,15.4,0.52,2641.5277779800003,400,6,-0.2,2015,121
327,9,16.9,0.49,3488.3333334849995,400,5.5,-0.2,2015,121
327,10,17.9,0.48,4158.1944444949995,400,8.4,-0.2,2015,121
327,11,18,0.5,4777.5,400,9.2,-0.2,2015,121
327,12,18.1,0.5,4309.86111101,400,8,-0.2,2015,121
327,13,17.1,0.54,2957.5,400,8.4,-0.2,2015,121
327,14,17.1,0.53,2881.666666515,400,6.7,-0.2,2015,121
327,15,16.5,0.53,1820,400,5.9,-0.2,2015,121
327,16,15.2,0.59,492.91666651500003,400,4,-0.2,2015,121
327,17,14.9,0.59,278.0555555505,400,5.8,-0.2,2015,121
327,18,14.5,0.62,341.25,400,8.4,-0.2,2015,121
327,19,14,0.68,88.472222202,400,9.8,-0.2,2015,121
327,20,13.9,0.7,12.638888889899999,400,9.6,-0.2,2015,121
327,21,13.5,0.7,0,400,10.2,-0.2,2015,121
327,22,13.8,0.72,0,400,7.1,-0.2,2015,121
327,23,14,0.71,0,400,8.7,-0.2,2015,121
328,0,13.9,0.73,0,400,9,-0.2,2015,121
328,1,13.6,0.74,0,400,8.6,-0.2,2015,121
328,2,13.7,0.72,0,400,6.9,-0.2,2015,121
328,3,13.8,0.73,0,400,3.2,-0.2,2015,121
328,4,13.8,0.72,0,400,6.3,-0.2,2015,121
328,5,13.7,0.72,50.555555550499996,400,8.6,-0.2,2015,121
328,6,14,0.69,442.361111101,400,8.6,-0.2,2015,121
328,7,14.8,0.64,1175.4166665149999,400,7,-0.2,2015,121
328,8,16.1,0.58,2173.88888899,400,9.5,-0.2,2015,121
328,9,15.6,0.6,1491.38888899,400,11.2,-0.2,2015,121
328,10,16.2,0.58,1807.3611110099998,400,9.5,-0.2,2015,121
328,11,16.9,0.55,2098.055555505,400,8.7,-0.2,2015,121
328,12,17.1,0.54,2312.916666515,400,9.6,-0.2,2015,121
328,13,17,0.56,2237.083333485,400,10.4,-0.2,2015,121
328,14,17.5,0.55,3008.055555505,400,11.8,-0.2,2015,121
328,15,19,0.52,4486.805555505,400,11.1,-0.2,2015,121
328,16,18.5,0.52,3248.194444495,400,10.8,-0.2,2015,121
328,17,17.7,0.52,2186.52777798,400,7.3,-0.2,2015,121
328,18,16.7,0.55,1162.7777779799999,400,8.6,-0.2,2015,121
328,19,15.5,0.59,341.25,400,7.2,-0.2,2015,121
328,20,14.2,0.66,12.638888889899999,400,5.2,-0.2,2015,121
328,21,14,0.68,0,400,6,-0.2,2015,121
328,22,13.8,0.7,0,400,6.6,-0.2,2015,121
328,23,13.9,0.71,0,400,5.2,-0.2,2015,121
329,0,14.1,0.71,0,400,5.5,-0.2,2015,121
329,1,13.8,0.72,0,400,4.7,-0.2,2015,121
329,2,13.8,0.74,0,400,5,-0.2,2015,121
329,3,13.9,0.73,0,400,5.3,-0.2,2015,121
329,4,13.9,0.72,0,400,4.6,-0.2,2015,121
329,5,13.9,0.72,88.472222202,400,4.1,-0.2,2015,121
329,6,15,0.71,682.5,400,4.7,-0.2,2015,121
329,7,16,0.68,1112.22222202,400,7,-0.2,2015,121
329,8,17,0.67,1680.97222202,400,5.9,-0.2,2015,121
329,9,17.6,0.66,2262.3611110099996,400,7.2,-0.2,2015,121
329,10,18.1,0.64,2578.3333334849995,400,8.2,-0.2,2015,121
329,11,18.2,0.65,2439.305555505,400,9.7,-0.2,2015,121
329,12,18.1,0.65,2957.5,400,9.2,-0.2,2015,121
329,13,19.5,0.59,3829.5833334849995,400,9.2,-0.2,2015,121
329,14,20.6,0.56,4550,400,7.7,-0.2,2015,121
329,15,20.4,0.55,4234.02777798,400,9.5,-0.2,2015,121
329,16,19,0.54,2009.583333485,400,11.2,-0.2,2015,121
329,17,18.8,0.52,1832.63888899,400,10.2,-0.2,2015,121
329,18,17.5,0.56,935.2777779799999,400,6.8,-0.2,2015,121
329,19,16.1,0.61,265.4166666515,400,6.3,-0.2,2015,121
329,20,15,0.65,0,400,6.9,-0.2,2015,121
329,21,14.5,0.67,0,400,6.4,-0.2,2015,121
329,22,14.6,0.67,0,400,7,-0.2,2015,121
329,23,14.7,0.68,0,400,5.5,-0.2,2015,121
330,0,15.9,0.7,0,400,3.7,-0.2,2015,121
