Column Headings applicable to the hourly data output ID 24,,,,,,,,,,,,,,,
1,2,3,4,5,6,,2003 ID 24 Data missing from 163 to 175 replaced with WAI,,,,,,,,
ID,Year,Day,Hour,Min,Max,,2007 ID 24 Data lost day 229 to day 257 replaced with WAI,,,,,,,,
,,,,Temp,Temp,,However WAI summary done at 9am so backdated T max to previous day,,,,,,,,
,,,,°C,°C,,Note T min on Day 266 in 2003  was actually at 2200 the previous day (265). I have left it as is for the time being,,,,,,,,
24,2019,228,2400,-1.111,15.92,12.49,16/08/2019,,,,,,,,
24,2019,229,2400,-0.073,11.36,12.29,17/08/2019,,,,,,,,
24,2019,230,2400,-1.262,10.17,12.53,18/08/2019,,,,,,,,
24,2019,231,2400,-2.226,12.84,12.49,19/08/2019,,,,,,,,
24,2019,232,2400,2.278,12.33,12.51,20/08/2019,,,,,,,,
24,2019,233,2400,4.14,16.07,12.53,21/08/2019,,,,,,,,
24,2019,234,2400,4.529,15.58,12.53,22/08/2019,,,,,,,,
24,2019,235,2400,1.259,16.56,12.48,23/08/2019,,,,,,,,
24,2019,236,2400,-0.608,13.87,12.5,24/08/2019,,,,,,,,
24,2019,237,2400,0.902,20.02,12.52,25/08/2019,,,,,,,,
24,2019,238,2400,4.378,16.77,12.52,26/08/2019,,,,,,,,
24,2019,239,2400,0.643,13.76,12.5,27/08/2019,,,,,,,,
24,2019,240,2400,-0.003,17.7,12.5,28/08/2019,,,,,,,,
24,2019,241,2400,5.001,17.6,12.51,29/08/2019,,,,,,,,
24,2019,242,2400,2.436,17.2,12.5,30/08/2019,,,,,,,,
24,2019,243,2400,0.401,16.79,12.5,31/08/2019,,,,,,,,
24,2019,244,2400,1.396,20.62,12.48,1/09/2019,,,,,,,,
24,2019,245,2400,3.732,16.14,12.5,2/09/2019,,,,,,,,
24,2019,246,2400,1.188,16.27,12.52,3/09/2019,,,,,,,,
24,2019,247,2400,7.54,11.29,12.37,4/09/2019,,,,,,,,
24,2019,248,2400,8.27,11.47,12.31,5/09/2019,,,,,,,,
24,2019,249,2400,6.762,14.65,12.58,6/09/2019,,,,,,,,
24,2019,250,2400,3.382,13.49,12.55,7/09/2019,,,,,,,,
24,2019,251,2400,2.62,10.29,12.46,8/09/2019,,,,,,,,
24,2019,252,2400,2.899,11.28,12.53,9/09/2019,,,,,,,,
24,2019,253,2400,0.055,13.25,12.52,10/09/2019,,,,,,,,
24,2019,254,2400,-0.52,15.2,12.54,11/09/2019,,,,,,,,
24,2019,255,2400,2.376,19.53,12.53,12/09/2019,,,,,,,,
24,2019,256,2400,8.75,18.17,12.51,13/09/2019,,,,,,,,
24,2019,257,2400,6.974,8.98,12.38,14/09/2019,,,,,,,,
24,2019,258,2400,7.18,17.19,12.58,15/09/2019,,,,,,,,
24,2019,259,2400,8.27,17.43,12.55,16/09/2019,,,,,,,,
24,2019,260,2400,5.441,18.6,12.53,17/09/2019,,,,,,,,
24,2019,261,2400,0.193,18.82,12.52,18/09/2019,,,,,,,,
24,2019,262,2400,2.837,17.07,12.51,19/09/2019,,,,,,,,
24,2019,263,2400,1.574,17.02,12.53,20/09/2019,,,,,,,,
24,2019,264,2400,2.422,18.49,12.53,21/09/2019,,,,,,,,
24,2019,265,2400,1.758,20.17,12.52,22/09/2019,,,,,,,,
24,2019,266,2400,0.00,15.8,12.87,23/09/2019,,,,,,,,
24,2019,267,2400,3.804,16.65,12.87,24/09/2019,,,,,,,,
24,2019,268,2400,3.254,16.24,12.87,25/09/2019,,,,,,,,
24,2019,269,2400,1.446,15.73,12.88,26/09/2019,,,,,,,,
24,2019,270,2400,3.261,15.42,12.86,27/09/2019,,,,,,,,
24,2019,271,2400,2.99,18.87,12.87,28/09/2019,,,,,,,,
24,2019,272,2400,11.81,20.02,12.87,29/09/2019,,,,,,,,
24,2019,273,2400,8.99,18.98,12.87,30/09/2019,,,,,,,,
24,2019,274,2400,1.302,11.24,12.84,1/10/2019,,,,,,,,
24,2019,275,2400,1.376,15.43,12.84,2/10/2019,,,,,,,,
24,2019,276,2400,0.03,13.68,12.85,3/10/2019,,,,,,,,
24,2019,277,2400,0.584,19.08,12.87,4/10/2019,,,,,,,,
24,2019,278,2400,5.287,18.24,12.84,5/10/2019,,,,,,,,
24,2019,279,2400,1.171,14.42,12.85,6/10/2019,,,,,,,,
24,2019,280,2400,1.503,19.84,12.86,7/10/2019,,,,,,,,
24,2019,281,2400,8.19,22.17,12.86,8/10/2019,,,,,,,,
24,2019,282,2400,9.76,21.32,12.86,9/10/2019,,,,,,,,
24,2019,283,2400,9.65,19.54,12.84,10/10/2019,,,,,,,,
24,2019,284,2400,7.57,19.33,12.87,11/10/2019,,,,,,,,
24,2019,285,2400,4.156,18.6,12.84,12/10/2019,,,,,,,,
24,2019,286,2400,8.24,15.57,12.86,13/10/2019,,,,,,,,
24,2019,287,2400,8.89,14.96,12.86,14/10/2019,,,,,,,,
24,2019,288,2400,9.42,15.29,12.86,15/10/2019,,,,,,,,
24,2019,289,2400,6.56,17.97,12.85,16/10/2019,,,,,,,,
24,2019,290,2400,3.875,22.65,12.87,17/10/2019,,,,,,,,
24,2019,291,2400,11.03,14.98,12.82,18/10/2019,,,,,,,,
24,2019,292,2400,7.95,22.2,12.86,19/10/2019,,,,,,,,
24,2019,293,2400,5.196,21.88,12.86,20/10/2019,,,,,,,,
24,2019,294,2400,7.17,19.29,12.86,21/10/2019,,,,,,,,
24,2019,295,2400,6.934,18.74,12.85,22/10/2019,,,,,,,,
24,2019,296,2400,2.496,15.34,12.84,23/10/2019,,,,,,,,
24,2019,297,2400,2.567,18.78,12.84,24/10/2019,,,,,,,,
24,2019,298,2400,0.872,16.97,12.85,25/10/2019,,,,,,,,
24,2019,299,2400,4.013,24,12.84,26/10/2019,,,,,,,,
24,2019,300,2400,7.19,22.44,12.87,27/10/2019,,,,,,,,
24,2019,301,2400,10.41,21.46,12.86,28/10/2019,,,,,,,,
24,2019,302,2400,5.309,19.46,12.84,29/10/2019,,,,,,,,
24,2019,303,2400,2.2,22.05,12.84,30/10/2019,,,,,,,,
24,2019,304,2400,5.863,22.18,12.83,31/10/2019,,,,,,,,
24,2019,305,2400,5.005,17.55,12.81,1/11/2019,,,,,,,,
24,2019,306,2400,4.998,22.31,12.86,2/11/2019,,,,,,,,
24,2019,307,2400,7.33,27.31,12.85,3/11/2019,,,,,,,,
24,2019,308,2400,9.64,30.1,12.86,4/11/2019,,,,,,,,
24,2019,309,2400,14.87,26.64,12.85,5/11/2019,,,,,,,,
24,2019,310,2400,12.21,24.78,12.87,6/11/2019,,,,,,,,
24,2019,311,2400,10.41,25.73,12.87,7/11/2019,,,,,,,,
24,2019,312,2400,15.68,24.04,12.87,8/11/2019,,,,,,,,
24,2019,313,2400,13.28,24.21,12.85,9/11/2019,,,,,,,,
24,2019,314,2400,12.86,21.48,12.88,10/11/2019,,,,,,,,
24,2019,315,2400,8.56,14.88,12.82,11/11/2019,,,,,,,,
24,2019,316,2400,6.624,17.59,12.86,12/11/2019,,,,,,,,
24,2019,317,2400,3.479,20.55,12.85,13/11/2019,,,,,,,,
24,2019,318,2400,7.82,20.62,12.82,14/11/2019,,,,,,,,
24,2019,319,2400,5.605,22.01,12.86,15/11/2019,,,,,,,,
24,2019,320,2400,9.38,23.11,12.86,16/11/2019,,,,,,,,
24,2019,321,2400,10.63,21.53,12.86,17/11/2019,,,,,,,,
24,2019,322,2400,8.03,18.28,12.84,18/11/2019,,,,,,,,
24,2019,323,2400,8.27,19.63,12.86,19/11/2019,,,,,,,,
24,2019,324,2400,4.887,20.5,12.84,20/11/2019,,,,,,,,
24,2019,325,2400,2.387,23.2,12.86,21/11/2019,,,,,,,,
24,2019,326,2400,12.2,27.18,12.84,22/11/2019,,,,,,,,
24,2019,327,2400,10.33,21.86,12.83,23/11/2019,,,,,,,,
24,2019,328,2400,10.33,29.24,12.83,24/11/2019,,,,,,,,
24,2019,329,2400,6.731,20.01,12.83,25/11/2019,,,,,,,,
24,2019,330,2400,5.914,31.82,12.83,26/11/2019,,,,,,,,
24,2019,331,2400,9.29,27.99,12.83,27/11/2019,,,,,,,,
24,2019,332,2400,9.57,26.26,12.82,28/11/2019,,,,,,,,
24,2019,333,2400,8.25,26.25,12.8,29/11/2019,,,,,,,,
24,2019,334,2400,7.55,25.04,12.83,30/11/2019,,,,,,,,
24,2019,335,2400,13.22,22.29,12.86,1/12/2019,,,,,,,,
24,2019,336,2400,16.39,20.18,12.85,2/12/2019,,,,,,,,
24,2019,337,2400,15.22,20.96,12.87,3/12/2019,,,,,,,,
24,2019,338,2400,14.15,21.63,12.87,4/12/2019,,,,,,,,
24,2019,339,2400,12.18,24.99,12.84,5/12/2019,,,,,,,,
24,2019,340,2400,7.82,23.14,12.85,6/12/2019,,,,,,,,
24,2019,341,2400,13.64,24.88,12.83,7/12/2019,,,,,,,,
24,2019,342,2400,11.68,21.32,12.86,8/12/2019,,,,,,,,
24,2019,343,2400,8.36,20.81,12.86,9/12/2019,,,,,,,,
24,2019,344,2400,5.005,20.76,12.84,10/12/2019,,,,,,,,
24,2019,345,2400,8.49,25.19,12.85,11/12/2019,,,,,,,,
24,2019,346,2400,7.13,20.29,12.84,12/12/2019,,,,,,,,
24,2019,347,2400,9.96,26.12,12.85,13/12/2019,,,,,,,,
24,2019,348,2400,12.87,24.26,12.84,14/12/2019,,,,,,,,
24,2019,349,2400,11.67,23.06,12.85,15/12/2019,,,,,,,,
24,2019,350,2400,13.04,23.44,12.86,16/12/2019,,,,,,,,
24,2019,351,2400,12.87,20.64,12.8,17/12/2019,,,,,,,,
24,2019,352,2400,7.29,20.17,12.84,18/12/2019,,,,,,,,
24,2019,353,2400,5.921,22.66,12.88,19/12/2019,,,,,,,,
24,2019,354,2400,7.2,21.41,12.83,20/12/2019,,,,,,,,
24,2019,355,2400,4.961,18.99,12.85,21/12/2019,,,,,,,,
24,2019,356,2400,6.373,23.86,12.86,22/12/2019,,,,,,,,
24,2019,357,2400,8.26,22.64,12.85,23/12/2019,,,,,,,,
24,2019,358,2400,6.091,21.24,12.85,24/12/2019,,,,,,,,
24,2019,359,2400,7.17,19.45,12.84,25/12/2019,,,,,,,,
24,2019,360,2400,8.75,21.29,12.84,26/12/2019,,,,,,,,
24,2019,361,2400,7.59,27.14,12.85,27/12/2019,,,,,,,,
24,2019,362,2400,10.51,21.28,12.84,28/12/2019,,,,,,,,
24,2019,363,2400,4.864,27.26,12.85,29/12/2019,,,,,,,,
24,2019,364,2400,13.32,23.6,12.82,30/12/2019,,,,,,,,
24,2019,365,2400,13.15,24.53,12.85,31/12/2019,,,,,,,,
24,2020,1,2400,10.2,29.26,12.82,1/01/2020,,,,,,,,
24,2020,2,2400,9.63,31.64,12.84,2/01/2020,,,,,,,,
24,2020,3,2400,10.24,23.16,12.81,3/01/2020,,,,,,,,
24,2020,4,2400,6.646,19.62,12.84,4/01/2020,,,,,,,,
24,2020,5,2400,9.2,19.55,12.86,5/01/2020,,,,,,,,
24,2020,6,2400,11.9,20.81,12.85,6/01/2020,,,,,,,,
24,2020,7,2400,8.07,21.8,12.81,7/01/2020,,,,,,,,
24,2020,8,2400,10.38,15.91,12.86,8/01/2020,,,,,,,,
24,2020,9,2400,7.21,25.39,12.85,9/01/2020,,,,,,,,
