year,doy,totalRain,Tmax,Tmin,Tmean,Rad,Wind,RH,vpd,ET0,ET_Rain,station,vineyard,region
2021,1,0,26.7864,8.528239,17.771430083333332,30.15684,1.7412223666666666,74.21919958333334,0.6928442867278101,8.680499730636651,8.680499730636651,Squire,Squire,Marlborough
2021,2,1.647408,23.83591,14.4523,19.20662125,19.84752,1.6624080375,77.54669166666666,0.5447148596702968,6.017587590679906,4.370179590679905,Squire,Squire,Marlborough
2021,3,0,22.17299,13.99444,18.038236666666666,32.55876,3.2592174583333335,60.44817041666667,0.8402293443794014,10.629494803127256,10.629494803127256,Squire,Squire,Marlborough
2021,4,0,24.26564,13.32551,19.280622083333334,31.90068,2.3233003583333334,64.72747666666666,0.8874602199204235,9.897776329020227,9.897776329020227,Squire,Squire,Marlborough
2021,5,0,27.03416,9.200168,19.352374208333334,30.13956,2.1910247958333335,69.32771916666667,0.892121475944736,9.359692561471729,9.359692561471729,Squire,Squire,Marlborough
2021,6,0,21.68213,15.46605,19.391556666666666,28.1682,2.7939937416666667,75.49581333333333,0.5839625016020082,8.84642608021801,8.84642608021801,Squire,Squire,Marlborough
2021,7,2.4711119999999998,25.08784,15.25027,19.545678333333335,20.29824,2.2731132166666668,75.85741583333333,0.627618889879197,6.58717046429648,4.11605846429648,Squire,Squire,Marlborough
2021,8,0.353016,19.62969,12.75504,16.494021666666665,18.42984,2.2122963,85.19769791666667,0.302045640768132,5.376469576438168,5.023453576438167,Squire,Squire,Marlborough
2021,9,0.353016,18.81249,12.75321,15.347450833333333,17.316,2.0468621625,82.32802833333334,0.33527903705774287,5.018479456699861,4.665463456699861,Squire,Squire,Marlborough
2021,10,0,26.86221,13.99999,20.187305833333333,29.6082,1.9751027374999999,65.08482916666667,0.9862865655287821,9.21057250668158,9.21057250668158,Squire,Squire,Marlborough
2021,11,0,20.43773,12.03411,17.090356666666665,22.64328,2.855934975,65.502785,0.6918721028587801,7.531033487602973,7.531033487602973,Squire,Squire,Marlborough
2021,12,0,25.25722,8.451353,18.325390291666668,32.55624,1.8329874916666666,68.76090166666667,0.8103435864143284,9.498998701666746,9.498998701666746,Squire,Squire,Marlborough
2021,13,0,27.64272,12.88895,21.105320833333334,33.26184,2.8083867833333334,58.59683208333333,1.2593071991275029,11.283739979590491,11.283739979590491,Squire,Squire,Marlborough
2021,14,0,26.64133,9.200736,18.620571291666668,33.21072,2.1921830125,69.73948708333333,0.871642823118025,10.033450621960439,10.033450621960439,Squire,Squire,Marlborough
2021,15,0,22.23303,9.750907,16.921217375,31.18248,2.2278755333333335,81.72648833333334,0.4361071401227141,8.843720880912032,8.843720880912032,Squire,Squire,Marlborough
2021,16,0,30.00534,10.54834,20.511260833333335,32.66028,1.805534925,70.58970458333333,0.99943169235561935,9.884900660430718,9.884900660430718,Squire,Squire,Marlborough
2021,17,8.472383,23.63884,14.18942,19.851232916666667,17.72604,3.250610625,67.36465166666667,0.7784643950852235,6.832564775321126,-1.6398182246788746,Squire,Squire,Marlborough
2021,18,0,22.52768,14.80301,18.710036666666667,28.27728,4.1375705,47.92043916666667,1.1650705985737866,11.17696921584514,11.17696921584514,Squire,Squire,Marlborough
2021,19,7.1779910000000005,22.51559,11.93822,17.526543333333333,23.06952,3.5841682083333333,66.04391541666666,0.7286405638836582,8.252812502541971,1.0748215025419707,Squire,Squire,Marlborough
2021,20,0,17.63392,9.738638,14.203277,32.50008,4.115394583333333,53.485555833333336,0.780820694959423,10.901113584090949,10.901113584090949,Squire,Squire,Marlborough
2021,21,0,21.74382,11.58436,16.001202916666667,25.28532,3.4617540125,55.78486208333333,0.8602484636684635,8.98125574291443,8.98125574291443,Squire,Squire,Marlborough
2021,22,0,24.50532,6.901022,15.777320041666666,30.68208,1.8803600833333334,70.71258458333334,0.7064451695836018,8.680563919202088,8.680563919202088,Squire,Squire,Marlborough
2021,23,0.353016,19.86383,12.08445,17.260200833333332,6.5358,3.452587041666667,63.04049125,0.7547037825570613,4.176268837016076,3.823252837016076,Squire,Squire,Marlborough
2021,24,0,29.2303,16.21785,21.27351,22.01076,3.5818218333333336,46.795019583333335,1.4739358131869613,9.675219025638691,9.675219025638691,Squire,Squire,Marlborough
2021,25,0,31.25462,14.22851,22.885552916666665,30.66696,3.3368957541666666,46.36008833333333,1.6812306373909447,11.880511328960218,11.880511328960218,Squire,Squire,Marlborough
2021,26,0,29.75598,12.41357,20.9847275,30.98448,1.9643947458333333,69.79059416666666,0.9788479436158282,9.623335975491775,9.623335975491775,Squire,Squire,Marlborough
2021,27,0,36.09802,10.39694,24.276305,31.35888,2.220801879166667,54.62488458333333,2.100372614745241,11.040440695332926,11.040440695332926,Squire,Squire,Marlborough
2021,28,0,28.6885,13.11413,20.216324166666666,24.05772,3.3119355291666666,51.180125833333335,1.2810555158199557,9.52224042387106,9.52224042387106,Squire,Squire,Marlborough
2021,29,1.529736,19.33114,9.321996,14.294141416666667,24.092280000000002,2.1362477458333333,64.5051375,0.6471352148059459,7.100663655947819,5.570927655947819,Squire,Squire,Marlborough
2021,30,0,18.99843,5.597165,12.90536125,25.2414,2.254925779166667,72.42089416666667,0.5099168991586447,7.091683702824878,7.091683702824878,Squire,Squire,Marlborough
2021,31,0,22.2986,3.923381,14.868240416666666,31.2012,1.8509135,71.82164791666666,0.6227135836327284,8.584723104873662,8.584723104873662,Squire,Squire,Marlborough
2021,32,0,23.15167,9.348297,16.366020541666668,30.74976,2.2297870625,76.45149375,0.5531337456661323,8.821940556628263,8.821940556628263,Squire,Squire,Marlborough
