year,doy,totalRain,Tmax,Tmin,Tmean,Rad,Wind,RH,vpd,ET0,ET_Rain,station,vineyard,region
2022,80,6,18.4,11,14.825,4.4128799999999995,1.3083333333333333,88.6625,0.2054304509419148,1.399192812922276,-4.600807187077724,Blenheim,"NA",Marlborough
2022,81,4.4,22.5,14.9,17.808333333333334,13.97808,1.5333333333333332,89.63333333333333,0.240462646063835,4.03538987345458,-0.36461012654542024,Blenheim,"NA",Marlborough
2022,82,4.4,22,16.2,18.166666666666668,8.87436,1.325,90.6375,0.21487833608625556,2.63382044935801,-1.7661795506419904,Blenheim,"NA",Marlborough
2022,83,1.6,18.7,16.4,17.458333333333332,3.897,1.2541666666666667,93.825,0.1257884844510054,1.1921772645048119,-0.4078227354951882,Blenheim,"NA",Marlborough
2022,84,0,22.5,12.2,17.916666666666668,16.24176,1.9041666666666666,64.84583333333333,0.7793073270810056,5.445411662903179,5.445411662903179,Blenheim,"NA",Marlborough
2022,85,0,21.9,7.5,14.045833333333333,19.26864,1.6375,75.15416666666667,0.511735254394336,5.451360747627881,5.451360747627881,Blenheim,"NA",Marlborough
2022,86,0,20.3,8.7,13.725,15.74496,1.9833333333333334,84.02083333333333,0.3022061780336899,4.4528926989269495,4.4528926989269495,Blenheim,"NA",Marlborough
2022,87,0,18.1,12,14.4375,12.542760000000001,1.6875,81.52083333333333,0.3238066777938543,3.6528446041715465,3.6528446041715465,Blenheim,"NA",Marlborough
2022,88,0,18.8,8.1,14.375,15.548400000000001,1.5166666666666666,82.29166666666667,0.3160258968622902,4.299429595580707,4.299429595580707,Blenheim,"NA",Marlborough
2022,89,0,21.6,15.2,17.133333333333333,14.92272,1.3791666666666667,89.3125,0.23480472219593085,4.195339830774245,4.195339830774245,Blenheim,"NA",Marlborough
2022,90,0,22.3,14.3,17.458333333333332,16.7958,1.4833333333333334,85.16666666666667,0.33422092475543763,4.827628941213281,4.827628941213281,Blenheim,"NA",Marlborough
2022,91,0,21.4,12.9,16.2,11.797920000000001,1.7625,82,0.3632787739986652,3.6322748593306793,3.6322748593306793,Blenheim,"NA",Marlborough
2022,92,0,21,10,15.033333333333333,17.65584,1.6,82.87916666666666,0.3453070828849578,4.923308838578779,4.923308838578779,Blenheim,"NA",Marlborough
2022,93,0,23.1,11.6,16.804166666666667,17.54316,1.3791666666666667,84.29166666666667,0.3755716399333581,4.971405127890919,4.971405127890919,Blenheim,"NA",Marlborough
2022,94,0,23,9.6,15.958333333333334,17.42328,1.6583333333333334,80.89583333333333,0.44282193010489096,5.073292834575033,5.073292834575033,Blenheim,"NA",Marlborough
2022,95,0,24,11.4,17.570833333333333,11.643839999999997,2.5166666666666666,75.99583333333334,0.560020199947408,4.334396926231975,4.334396926231975,Blenheim,"NA",Marlborough
2022,96,0,23.1,13.9,19.008333333333333,6.73632,2.9208333333333334,70.7,0.6718502941414025,3.5596562239118503,3.5596562239118503,Blenheim,"NA",Marlborough
2022,97,0,17.6,8.6,13.141666666666666,17.00784,1.6083333333333334,70.0125,0.5010795298118339,4.836271085982547,4.836271085982547,Blenheim,"NA",Marlborough
2022,98,0,19.8,5.8,12.2,16.6158,2.05,72.16666666666667,0.49968235546634904,4.95636726896062,4.95636726896062,Blenheim,"NA",Marlborough
2022,99,0,17.3,5,10.575,14.59368,1.8291666666666666,81.82916666666667,0.284097477012809,3.9010741632987,3.9010741632987,Blenheim,"NA",Marlborough
2022,100,0,19,6.5,12.016666666666667,15.99696,2.2625,83.67916666666666,0.29682476085061427,4.495661576502224,4.495661576502224,Blenheim,"NA",Marlborough
2022,101,0,22,7,14.408333333333333,15.97896,2.9166666666666665,69.03333333333333,0.6650992639721631,5.839844210592999,5.839844210592999,Blenheim,"NA",Marlborough
2022,102,0,22.5,14.8,18.308333333333334,10.82628,4.125,61.8625,0.8392794571894474,5.950494199189274,5.950494199189274,Blenheim,"NA",Marlborough
2022,103,0.2,17,8.4,13.854166666666666,13.00176,2.3791666666666664,67.1125,0.5482429974019916,4.49979186131086,4.29979186131086,Blenheim,"NA",Marlborough
2022,104,0,17.1,3.6,9.291666666666666,15.5538,2.033333333333333,74.48333333333333,0.3742691728354559,4.3031233000834845,4.3031233000834845,Blenheim,"NA",Marlborough
2022,105,0,18.3,4,10.683333333333334,15.05268,1.9666666666666666,83.84583333333333,0.27240230825828365,4.037109473472723,4.037109473472723,Blenheim,"NA",Marlborough
2022,106,0,23.7,7.6,15.6625,15.9138,2.841666666666667,65.14583333333333,0.8218508430926189,6.150344097376454,6.150344097376454,Blenheim,"NA",Marlborough
2022,107,0,16.4,7.8,13.654166666666667,10.21068,2.0625,71.4375,0.46178614898244313,3.4851493727004916,3.4851493727004916,Blenheim,"NA",Marlborough
2022,108,0,18.6,5.7,10.720833333333333,14.43888,2.1,77.33333333333333,0.3764603667304316,4.180925218863764,4.180925218863764,Blenheim,"NA",Marlborough
2022,109,0,21.8,7.6,14.175,7.79724,1.9416666666666667,77.95833333333333,0.43245090855712925,2.80771285557656,2.80771285557656,Blenheim,"NA",Marlborough
2022,110,0,24.1,13.5,18.470833333333335,11.49624,1.6333333333333333,79.09583333333333,0.5083701042042948,3.766244524282743,3.766244524282743,Blenheim,"NA",Marlborough
2022,111,9,24.1,16.8,19.429166666666667,8.72388,2.066666666666667,82.22083333333333,0.4270753388916658,3.142045962817301,-5.857954037182699,Blenheim,"NA",Marlborough
2022,112,0.4,20.6,8.1,15.866666666666667,12.010679999999999,2.845833333333333,69.67083333333333,0.6015945971162029,4.706927185958784,4.306927185958783,Blenheim,"NA",Marlborough
2022,113,0,16.7,4.8,10.283333333333333,10.34676,1.9083333333333334,76.60833333333333,0.3542226338019318,3.135993744697724,3.135993744697724,Blenheim,"NA",Marlborough
2022,114,0,19.9,5.8,12.916666666666666,8.90208,2.575,70.32916666666667,0.506316120958631,3.5739461571123896,3.5739461571123896,Blenheim,"NA",Marlborough
2022,115,0,17.9,8.6,12.716666666666667,12.79728,0.975,80.26666666666667,0.3293896648048859,3.3501418949349606,3.3501418949349606,Blenheim,"NA",Marlborough
2022,116,0,21,5.6,12.216666666666667,13.27824,1.7916666666666667,79.64166666666667,0.3979599961486576,3.88441527028801,3.88441527028801,Blenheim,"NA",Marlborough
2022,117,0,17.6,6,11.366666666666667,10.14264,2.175,83.9875,0.25972915943342617,3.020305898298538,3.020305898298538,Blenheim,"NA",Marlborough
2022,118,0,16.4,11.3,13.208333333333334,10.95192,1.325,80.64583333333333,0.31275643019419735,3.0672823553860646,3.0672823553860646,Blenheim,"NA",Marlborough
2022,119,0,16,6,11.2375,9.31752,1.3083333333333333,82.975,0.26245696517094286,2.539863705824793,2.539863705824793,Blenheim,"NA",Marlborough
2022,120,0,20,4.2,11.341666666666667,12.609,2.2708333333333335,77.47916666666667,0.40935673394722255,3.9669599504352617,3.9669599504352617,Blenheim,"NA",Marlborough
2022,121,0,21,13,17.045833333333334,10.52352,3.5458333333333334,64.92916666666666,0.7114251960632991,5.099791349287256,5.099791349287256,Blenheim,"NA",Marlborough
2022,122,0,19.2,14.9,17.241666666666667,3.83112,2.225,75.54166666666667,0.4933100514460228,2.0820401902515844,2.0820401902515844,Blenheim,"NA",Marlborough
2022,123,0,21.6,10.7,15.4125,11.519640000000003,1.7833333333333332,81.42083333333333,0.38515350846066854,3.5760547299717853,3.5760547299717853,Blenheim,"NA",Marlborough
2022,124,0,17.8,8.8,13,6.904799999999998,1.6041666666666667,91.85416666666667,0.137619072637601,1.9229461967820047,1.9229461967820047,Blenheim,"NA",Marlborough
2022,125,0,22,8.9,14.829166666666666,11.46708,1.6208333333333333,82.12083333333334,0.3977723569101313,3.4896456377524228,3.4896456377524228,Blenheim,"NA",Marlborough
2022,126,0,21,8.3,12.916666666666666,11.24532,1.8875,81.5125,0.35236062814721475,3.411304364701543,3.411304364701543,Blenheim,"NA",Marlborough
2022,127,0,21.7,7,13.554166666666667,11.298240000000002,1.9791666666666667,79.0625,0.4159991948230075,3.6049789069269407,3.6049789069269407,Blenheim,"NA",Marlborough
2022,128,0,20.2,12.2,16.5625,8.66088,3.1666666666666665,67.19583333333333,0.6518970118081726,4.227489335825729,4.227489335825729,Blenheim,"NA",Marlborough
2022,129,5.6000000000000005,19.3,13.5,16.15,5.39748,1.7208333333333334,82.1875,0.34008624042623775,1.9814945144804643,-3.6185054855195364,Blenheim,"NA",Marlborough
2022,130,2.6,16.2,9.3,12.5,8.7948,1.8041666666666667,79.28750000000001,0.3111386431212062,2.722136878914019,0.1221368789140187,Blenheim,"NA",Marlborough
2022,131,0,15.1,3.3,7.7,10.52424,1.8,81.68333333333334,0.2518524027405537,2.811877622151518,2.811877622151518,Blenheim,"NA",Marlborough
2022,132,0,14.2,2.3,7.229166666666667,9.04932,2.033333333333333,84.725,0.20183294982725825,2.451259761071542,2.451259761071542,Blenheim,"NA",Marlborough
2022,133,0,17.3,1.8,8.575,10.6722,1.825,80.46666666666667,0.30265346080700567,2.9985736419167486,2.9985736419167486,Blenheim,"NA",Marlborough
2022,134,0,18.8,7.6,14.770833333333334,3.7548,2.658333333333333,65.6375,0.5955722699177712,2.6292899426299416,2.6292899426299416,Blenheim,"NA",Marlborough
2022,135,5.2,14.6,12.5,13.491666666666667,1.90152,1.0708333333333333,91.65,0.13064653534785392,0.6310250632173678,-4.568974936782633,Blenheim,"NA",Marlborough
2022,136,2.8,18.2,12.5,14.170833333333334,6.9714,1.1083333333333334,90.27916666666667,0.1729586012406075,1.9294769810647439,-0.870523018935256,Blenheim,"NA",Marlborough
2022,137,0,19.2,8.3,14.283333333333333,4.26852,2,79.42083333333333,0.36357971307659254,1.8600741049226799,1.8600741049226799,Blenheim,"NA",Marlborough
2022,138,0,21.6,7.8,13.4375,10.00404,1.9375,74.1625,0.5176852479139938,3.468276857992999,3.468276857992999,Blenheim,"NA",Marlborough
2022,139,4.4,19.8,10.8,15.295833333333333,5.08752,3.9499999999999997,70.70833333333333,0.5372752889535786,3.532372549558487,-0.8676274504415136,Blenheim,"NA",Marlborough
2022,140,4.8,12.1,6.7,10.129166666666666,4.82616,3.5541666666666667,73.575,0.3332038225140955,2.63520230223627,-2.16479769776373,Blenheim,"NA",Marlborough
2022,141,0,16.1,2.5,10.0625,9.718199999999998,5.170833333333333,60.958333333333336,0.5616921107653648,5.819526186174018,5.819526186174018,Blenheim,"NA",Marlborough
2022,142,0,17.7,3.8,11.3875,9.53208,3.775,60.545833333333334,0.6112144693821308,4.910359957987445,4.910359957987445,Blenheim,"NA",Marlborough
2022,143,0,16.4,3.8,9.3,9.45144,2.0166666666666666,68.84166666666667,0.4159646611897525,3.114531505994024,3.114531505994024,Blenheim,"NA",Marlborough
2022,144,0,15.9,2.4,7.1875,9.38448,2.1708333333333334,77.98333333333333,0.2883254054771313,2.805774147425555,2.805774147425555,Blenheim,"NA",Marlborough
2022,145,0,19,3.9,10.2375,9.28944,2.558333333333333,71.03333333333333,0.46002758551856093,3.523358536101784,3.523358536101784,Blenheim,"NA",Marlborough
2022,146,0.2,11,5.9,9,4.00896,1.3083333333333333,76.75,0.274816038326556,1.3520137552580314,1.1520137552580314,Blenheim,"NA",Marlborough
2022,147,0,14.7,1.6,6.345833333333333,8.9046,1.8375,82.80416666666667,0.22075960185717422,2.377053326426103,2.377053326426103,Blenheim,"NA",Marlborough
2022,148,0,17,2.4,8.4125,8.99316,2.1416666666666666,77.41666666666667,0.32217172928181004,2.8352760181676833,2.8352760181676833,Blenheim,"NA",Marlborough
2022,149,0,16.6,3.4,8.3375,8.301600000000002,1.775,76.20416666666667,0.31265856230665945,2.5018442489567247,2.5018442489567247,Blenheim,"NA",Marlborough
2022,150,8.6,11.3,5.5,8.925,1.4284799999999997,2.05,92.72083333333333,0.07797640538540099,0.5426083696503455,-8.057391630349654,Blenheim,"NA",Marlborough
2022,151,3.4000000000000004,20.2,9.5,13.920833333333333,7.83612,1.9833333333333334,84.44166666666666,0.302486888534416,2.5783323885726226,-0.8216676114273778,Blenheim,"NA",Marlborough
2022,152,14.200000000000001,17.9,11.7,14.741666666666667,5.932439999999999,2.65,78.775,0.37351083500454463,2.5540285140716326,-11.645971485928369,Blenheim,"NA",Marlborough
2022,153,6.8,14.8,9.6,12.166666666666666,2.33856,1.9166666666666665,87.49583333333334,0.18498958882111294,0.9966302318287247,-5.803369768171275,Blenheim,"NA",Marlborough
2022,154,1.6,13.5,6.4,9.279166666666667,4.06512,1.625,88.50833333333333,0.14623804856195505,1.2187102789107935,-0.38128972108920656,Blenheim,"NA",Marlborough
2022,155,0,14.2,2.7,6.833333333333333,8.79768,2.075,85.2125,0.18894598316439998,2.363953789504922,2.363953789504922,Blenheim,"NA",Marlborough
2022,156,0,10.6,2,6.258333333333333,4.05612,2.2083333333333335,86.02083333333333,0.14973865907721745,1.3247224138032558,1.3247224138032558,Blenheim,"NA",Marlborough
2022,157,0.2,18.2,9.2,13.341666666666667,8.30772,2.004166666666667,80.04166666666667,0.3429658358785456,2.769565122301168,2.5695651223011677,Blenheim,"NA",Marlborough
2022,158,1.8,17.2,8.7,12.170833333333334,4.71816,2.1291666666666664,82.55,0.2709286253557928,1.8121752052912574,0.012175205291257374,Blenheim,"NA",Marlborough
2022,159,14.4,16.3,8.1,11.366666666666667,4.9698,2.5416666666666665,85.48333333333333,0.2342502565946221,1.9017550063888633,-12.498244993611138,Blenheim,"NA",Marlborough
2022,160,6.2,14.9,7.4,10.191666666666666,5.840999999999999,2.3583333333333334,84.1125,0.21370412586842422,1.9724435275578136,-4.227556472442187,Blenheim,"NA",Marlborough
2022,161,9.2,14.6,9.7,12.145833333333334,8.38512,4.183333333333334,68.125,0.45993644769247366,4.2481322097797865,-4.951867790220213,Blenheim,"NA",Marlborough
2022,162,3.4,14.2,7.2,10.029166666666667,7.984440000000002,3.4916666666666667,75.15416666666667,0.333794890084554,3.291133994511518,-0.10886600548848202,Blenheim,"NA",Marlborough
2022,163,9.4,12.8,4.9,8.7625,2.4807600000000005,2.908333333333333,78.60416666666667,0.24576396725272504,1.5433011271329227,-7.856698872867078,Blenheim,"NA",Marlborough
2022,164,3.6,12,5.6,9.295833333333333,2.91888,4.166666666666667,69.11666666666667,0.37955173917319635,2.7872400710815315,-0.8127599289184686,Blenheim,"NA",Marlborough
2022,165,0,16.4,3.4,10.629166666666666,6.99048,4.091666666666667,63.74583333333334,0.5194808902386042,4.2291311881287585,4.2291311881287585,Blenheim,"NA",Marlborough
