year,day,hour,mean.rh,wind.m.s
2019,257,11.5,98.624855,1.0631484958333333
2019,258,11.5,81.52541208333334,1.8421445875
2019,259,11.5,66.19611083333334,2.669273083333333
2019,260,11.5,57.31159541666667,3.3259862
2019,261,11.5,68.5823925,1.4684641916666668
2019,262,11.5,78.62316083333333,1.1681963666666666
2019,263,11.5,82.021775,1.4789786708333332
2019,264,11.5,82.98452041666667,1.5033381958333334
2019,265,11.5,77.95969625,1.0866388083333334
2019,266,11.5,70.20301875,2.7801228875
2019,267,11.5,75.42840916666667,1.7055032375
2019,268,11.5,64.39184958333334,3.3160639041666666
2019,269,11.5,56.76389375,3.786410025
2019,270,11.5,73.615725,2.2478733625
2019,271,11.5,57.02907916666667,4.147532958333334
2019,272,11.5,64.91952541666667,3.6461577458333334
2019,273,11.5,72.45712291666666,2.4434410708333334
2019,274,11.5,80.90759083333333,1.2537427041666667
2019,275,11.5,75.892855,1.7716652833333333
2019,276,11.5,75.72558000000001,1.5501723250000001
2019,277,11.5,70.22634375,2.2858945833333335
2019,278,11.5,72.33221791666666,2.9342270041666665
2019,279,11.5,80.29035583333334,1.4146735125
2019,280,11.5,68.68412708333334,3.5227280833333334
2019,281,11.5,63.82631666666666,3.4340344666666667
2019,282,11.5,73.67479916666666,3.2081339625
2019,283,11.5,81.57064625,1.8416501083333334
2019,284,11.5,77.48368416666666,2.2239867291666666
2019,285,11.5,80.357295,2.0494929208333335
2019,286,11.5,84.35829916666667,1.86908885
2019,287,11.5,79.51648583333333,2.6798423833333334
2019,288,11.5,83.368545,4.02042325
2019,289,11.5,84.74563041666667,1.3270288291666668
2019,290,11.5,78.62526875,1.4902800791666666
2019,291,11.5,90.55347791666667,0.9692878708333333
2019,292,11.5,81.11617583333333,1.7411996291666667
2019,293,11.5,78.66819916666667,1.9924431833333334
2019,294,11.5,64.25774791666667,2.8858159166666666
2019,295,11.5,58.4373425,3.068388458333333
2019,296,11.5,61.96772625,1.7888094041666667
2019,297,11.5,62.46210166666667,3.7564163041666667
2019,298,11.5,73.601735,1.79684935
2019,299,11.5,76.42876666666666,1.1730183416666666
2019,300,11.5,73.47865666666667,3.642528525
2019,301,11.5,53.47220541666667,2.9814717916666664
2019,302,11.5,56.58614708333333,2.5728600125
2019,303,11.5,68.69706541666667,1.9481832166666666
2019,304,11.5,59.52021166666667,2.390102075
2019,305,11.5,74.58468416666666,1.6740199375
2019,306,11.5,78.899040416666665,0.9861248541666666
2019,307,11.5,80.068685,1.1702302166666667
2019,308,11.5,63.13164208333333,1.4973368291666667
2019,309,11.5,58.56530875,2.891411625
2019,310,11.5,69.36296875000001,2.181612395833333
2019,311,11.5,71.45708791666667,2.201196066666667
2019,312,11.5,77.1511375,3.04101725
2019,313,11.5,79.81805708333333,2.2998689458333335
2019,314,11.5,91.01683041666666,1.7193053416666666
2019,315,11.5,92.75346833333333,2.0428319625
2019,316,11.5,84.53188583333333,1.3084111216666667
2019,317,11.5,74.19357291666667,2.6963114125
2019,318,11.5,73.07512166666666,2.678811195833333
2019,319,11.5,65.35469166666667,2.1195151458333332
2019,320,11.5,71.39305916666666,2.9604317333333334
2019,321,11.5,68.55659166666666,2.7052675833333333
2019,322,11.5,62.21965958333333,2.786306166666667
2019,323,11.5,59.232283333333335,2.8434520333333335
2019,324,11.5,72.977025,2.4271643375
2019,325,11.5,64.82697583333334,1.2952263708333334
2019,326,11.5,61.602829166666666,1.8091699125
2019,327,11.5,61.027221250000004,2.048157625
2019,328,11.5,64.01923708333334,2.104919745833333
2019,329,11.5,70.548965,1.5833463583333334
2019,330,11.5,56.456210416666664,1.7141597
2019,331,11.5,56.093329583333336,2.6721350833333335
2019,332,11.5,67.14332333333333,2.319205033333333
2019,333,11.5,72.10122583333333,2.2939034541666667
2019,334,11.5,73.28179666666666,1.4204199208333332
2019,335,11.5,72.51289208333333,2.399450154166667
2019,336,11.5,86.005835,1.8943159291666667
2019,337,11.5,77.1176925,2.7550559166666666
2019,338,11.5,61.130999583333335,2.788041625
2019,339,11.5,49.748162083333334,3.119829225
2019,340,11.5,64.03753708333333,2.468748579166667
2019,341,11.5,67.3717725,2.322500166666667
2019,342,11.5,79.58206333333334,1.5021160375
2019,343,11.5,65.52660916666666,1.9952212504166666
2019,344,11.5,72.352965,1.39873375
2019,345,11.5,72.500145,1.4658534833333334
2019,346,11.5,81.312045,1.5297708041666667
2019,347,11.5,72.96545708333333,2.1988691041666666
2019,348,11.5,56.337592916666665,1.7632940291666666
2019,349,11.5,60.4018525,2.0550036875
2019,350,11.5,81.93759916666667,1.1122649583333333
2019,351,11.5,92.14661041666666,1.7178577583333334
2019,352,11.5,88.9762225,1.5849360583333334
2019,353,11.5,70.198875,2.0210092458333335
2019,354,11.5,73.30093791666667,2.4019766916666665
2019,355,11.5,81.90422,1.4215706683333333
2019,356,11.5,74.61085208333333,1.3828160125
2019,357,11.5,77.50669583333334,1.8065151583333334
2019,358,11.5,69.43137,1.8569646958333332
2019,359,11.5,80.600105,1.5504558124999999
2019,360,11.5,76.71075125,1.2855140291666667
2019,361,11.5,64.84745875,2.0518571166666666
2019,362,11.5,65.67308375,2.2673123375
2019,363,11.5,63.0312775,1.32724356375
2019,364,11.5,69.94224916666667,2.3334799166666667
2019,365,11.5,78.13435291666667,0.9437499166666666
2020,1,11.5,80.66514833333333,1.1244805070833332
2020,2,11.5,76.98274708333334,1.0062839125
2020,3,11.5,82.15721541666667,2.0911826458333334
2020,4,11.5,78.87690875,1.76384739
2020,5,11.5,71.863762500000007,1.4709178208333333
2020,6,11.5,43.37479333333333,4.580469208333334
2020,7,11.5,69.89184541666667,1.3791986916666668
2020,8,11.5,83.09971041666667,0.8692350620833333
2020,9,11.5,73.15173874999999,1.7182010920833333
