year,day,mean.rh,wind.m.s
2019,263,80.59104041666667,2.4908047625
2019,264,84.08207833333333,2.0383657458333335
2019,265,83.91079166666667,3.482125491666667
2019,266,65.76308791666666,4.323881625
2019,267,75.0300325,1.8783540041666666
2019,268,64.54188375,3.1588336916666666
2019,269,60.24925375,3.3488987916666666
2019,270,75.59873583333334,2.0713757541666666
2019,271,51.831205,3.9341158333333333
2019,272,59.058530833333336,4.650948583333333
2019,273,72.47164666666667,3.6235250833333335
2019,274,86.02018125000001,1.6420161041666668
2019,275,69.12119333333334,2.9977142083333335
2019,276,72.62711666666667,1.9594579791666666
2019,277,69.03727458333333,3.932342125
2019,278,72.38747958333333,3.52559175
2019,279,77.31945791666666,2.1415180708333335
2019,280,62.91448208333333,4.1864098499999995
2019,281,60.95280875,5.273986916666667
2019,282,68.70222416666667,4.2730674125
2019,283,72.39982833333333,3.580929
2019,284,75.90271166666666,2.7066463125
2019,285,82.30381541666667,2.3085786791666667
2019,286,83.14127291666667,2.0134849083333335
2019,287,86.98836791666666,1.9781370041666666
2019,288,88.81877583333333,3.65702075
2019,289,89.6465,2.2927496416666666
2019,290,91.45713875,1.4867548083333333
2019,291,90.28041375,2.0244331708333334
2019,292,85.18553791666666,2.5923328666666667
2019,293,78.80455375,3.0577598916666666
2019,294,68.41113583333333,2.9575547916666665
2019,295,65.29132625,2.7283150291666667
2019,296,72.61303791666667,2.7028514083333333
2019,297,68.01916916666667,3.240687725
2019,298,75.00439791666666,2.0728807375
2019,299,81.29692333333334,2.8661330041666666
2019,300,69.74136041666667,4.964319833333334
2019,301,50.19729708333333,3.0060634999999998
2019,302,55.097321666666666,2.9815326625
2019,303,63.971819583333335,3.3886391166666665
2019,304,62.359212916666664,2.7057141125
2019,305,76.39806166666666,1.880574075
2019,306,80.71606125,2.170228725
2019,307,85.89513166666667,2.9750446791666665
2019,308,84.56478083333333,3.9565042166666666
2019,309,60.938718333333334,4.268394041666666
2019,310,71.29612833333333,2.792035625
2019,311,64.19283083333333,3.6283975
2019,312,70.44674291666666,4.230223875
2019,313,74.69036541666667,3.3891468875
2019,314,92.93427791666666,3.137310425
2019,315,97.3794975,1.5505289125
2019,316,84.92609958333334,1.834137775
2019,317,66.13744166666667,3.950391375
2019,318,68.15430625,3.9832884375
2019,319,62.321373333333334,3.0181774791666665
2019,320,65.29309833333333,3.818488708333333
2019,321,67.67605375,2.9475964958333334
2019,322,57.75927291666667,3.3356231375
2019,323,53.73319541666667,4.199723791666667
2019,324,83.27005041666666,2.6626822666666667
2019,325,73.30976333333334,2.8658853375
2019,326,65.1868275,3.90927025
2019,327,72.75698625,2.330255025
2019,328,79.39465791666666,2.7485311291666665
2019,329,69.567935,1.8963013208333332
2019,330,72.0526075,2.919996895833333
2019,331,56.46144458333333,4.451805666666667
2019,332,63.545462083333334,3.0506467916666664
2019,333,69.82329333333334,2.9340588125
2019,334,79.49133041666667,1.7639039541666666
2019,335,70.7049225,3.962347625
2019,336,81.78968208333333,3.2936156666666667
2019,337,75.360515,4.341350833333333
2019,338,59.83992125,3.7287135
2019,339,54.730324583333335,3.1817915625
2019,340,56.311119166666664,4.051962458333334
2019,341,66.1179875,3.945761625
2019,342,78.09096166666667,2.9879999583333334
2019,343,64.49684291666667,2.4788129833333334
2019,344,76.67353458333334,2.119799866666667
2019,345,74.06573125,1.9814664208333335
2019,346,83.86123666666667,2.394478229166667
2019,347,71.82420375,2.996824595833333
2019,348,58.760090416666664,2.2673285
2019,349,55.369397916666664,3.2114449583333333
2019,350,84.61627166666666,2.1407905125
2019,351,94.18011416666667,3.1094592916666666
2019,352,89.12738375,1.7775043666666668
2019,353,65.81515625,3.2073196708333334
2019,354,73.26508958333334,3.482425233333333
2019,355,79.06741416666667,1.9578597083333333
2019,356,80.09959583333332,3.0043991208333334
2019,357,73.67761208333333,2.730756566666667
2019,358,69.32362,2.6904745666666665
2019,359,80.039485,2.4297474458333332
2019,360,79.09969541666666,1.9529018791666666
2019,361,63.6230575,2.849469441666667
2019,362,70.29916416666667,2.2813115416666667
2019,363,74.60888,2.9872805583333335
2019,364,73.72213833333333,2.3393986375
2019,365,81.88108208333333,1.5331484458333333
2020,1,85.50894708333334,3.0909963958333333
2020,2,82.519555,2.7133109166666665
2020,3,92.96389458333333,1.8112166458333334
2020,4,83.449015,1.6825624333333333
2020,5,67.64736875,2.829702854166667
2020,6,58.55310958333333,3.0526121
2020,7,79.10802416666667,1.7876206083333332
2020,8,83.47708625,1.0652021875
2020,9,79.86207916666666,2.3333653291666665
2020,10,94.11537090909091,1.0471564636363637
