TOA5,PFR093_RapauraCentral,CR200X,No_SN,CR200X.Std.03,PFR093_RapauraCentral.CR2,31016,Hourly,,,,,,,,
TIMESTAMP,RECORD,SiteID,AirTemperatu_Avg,AirTemperatu_Min,AirTemperatu_Max,RelativeHumi_Avg,Rain_Tot,Wetness_Avg,WindSpeed_Avg,WindSpeed_Max,WindDirectio_Avg,BatteryVoltage,,,
TS,RN,,Deg C,Deg C,Deg C,%,mm,,m/s,m/s,DegTrue,Volts,,,
,,Smp,Avg,Min,Max,Avg,Tot,Avg,Avg,Max,Avg,Smp,,,
1/01/2019 0:00,2606,93,16.61649,16.424,16.916,96.97787,0,72.64167,0.7260279,1.566667,160.8633,12.73177,,,
1/01/2019 1:00,2607,93,16.68029,16.322,17.108,97.69389,0,74.43974,0.6869445,1.533333,201.1988,12.71498,,,
1/01/2019 2:00,2608,93,17.49231,17.088,17.82,96.77916,0,87.69209,0.8780279,1.766667,207.6285,12.69819,,,
1/01/2019 3:00,2609,93,17.74351,17.5,17.972,94.65562,0,61.64234,1.631945,3.233334,65.2403,12.6814,,,
1/01/2019 4:00,2610,93,17.24171,17.097,17.53,96.23293,0,45.16693,1.716418,3.4,84.4261,12.65706,,,
1/01/2019 5:00,2611,93,17.176,17.088,17.238,98.03414,0.1184,95.32082,1.684195,3.366667,42.46563,12.63943,,,
1/01/2019 6:00,2612,93,17.05651,16.926,17.248,98.69392,0,94.37764,1.321834,2.966667,52.22226,12.61928,,,
1/01/2019 7:00,2613,93,17.01104,16.876,17.278,98.82463,0,95.39304,1.181388,2.366667,92.78898,12.77206,,,
1/01/2019 8:00,2614,93,17.78712,17.188,18.564,97.51802,0,75.14726,1.315306,2.8,58.49575,13.47551,,,
1/01/2019 9:00,2615,93,19.1847,18.323,20.582,90.37133,0,0.6088195,1.135695,2.666667,85.62882,13.36219,,,
1/01/2019 10:00,2616,93,21.18004,20,23.251,81.498,0,0.0005357,0.8993057,2.333333,156.8356,13.28244,,,
1/01/2019 11:00,2617,93,22.3655,21.035,24.404,77.9646,0,0.001839069,1.841166,4.666667,71.17318,13.23795,,,
1/01/2019 12:00,2618,93,23.27209,21.776,24.632,75.76308,0,0.001530076,2.456139,4.933333,69.87051,13.22956,,,
1/01/2019 13:00,2619,93,23.76779,23.11,24.404,73.22095,0,0.000267354,2.96625,6,68.29229,13.22284,,,
1/01/2019 14:00,2620,93,24.50527,23.712,24.884,69.40095,0,0.001342888,3.17458,5.933333,59.81981,13.23879,,,
1/01/2019 15:00,2621,93,24.86083,24.292,25.376,67.27742,0,0.0026812,3.373417,6.366667,66.18669,13.23207,,,
1/01/2019 16:00,2622,93,26.04636,24.644,27.018,64.6972,0,0.003031962,3.190862,6.333333,82.27625,13.21025,,,
1/01/2019 17:00,2623,93,26.27731,25.626,26.998,64.08218,0,0.001070499,3.369387,6,100.302,13.21277,,,
1/01/2019 18:00,2624,93,24.63438,23.411,26.077,68.29372,0,0.001376931,2.656499,5.233333,97.72416,13.26481,,,
1/01/2019 19:00,2625,93,22.22561,21.286,23.441,73.98677,0,0.001606482,2.770444,6,92.91965,13.05411,,,
1/01/2019 20:00,2626,93,20.47128,19.438,21.325,79.54131,0,0.01228798,1.753558,4.033333,87.33824,12.82747,,,
1/01/2019 21:00,2627,93,18.25959,17.458,19.458,89.71993,0,49.37037,0.88875,2.133333,85.60004,12.78549,,,
1/01/2019 22:00,2628,93,17.04394,16.554,17.489,94.94946,0,86.29459,0.8183888,1.833333,181.2971,12.76031,,,
1/01/2019 23:00,2629,93,15.87675,15.439,16.574,97.00785,0,87.88807,0.5715,1.533333,263.9338,12.74184,,,
2/01/2019 0:00,2630,93,15.40183,14.755,16.032,97.87128,0,84.73873,0.626084,1.8,172.1178,12.72002,,,
2/01/2019 1:00,2631,93,14.61868,13.849,14.975,98.38896,0,80.86847,0.5637503,1.633333,214.5703,12.69651,,,
2/01/2019 2:00,2632,93,13.65775,13.225,13.93,98.85954,0,78.79081,0.5152778,1.466667,235.2296,12.67637,,,
2/01/2019 3:00,2633,93,13.39603,13.004,13.598,99.13961,0,89.24403,0.4691676,1.066667,130.6411,12.64615,,,
2/01/2019 4:00,2634,93,13.60164,12.882,14.06,99.32074,0,94.29822,0.6866677,2.166667,159.9598,12.62852,,,
2/01/2019 5:00,2635,93,14.09562,13.849,14.533,99.17352,0,96.54055,0.4939452,1.066667,177.3521,12.60501,,,
2/01/2019 6:00,2636,93,15.33749,13.949,16.997,97.67943,0,97.40007,0.5624725,1.7,121.8179,12.69399,,,
2/01/2019 7:00,2637,93,20.17706,16.947,22.49,82.37478,0,93.49431,1.605027,4.133333,234.7389,12.90553,,,
2/01/2019 8:00,2638,93,24.39101,22.47,25.426,61.72391,0,0.01651681,2.374668,5.6,277.0258,13.107,,,
2/01/2019 9:00,2639,93,26.3277,25.306,27.078,54.75383,0,0.00498666,2.562639,5,288.427,13.23795,,,
2/01/2019 10:00,2640,93,27.76336,26.838,28.67,50.56538,0,0.006057607,2.876139,5.366667,285.4999,13.17919,,,
2/01/2019 11:00,2641,93,29.25508,28.52,29.97,47.44851,0,0.0067154,2.726891,6.3,284.9427,13.16324,,,
2/01/2019 12:00,2642,93,30.10849,29.43,30.701,41.73585,0,0.002640269,4.290442,9.966666,253.7448,13.16996,,,
2/01/2019 13:00,2643,93,30.74771,30.291,31.458,36.41171,0,0.002299749,5.301669,9.433333,245.2207,13.16492,,,
2/01/2019 14:00,2644,93,31.66052,30.6,32.688,34.95988,0,0.001454572,4.289111,8.633333,250.6373,13.15317,,,
2/01/2019 15:00,2645,93,32.14962,31.478,32.758,32.20702,0,0.000611728,5.333195,10.36667,224.1551,13.14645,,,
2/01/2019 16:00,2646,93,32.17802,31.759,32.678,33.78237,0,0.001340222,5.121414,9.633333,238.0981,13.14477,,,
2/01/2019 17:00,2647,93,31.00242,29.6,32.289,35.68438,0,0.001723107,6.036971,11.13333,225.1785,13.17499,,,
2/01/2019 18:00,2648,93,28.78966,28.24,29.59,39.34397,0,0.002335783,6.445665,11.86667,221.6609,13.25474,,,
2/01/2019 19:00,2649,93,28.20674,27.227,28.978,40.42168,0,0.000918824,5.878495,10.93333,224.8861,12.9836,,,
2/01/2019 20:00,2650,93,26.28848,25.416,27.258,44.44423,0,0.000497046,5.190498,8.866667,228.3826,12.83082,,,
2/01/2019 21:00,2651,93,24.77318,24.012,25.436,49.52,0,0.001571388,4.936531,9.166666,233.8786,12.79221,,,
2/01/2019 22:00,2652,93,23.49664,23.08,24.054,54.70959,0,0.001687542,3.885972,9.533334,245.2501,12.77206,,,
2/01/2019 23:00,2653,93,23.37567,23.05,24.093,55.32069,0,0.00042045,4.632113,9.033334,249.2155,12.75443,,,
3/01/2019 0:00,2654,93,23.03997,22.499,23.632,56.4959,0,0.001378067,3.902138,8.633333,259.7865,12.72757,,,
3/01/2019 1:00,2655,93,22.57797,22.097,23.03,58.42968,0,0.001378305,3.498836,6.8,270.0565,12.70491,,,
3/01/2019 2:00,2656,93,22.69318,22.258,22.95,58.96716,0,0.001072159,4.172666,8.5,274.8437,12.68308,,,
3/01/2019 3:00,2657,93,22.15936,21.878,22.439,59.52773,0,0.000765014,4.108387,8.366667,267.6872,12.66629,,,
3/01/2019 4:00,2658,93,21.74362,20.854,22.298,60.63083,0,0.000805763,3.599224,7.2,265.1701,12.64783,,,
3/01/2019 5:00,2659,93,21.41045,20.662,21.867,59.66935,0,0.001646128,3.746694,7.5,259.577,12.63691,,,
3/01/2019 6:00,2660,93,22.10006,21.616,23.03,58.15222,0,0.000536933,3.493085,6.766666,255.0102,12.91561,,,
3/01/2019 7:00,2661,93,23.83148,23,24.214,54.22634,0,0.000995514,4.202525,7.566666,250.4637,13.29671,,,
3/01/2019 8:00,2662,93,24.38844,23.702,25.525,53.19352,0,0.002299842,4.230474,7.333333,248.5296,13.24467,,,
3/01/2019 9:00,2663,93,25.50215,25.014,26.167,49.7007,0,0.002719662,4.538634,9.666666,247.8894,13.23627,,,
3/01/2019 10:00,2664,93,26.45293,25.474,27.178,46.10903,0,0.00149365,5.481053,9.966666,240.6274,13.19346,,,
3/01/2019 11:00,2665,93,26.94606,26.077,27.778,45.05566,0,0.002538823,5.309303,9.666666,244.7541,13.20437,,,
3/01/2019 12:00,2666,93,26.43238,25.907,26.998,44.37831,0,0.001837739,4.62725,7.733334,240.0342,13.22368,,,
3/01/2019 13:00,2667,93,26.11274,25.817,26.408,43.70141,0,0.001339844,4.326029,7.866666,225.7,13.24551,,,
3/01/2019 14:00,2668,93,25.66726,25.246,26.167,47.71529,0,0.002145362,1.991252,4.333333,208.0431,13.26733,,,
3/01/2019 15:00,2669,93,26.46705,25.956,27.136,45.56324,0,0.001034216,0.9447502,2.4,220.152,13.24383,,,
3/01/2019 16:00,2670,93,25.49264,24.764,26.157,55.71991,0,0.001878198,0.7193894,2.3,256.4132,13.26313,,,
3/01/2019 17:00,2671,93,24.81659,24.144,25.656,62.36597,0,0.001530597,0.8638608,2.7,282.2739,13.32609,,,
3/01/2019 18:00,2672,93,26.5401,24.954,27.638,42.78453,0,0.001380109,3.064747,7.2,255.7876,13.26313,,,
3/01/2019 19:00,2673,93,27.13281,25.736,27.63,41.52782,0,7.64E-05,2.357222,5.333333,268.0208,12.99283,,,
3/01/2019 20:00,2674,93,25.00678,24.083,25.788,39.6643,0,0.002223905,3.719554,7.033333,255.9187,12.84677,,,
3/01/2019 21:00,2675,93,23.02706,21.958,24.292,39.98067,0,0.001262817,2.875585,6.833333,248.7762,12.80984,,,
3/01/2019 22:00,2676,93,19.73215,18.514,21.968,50.77777,0,0.002032961,0.9138895,2.933333,203.6131,12.77794,,,
3/01/2019 23:00,2677,93,17.89706,17.088,19.278,78.94508,0,5.669338,2.952558,7.9,91.78611,12.74772,,,
4/01/2019 0:00,2678,93,16.84346,16.585,17.148,89.9192,0,61.18664,2.377528,5.9,131.1705,12.72673,,,
4/01/2019 1:00,2679,93,16.73446,16.343,17.178,89.74604,0,62.74616,2.315081,5.666667,91.61935,12.70743,,,
4/01/2019 2:00,2680,93,16.31242,15.77,16.947,91.99304,0,77.99963,1.681833,3.866667,127.8452,12.68812,,,
4/01/2019 3:00,2681,93,15.68619,15.317,15.861,95.80134,0,83.71753,1.700945,4.3,103.2,12.65958,,,
4/01/2019 4:00,2682,93,14.61413,13.294,15.911,95.28877,0,85.85122,0.6638905,3.366667,185.853,12.63607,,,
4/01/2019 5:00,2683,93,12.81109,11.936,13.546,97.57837,0,76.77557,0.3111679,0.9333333,222.0866,12.60921,,,
4/01/2019 6:00,2684,93,13.51854,11.886,14.694,98.76197,0,82.51858,0.6215017,1.933334,244.5639,12.81487,,,
4/01/2019 7:00,2685,93,16.11189,14.654,18.052,95.60611,0,83.44563,0.9689734,2.2,242.6185,13.43606,,,
4/01/2019 8:00,2686,93,19.23433,18.032,21.054,80.10052,0,0.07881936,1.075221,2.566667,103.3302,13.29587,,,
4/01/2019 9:00,2687,93,21.19751,20.271,22.378,61.89492,0,0.007947421,1.276277,3.133333,159.8562,13.28244,,,
4/01/2019 10:00,2688,93,22.58938,21.225,23.612,54.74327,0,0.007668046,1.371167,3.166667,148.5506,13.21696,,,
4/01/2019 11:00,2689,93,23.4212,22.368,24.273,54.7214,0,0.00790173,2.249417,6.7,107.869,13.23543,,,
4/01/2019 12:00,2690,93,23.63477,22.409,24.394,56.91336,0,0.004455357,3.225805,6.4,57.93482,13.25978,,,
4/01/2019 13:00,2691,93,23.67947,23.171,24.362,56.15805,0,0.002949742,4.079832,7.633334,61.71455,13.26817,,,
4/01/2019 14:00,2692,93,24.42833,23.792,25.306,46.77769,0,0.2144786,4.27089,8,52.03625,13.27321,,,
4/01/2019 15:00,2693,93,24.47651,23.722,25.156,41.44182,0,0.002836589,4.419416,8.366667,52.99823,13.26229,,,
4/01/2019 16:00,2694,93,23.84175,23.331,24.362,39.27482,0,0.003183198,4.722806,8.766666,60.4596,13.26229,,,
4/01/2019 17:00,2695,93,22.89005,22.228,24.012,43.20862,0,0.002912943,4.285716,8.333334,66.26719,13.27992,,,
4/01/2019 18:00,2696,93,22.18611,21.526,22.89,46.6512,0,0.000918018,3.615944,7.1,66.48959,13.33952,,,
4/01/2019 19:00,2697,93,20.91968,20.191,22.018,50.70293,0,0.003109423,3.062724,6.066667,68.06617,13.01298,,,
4/01/2019 20:00,2698,93,18.61967,17.088,20.202,61.68299,0,0.001378258,1.587722,4.133333,55.97848,12.82159,,,
4/01/2019 21:00,2699,93,15.94909,14.483,17.088,80.58224,0,18.95104,0.7978878,1.933334,65.75813,12.77962,,,
4/01/2019 22:00,2700,93,13.59308,12.681,14.483,91.35336,0,95.36021,0.4333901,0.9333333,271.7072,12.74772,,,
4/01/2019 23:00,2701,93,11.88918,10.958,12.872,94.69192,0,97.43872,0.362473,0.8333334,255.8336,12.72421,,,
5/01/2019 0:00,2702,93,10.54357,10.132,10.958,96.28511,0,98.23128,0.4844177,1.133333,283.5248,12.69232,,,
5/01/2019 1:00,2703,93,10.85391,10.314,11.109,95.87176,0,97.76524,0.8432498,1.6,282.7022,12.67637,,,
5/01/2019 2:00,2704,93,10.75643,10.324,11.08,95.05751,0,97.53882,0.6679444,1.4,277.2563,12.65202,,,
5/01/2019 3:00,2705,93,10.43948,9.88,11.109,94.9967,0,97.2737,0.8606945,2.466667,256.8303,12.62768,,,
5/01/2019 4:00,2706,93,10.70149,10.344,11.009,93.1302,0,97.4903,1.539195,2.8,257.43,12.59662,,,
5/01/2019 5:00,2707,93,10.72897,10.162,11.19,90.8568,0,97.03114,1.635499,3.9,252.0494,12.57395,,,
5/01/2019 6:00,2708,93,11.42944,10.838,12.962,88.99008,0,97.39697,1.606915,3.766667,259.2323,12.67888,,,
5/01/2019 7:00,2709,93,13.95862,12.942,15.307,77.94713,0,67.05329,1.590694,3.366667,226.3896,13.0516,,,
5/01/2019 8:00,2710,93,16.90999,15.278,19.046,67.81213,0,0.006861063,2.195806,3.866667,223.2861,13.25726,,,
5/01/2019 9:00,2711,93,20.28278,18.615,21.878,58.71549,0,0.006493448,1.625778,3.433333,244.1871,13.31098,,,
5/01/2019 10:00,2712,93,23.9379,21.716,25.956,48.17271,0,0.01147154,1.308362,3.7,230.9998,13.20353,,,
5/01/2019 11:00,2713,93,26.97229,25.355,27.88,39.63814,0,0.007908986,1.268332,3.1,136.3221,13.17919,,,
5/01/2019 12:00,2714,93,28.68109,27.298,29.63,33.18598,0,0.002341457,3.031639,7.366666,282.7496,13.18842,,,
5/01/2019 13:00,2715,93,29.93374,29.27,31.01,30.41441,0,0.001494318,4.127942,9.066667,305.6797,13.18087,,,
5/01/2019 14:00,2716,93,30.81198,30.298,31.54,31.05605,0,0.001494181,4.067692,7.7,300.7435,13.1624,,,
5/01/2019 15:00,2717,93,31.49388,30.76,32.029,30.48364,0,0.002030918,4.151694,7.866666,305.9743,13.15149,,,
5/01/2019 16:00,2718,93,31.94719,31.41,32.449,30.45723,0,0.00437463,3.728306,8.166667,305.0582,13.14981,,,
5/01/2019 17:00,2719,93,31.97375,31.43,32.617,30.3842,0,0.002684918,3.077,6.833333,283.7426,13.15149,,,
5/01/2019 18:00,2720,93,30.93451,30.17,31.81,31.30664,0,0.000994092,3.399664,6.8,290.6211,13.07594,,,
5/01/2019 19:00,2721,93,29.9616,28.85,30.75,34.05836,0,0.001456999,1.652807,5.066667,293.7494,12.91393,,,
5/01/2019 20:00,2722,93,23.76248,20.07,29.24,58.37794,0,0.002957859,1.367418,3.833333,120.1402,12.82243,,,
5/01/2019 21:00,2723,93,19.83231,18.544,21.355,67.73056,0,0.4391489,0.8576396,2.6,210.8497,12.78214,,,
5/01/2019 22:00,2724,93,20.59587,17.148,23.222,58.93864,0,1.623878,1.45925,5.1,213.5167,12.75695,,,
5/01/2019 23:00,2725,93,23.06643,22.038,23.772,46.13459,0,0.000460004,2.137249,5.5,238.0557,12.7368,,,
6/01/2019 0:00,2726,93,22.63071,21.836,23.392,48.21189,0,0.001721588,3.047693,7.266666,267.8137,12.71078,,,
6/01/2019 1:00,2727,93,21.8435,20.954,22.609,48.97828,0,0.000994802,2.64714,7.2,270.0132,12.69315,,,
6/01/2019 2:00,2728,93,21.91467,21.125,22.48,47.41922,0,0.00084109,3.421027,6.833333,266.7188,12.65958,,,
6/01/2019 3:00,2729,93,20.87454,20.312,21.766,52.04745,0,0.00084161,2.405417,4.833333,271.1315,12.64615,,,
6/01/2019 4:00,2730,93,20.41274,19.278,21.827,55.73818,0,0.000651376,2.217194,7.466666,284.4601,12.62432,,,
6/01/2019 5:00,2731,93,20.52141,19.72,21.306,55.43387,0,0.000994755,2.89464,8.9,273.7896,12.61844,,,
6/01/2019 6:00,2732,93,20.16412,19.208,21.496,57.49271,0,0.001455327,2.156113,6.333333,282.6145,12.68812,,,
6/01/2019 7:00,2733,93,23.25267,21.044,24.604,48.97988,0,0.000804663,2.393973,5.866667,273.8073,12.8686,,,
6/01/2019 8:00,2734,93,24.92023,24.314,25.586,46.87461,0,0.001494173,4.200974,9.533334,247.8509,13.05327,,,
6/01/2019 9:00,2735,93,26.26105,25.416,27.078,46.04458,0,0.001415062,5.200803,10.13333,250.4089,13.25138,,,
6/01/2019 10:00,2736,93,27.72995,26.789,28.958,43.36436,0,0.001301281,4.336556,8.566667,261.7763,13.18423,,,
6/01/2019 11:00,2737,93,29.34282,28.38,30.38,39.19847,0,0.001263199,4.547441,9.166666,251.1474,13.17331,,,
6/01/2019 12:00,2738,93,31.0442,30.01,32.08,36.05875,0,0.001951755,4.704364,12.1,243.3843,13.16492,,,
6/01/2019 13:00,2739,93,31.82755,31.298,32.777,32.36768,0,0.002077124,6.270612,12.86667,237.9651,13.15485,,,
6/01/2019 14:00,2740,93,32.45311,31.99,33.378,29.72155,0,0.002492126,6.682167,12.3,233.8273,13.15401,,,
6/01/2019 15:00,2741,93,32.93369,32.488,33.567,27.99684,0,0.001760052,6.417193,11.23333,228.1548,13.13722,,,
6/01/2019 16:00,2742,93,32.83648,32.488,33.437,27.25643,0,0.003416129,5.986313,10.86667,224.8692,13.13554,,,
6/01/2019 17:00,2743,93,32.65045,32.06,33.177,27.40183,0,0.001494995,5.225885,10.76667,229.3845,13.13806,,,
6/01/2019 18:00,2744,93,31.60749,31.02,32.367,27.35348,0,0.001645183,4.701333,8.6,236.0894,13.16156,,,
6/01/2019 19:00,2745,93,28.87343,27.098,31.07,31.33597,0,0.001610193,3.277641,8.866667,247.918,12.94163,,,
6/01/2019 20:00,2746,93,26.44339,25.275,27.399,36.92611,0,0.002490589,2.366888,4.866667,263.6867,12.82243,,,
6/01/2019 21:00,2747,93,24.93924,24.434,25.596,41.25139,0,0.001533495,2.89978,5.366667,260.5539,12.78046,,,
6/01/2019 22:00,2748,93,23.08801,22.418,24.434,48.84489,0,0.001841212,1.756028,5.1,273.0603,12.76199,,,
6/01/2019 23:00,2749,93,22.03952,19.94,23.382,50.39721,0,0.000958666,1.375084,3.2,276.7687,12.73177,,,
7/01/2019 0:00,2750,93,19.36781,18.332,20.422,65.22166,0,0.002298692,0.8980286,2.6,237.235,12.70239,,,
7/01/2019 1:00,2751,93,19.2587,18.294,21.206,66.80979,0,0.001645845,1.64375,3.833333,136.3616,12.69567,,,
7/01/2019 2:00,2752,93,18.5475,17.148,21.244,78.45535,0,21.96474,2.615584,6.533333,74.08901,12.67553,,,
7/01/2019 3:00,2753,93,16.87955,16.615,17.168,90.25751,0,24.78766,2.940053,6.333333,50.9314,12.64783,,,
7/01/2019 4:00,2754,93,16.6034,16.404,16.886,91.79839,0,41.29531,2.620891,5.733333,45.48976,12.626,,,
7/01/2019 5:00,2755,93,16.87413,16.806,16.957,88.72126,0,7.705297,3.200835,6.133333,45.68606,12.61761,,,
7/01/2019 6:00,2756,93,17.01542,16.846,17.258,88.38892,0,3.89194,3.269751,6.433333,44.13104,12.60669,,,
7/01/2019 7:00,2757,93,17.33788,17.148,17.5,87.69239,0,1.523475,2.721945,4.866667,56.87909,12.65202,,,
7/01/2019 8:00,2758,93,17.32761,16.816,17.54,88.5318,0,12.12278,2.473943,5.166667,53.37591,12.84258,,,
7/01/2019 9:00,2759,93,16.4134,16.162,16.938,94.85139,0,97.96178,2.421195,5.166667,61.71911,12.93575,,,
7/01/2019 10:00,2760,93,16.7397,16.253,17.308,92.86574,0,49.64636,2.537499,4.5,51.61879,13.50237,,,
7/01/2019 11:00,2761,93,17.77215,17.248,18.294,86.35314,0,0.08522277,2.711752,5.266667,52.06448,13.43438,,,
7/01/2019 12:00,2762,93,18.40314,18.002,19.096,82.72521,0,0.043462,2.835111,5.033333,52.5372,13.38737,,,
7/01/2019 13:00,2763,93,18.82867,18.332,19.187,80.45851,0,0.1548284,2.923861,5.033333,48.9957,13.37226,,,
7/01/2019 14:00,2764,93,19.17772,18.374,19.76,79.64397,0,0.001110955,3.176111,5.766667,52.4306,13.36051,,,
7/01/2019 15:00,2765,93,19.09878,18.765,19.548,80.47033,0,0.0008031,3.390945,6.033333,47.6978,13.3689,,,
7/01/2019 16:00,2766,93,18.81768,18.514,19.136,82.30223,0,0.001379017,2.836862,5.433333,52.3494,13.40332,,,
7/01/2019 17:00,2767,93,18.94478,18.735,19.187,81.26685,0,0.002872857,3.0095,5.333333,49.00498,13.40584,,,
7/01/2019 18:00,2768,93,18.42285,18.062,19.228,83.21134,0,0.001762523,2.799139,5.233333,45.87358,13.12631,,,
7/01/2019 19:00,2769,93,17.83212,17.691,18.162,85.5004,0,0.001645277,2.191362,4.166667,55.58994,12.83082,,,
7/01/2019 20:00,2770,93,17.43354,17.046,17.771,87.75835,0,0.005859636,1.485332,3.066667,84.9701,12.79473,,,
7/01/2019 21:00,2771,93,16.88191,16.796,17.046,90.92884,0,0.05984119,1.028362,2.766667,207.021,12.77038,,,
7/01/2019 22:00,2772,93,16.78517,16.725,16.846,91.29132,0,0.09328637,0.8028055,1.566667,315.6357,12.75024,,,
7/01/2019 23:00,2773,93,16.45505,15.529,16.816,92.21761,0,24.13138,0.4896673,1.233333,337.6311,12.72757,,,
8/01/2019 0:00,2774,93,13.87847,12.63,15.539,95.18632,0,87.20261,0.2718342,1,343.4904,12.69903,,,
8/01/2019 1:00,2775,93,12.69653,11.694,13.124,97.46174,0,86.71062,0.4185852,1.066667,171.6428,12.66042,,,
8/01/2019 2:00,2776,93,11.80738,11.059,13.356,98.47858,0,88.88674,0.6890557,1.266667,294.3376,12.61928,,,
8/01/2019 3:00,2777,93,13.92143,13.346,14.292,98.76277,0,91.53456,0.5693061,1.466667,261.0508,12.59074,,,
8/01/2019 4:00,2778,93,11.96662,10.444,13.517,98.65303,0,89.42037,0.3298619,1.1,273.1155,12.55717,,,
8/01/2019 5:00,2779,93,9.636513,9.094,10.444,99.06227,0,89.6785,0.3410009,1.033333,309.3112,12.54122,,,
8/01/2019 6:00,2780,93,10.0869,8.872,12.812,99.55048,0,94.409,0.5125558,1.933334,220.6616,12.65958,,,
8/01/2019 7:00,2781,93,14.3891,12.762,16.665,92.02615,0,96.12415,1.477778,4.1,252.2055,13.0197,,,
8/01/2019 8:00,2782,93,17.99917,16.634,19.156,71.38704,0,5.517779,2.471473,5.266667,241.9235,13.19934,,,
8/01/2019 9:00,2783,93,20.14153,18.936,20.954,62.35447,0,0.003099988,1.80625,4,233.5858,13.30762,,,
8/01/2019 10:00,2784,93,22.26803,20.533,23.984,57.25469,0,0.004751822,1.170807,3.333333,205.1902,13.20437,,,
8/01/2019 11:00,2785,93,23.80561,23.01,24.535,51.8391,0,0.004410972,2.465166,5.666667,81.24893,13.2262,,,
8/01/2019 12:00,2786,93,23.77352,23.212,24.314,53.75721,0,0.002988392,3.294223,6.2,56.11569,13.24718,,,
8/01/2019 13:00,2787,93,23.94089,23.06,24.613,53.73212,0,0.004721123,3.859583,7.5,59.45291,13.24718,,,
8/01/2019 14:00,2788,93,24.05681,23.292,24.954,52.08124,0,0.006406508,4.45083,8.766666,50.4636,13.26397,,,
8/01/2019 15:00,2789,93,23.14306,22.439,24.064,57.55207,0,0.003218281,4.898114,8.266666,48.55922,13.26901,,,
8/01/2019 16:00,2790,93,22.81102,22.338,23.341,57.72322,0,0.001453384,4.724974,8.5,51.4667,13.2816,,,
8/01/2019 17:00,2791,93,22.6828,21.746,23.472,59.86954,0,0.002104379,4.040998,7.3,52.04633,13.2858,,,
8/01/2019 18:00,2792,93,21.23637,20.361,21.988,68.98336,0,0.002755044,4.048665,7.633334,50.49602,13.25642,,,
8/01/2019 19:00,2793,93,19.20373,18.152,20.632,78.86129,0,0.0185869,3.668917,7.566666,69.8715,12.89126,,,
8/01/2019 20:00,2794,93,17.90544,17.691,18.232,85.50471,0,0.2669523,3.379169,6.733334,81.62415,12.79976,,,
8/01/2019 21:00,2795,93,17.33334,17.027,17.691,85.80428,0,1.469694,2.320694,4.9,46.8047,12.76619,,,
8/01/2019 22:00,2796,93,17.52128,17.037,17.81,84.72066,0,0.3829979,2.037082,4.4,42.89277,12.74184,,,
8/01/2019 23:00,2797,93,17.26671,16.986,17.61,87.43922,0,1.492245,0.99639,2.166667,105.7368,12.73009,,,
9/01/2019 0:00,2798,93,16.9788,16.776,17.128,89.61182,0,20.06585,0.6039166,1.466667,203.0034,12.70491,,,
9/01/2019 1:00,2799,93,17.06948,16.938,17.378,92.77454,0,99.37987,1.656526,3.566667,63.04324,12.69232,,,
9/01/2019 2:00,2800,93,16.82831,16.544,17.046,92.87965,0,97.91087,1.154249,2.766667,87.77426,12.67385,,,
9/01/2019 3:00,2801,93,16.36882,16.132,16.585,94.3352,0,65.30075,0.9694981,2.333333,56.60994,12.6579,,,
9/01/2019 4:00,2802,93,15.87268,15.558,16.183,95.90479,0,93.99805,0.3377238,1.233333,157.4757,12.6302,,,
9/01/2019 5:00,2803,93,16.11841,15.942,16.232,96.69919,0,95.09483,0.3651955,1,337.1007,12.60333,,,
9/01/2019 6:00,2804,93,16.19144,15.932,16.906,97.06355,0,80.31768,0.6420836,1.2,271.9962,12.66797,,,
9/01/2019 7:00,2805,93,18.00552,16.906,19.136,88.62536,0,0.3114775,1.131582,2.066667,259.613,13.02054,,,
9/01/2019 8:00,2806,93,19.86086,18.956,20.954,77.67502,0,0.001803937,1.458723,3.833333,233.7677,13.2497,,,
9/01/2019 9:00,2807,93,21.66815,20.582,22.338,64.07478,0,0.00172415,1.84025,4.533333,231.7671,13.26481,,,
9/01/2019 10:00,2808,93,23.40065,22.007,24.764,56.84764,0,0.001147426,2.2985,6.266667,243.2078,13.1943,,,
9/01/2019 11:00,2809,93,25.05293,23.371,26.116,50.20452,0,0.002073264,2.397695,6.033333,272.5168,13.18926,,,
9/01/2019 12:00,2810,93,26.57331,25.005,27.999,45.05803,0,0.001530878,1.634778,4.066667,234.1405,13.17499,,,
9/01/2019 13:00,2811,93,27.66482,26.488,28.47,39.27478,0,0.002067955,3.095529,7.066666,283.1396,13.17667,,,
9/01/2019 14:00,2812,93,28.40528,27.22,29.18,35.55748,0,0.001414921,4.460135,9.2,303.1336,13.18087,,,
9/01/2019 15:00,2813,93,27.02893,25.216,29.798,40.75025,0,0.001799796,4.496914,8.7,298.2432,13.22368,,,
9/01/2019 16:00,2814,93,24.50259,23.35,25.224,52.28753,0,0.000421019,4.178808,9.9,304.0084,13.2858,,,
9/01/2019 17:00,2815,93,22.75541,22.289,23.402,58.94945,0,0.00149313,4.070724,9.033334,302.4442,13.35211,,,
9/01/2019 18:00,2816,93,22.55073,21.476,23.762,59.6575,0,0.000842843,3.976444,9.433333,300.8235,13.25726,,,
9/01/2019 19:00,2817,93,21.20943,20.904,21.586,63.34944,0,0.000917827,5.634084,10.53333,301.8095,12.8644,,,
