Date,Time,Temp,Rainfall,year,day,hour
Wed 1st Jan 2014,12 - 1am,12.3,0,2014,1,0
Wed 1st Jan 2014,1 - 2am,11.9,0,2014,1,1
Wed 1st Jan 2014,2 - 3am,11.4,0,2014,1,2
Wed 1st Jan 2014,3 - 4am,10.9,0,2014,1,3
Wed 1st Jan 2014,4 - 5am,10.8,0,2014,1,4
Wed 1st Jan 2014,5 - 6am,9.7,0,2014,1,5
Wed 1st Jan 2014,6 - 7am,11.2,0,2014,1,6
Wed 1st Jan 2014,7 - 8am,14.9,0,2014,1,7
Wed 1st Jan 2014,8 - 9am,17.4,0,2014,1,8
Wed 1st Jan 2014,9 - 10am,19.1,0,2014,1,9
Wed 1st Jan 2014,10 - 11am,20.6,0,2014,1,10
Wed 1st Jan 2014,11 - 12pm,22.8,0,2014,1,11
Wed 1st Jan 2014,12 - 1pm,24.2,0,2014,1,12
Wed 1st Jan 2014,1 - 2pm,25,0,2014,1,13
Wed 1st Jan 2014,2 - 3pm,24.9,0,2014,1,14
Wed 1st Jan 2014,3 - 4pm,25.6,0,2014,1,15
Wed 1st Jan 2014,4 - 5pm,26.3,0,2014,1,16
Wed 1st Jan 2014,5 - 6pm,26.4,0,2014,1,17
Wed 1st Jan 2014,6 - 7pm,23.7,0,2014,1,18
Wed 1st Jan 2014,7 - 8pm,18.4,0,2014,1,19
Wed 1st Jan 2014,8 - 9pm,16.9,0,2014,1,20
Wed 1st Jan 2014,9 - 10pm,16.4,0,2014,1,21
Wed 1st Jan 2014,10 - 11pm,15.6,0,2014,1,22
Wed 1st Jan 2014,11 - 12am,13.4,0,2014,1,23
Thu 2nd Jan 2014,12 - 1am,12.3,0,2014,2,0
Thu 2nd Jan 2014,1 - 2am,11.2,0,2014,2,1
Thu 2nd Jan 2014,2 - 3am,12.2,0,2014,2,2
Thu 2nd Jan 2014,3 - 4am,10.5,0,2014,2,3
Thu 2nd Jan 2014,4 - 5am,11.9,0,2014,2,4
Thu 2nd Jan 2014,5 - 6am,13.2,0,2014,2,5
Thu 2nd Jan 2014,6 - 7am,13,0,2014,2,6
Thu 2nd Jan 2014,7 - 8am,16.3,0,2014,2,7
Thu 2nd Jan 2014,8 - 9am,18.5,0,2014,2,8
Thu 2nd Jan 2014,9 - 10am,20.4,0,2014,2,9
Thu 2nd Jan 2014,10 - 11am,21.6,0,2014,2,10
Thu 2nd Jan 2014,11 - 12pm,22.6,0,2014,2,11
Thu 2nd Jan 2014,12 - 1pm,23.1,0,2014,2,12
Thu 2nd Jan 2014,1 - 2pm,22.6,0,2014,2,13
Thu 2nd Jan 2014,2 - 3pm,24.9,0,2014,2,14
Thu 2nd Jan 2014,3 - 4pm,25.7,0,2014,2,15
Thu 2nd Jan 2014,4 - 5pm,24.6,0,2014,2,16
Thu 2nd Jan 2014,5 - 6pm,22.9,0,2014,2,17
Thu 2nd Jan 2014,6 - 7pm,20.2,0,2014,2,18
Thu 2nd Jan 2014,7 - 8pm,19.6,0,2014,2,19
Thu 2nd Jan 2014,8 - 9pm,17.8,0,2014,2,20
Thu 2nd Jan 2014,9 - 10pm,16.3,0,2014,2,21
Thu 2nd Jan 2014,10 - 11pm,15.6,0,2014,2,22
Thu 2nd Jan 2014,11 - 12am,14.3,0,2014,2,23
Fri 3rd Jan 2014,12 - 1am,13.3,0,2014,3,0
Fri 3rd Jan 2014,1 - 2am,11.7,0,2014,3,1
Fri 3rd Jan 2014,2 - 3am,10.4,0,2014,3,2
Fri 3rd Jan 2014,3 - 4am,10,0,2014,3,3
Fri 3rd Jan 2014,4 - 5am,10.7,0,2014,3,4
Fri 3rd Jan 2014,5 - 6am,16,0,2014,3,5
Fri 3rd Jan 2014,6 - 7am,14.5,0,2014,3,6
Fri 3rd Jan 2014,7 - 8am,18.6,0,2014,3,7
Fri 3rd Jan 2014,8 - 9am,20.8,0,2014,3,8
Fri 3rd Jan 2014,9 - 10am,22.4,0,2014,3,9
Fri 3rd Jan 2014,10 - 11am,23.6,0,2014,3,10
Fri 3rd Jan 2014,11 - 12pm,22.8,0,2014,3,11
Fri 3rd Jan 2014,12 - 1pm,24,0,2014,3,12
Fri 3rd Jan 2014,1 - 2pm,27.2,0,2014,3,13
Fri 3rd Jan 2014,2 - 3pm,28.2,0,2014,3,14
Fri 3rd Jan 2014,3 - 4pm,28.6,0,2014,3,15
Fri 3rd Jan 2014,4 - 5pm,26.2,0,2014,3,16
Fri 3rd Jan 2014,5 - 6pm,26.2,0,2014,3,17
Fri 3rd Jan 2014,6 - 7pm,24.8,0,2014,3,18
Fri 3rd Jan 2014,7 - 8pm,24.4,0,2014,3,19
Fri 3rd Jan 2014,8 - 9pm,23.5,0,2014,3,20
Fri 3rd Jan 2014,9 - 10pm,22.4,0,2014,3,21
Fri 3rd Jan 2014,10 - 11pm,21.1,0,2014,3,22
Fri 3rd Jan 2014,11 - 12am,20.8,0,2014,3,23
Sat 4th Jan 2014,12 - 1am,19.3,0,2014,4,0
Sat 4th Jan 2014,1 - 2am,19.1,0,2014,4,1
Sat 4th Jan 2014,2 - 3am,17.5,0,2014,4,2
Sat 4th Jan 2014,3 - 4am,15.9,0,2014,4,3
Sat 4th Jan 2014,4 - 5am,14.1,0,2014,4,4
Sat 4th Jan 2014,5 - 6am,15,0,2014,4,5
Sat 4th Jan 2014,6 - 7am,15.4,0,2014,4,6
Sat 4th Jan 2014,7 - 8am,18.5,0,2014,4,7
Sat 4th Jan 2014,8 - 9am,21.3,0,2014,4,8
Sat 4th Jan 2014,9 - 10am,23.3,0,2014,4,9
Sat 4th Jan 2014,10 - 11am,24.9,0,2014,4,10
Sat 4th Jan 2014,11 - 12pm,25.2,0,2014,4,11
Sat 4th Jan 2014,12 - 1pm,28,0,2014,4,12
Sat 4th Jan 2014,1 - 2pm,27.4,0,2014,4,13
Sat 4th Jan 2014,2 - 3pm,27.2,0,2014,4,14
Sat 4th Jan 2014,3 - 4pm,26.7,0,2014,4,15
Sat 4th Jan 2014,4 - 5pm,24.5,0,2014,4,16
Sat 4th Jan 2014,5 - 6pm,22.9,0,2014,4,17
Sat 4th Jan 2014,6 - 7pm,21.6,0,2014,4,18
Sat 4th Jan 2014,7 - 8pm,21.4,0,2014,4,19
Sat 4th Jan 2014,8 - 9pm,20.2,0,2014,4,20
Sat 4th Jan 2014,9 - 10pm,19.3,0,2014,4,21
Sat 4th Jan 2014,10 - 11pm,19.3,0,2014,4,22
Sat 4th Jan 2014,11 - 12am,19.3,0,2014,4,23
Sun 5th Jan 2014,12 - 1am,18.7,0,2014,5,0
Sun 5th Jan 2014,1 - 2am,21,0,2014,5,1
Sun 5th Jan 2014,2 - 3am,21.3,0,2014,5,2
Sun 5th Jan 2014,3 - 4am,21.4,0,2014,5,3
Sun 5th Jan 2014,4 - 5am,20.5,0,2014,5,4
Sun 5th Jan 2014,5 - 6am,20.4,0,2014,5,5
Sun 5th Jan 2014,6 - 7am,20.8,0,2014,5,6
Sun 5th Jan 2014,7 - 8am,22,0,2014,5,7
Sun 5th Jan 2014,8 - 9am,23.5,0,2014,5,8
Sun 5th Jan 2014,9 - 10am,24.8,0,2014,5,9
Sun 5th Jan 2014,10 - 11am,26,0,2014,5,10
Sun 5th Jan 2014,11 - 12pm,27.2,0,2014,5,11
Sun 5th Jan 2014,12 - 1pm,28.1,0,2014,5,12
Sun 5th Jan 2014,1 - 2pm,29.4,0,2014,5,13
Sun 5th Jan 2014,2 - 3pm,30.8,0,2014,5,14
Sun 5th Jan 2014,3 - 4pm,27.9,0,2014,5,15
Sun 5th Jan 2014,4 - 5pm,28.4,0,2014,5,16
Sun 5th Jan 2014,5 - 6pm,27.1,0,2014,5,17
Sun 5th Jan 2014,6 - 7pm,25.3,0,2014,5,18
Sun 5th Jan 2014,7 - 8pm,23.1,0,2014,5,19
Sun 5th Jan 2014,8 - 9pm,19.6,0,2014,5,20
Sun 5th Jan 2014,9 - 10pm,17.4,0,2014,5,21
Sun 5th Jan 2014,10 - 11pm,15.3,0,2014,5,22
Sun 5th Jan 2014,11 - 12am,15.2,0,2014,5,23
Mon 6th Jan 2014,12 - 1am,14.9,0,2014,6,0
Mon 6th Jan 2014,1 - 2am,14.8,0,2014,6,1
Mon 6th Jan 2014,2 - 3am,13.9,0,2014,6,2
Mon 6th Jan 2014,3 - 4am,15.6,0,2014,6,3
Mon 6th Jan 2014,4 - 5am,15.7,0,2014,6,4
Mon 6th Jan 2014,5 - 6am,13.6,0,2014,6,5
Mon 6th Jan 2014,6 - 7am,12.1,0,2014,6,6
Mon 6th Jan 2014,7 - 8am,17.2,0,2014,6,7
Mon 6th Jan 2014,8 - 9am,18.8,0,2014,6,8
Mon 6th Jan 2014,9 - 10am,20.4,0,2014,6,9
Mon 6th Jan 2014,10 - 11am,22.2,0,2014,6,10
Mon 6th Jan 2014,11 - 12pm,23.5,0,2014,6,11
Mon 6th Jan 2014,12 - 1pm,25.1,0,2014,6,12
Mon 6th Jan 2014,1 - 2pm,26.3,0,2014,6,13
Mon 6th Jan 2014,2 - 3pm,27.1,0,2014,6,14
Mon 6th Jan 2014,3 - 4pm,25.6,0,2014,6,15
Mon 6th Jan 2014,4 - 5pm,25.2,0,2014,6,16
Mon 6th Jan 2014,5 - 6pm,24.2,0,2014,6,17
Mon 6th Jan 2014,6 - 7pm,22.9,0,2014,6,18
Mon 6th Jan 2014,7 - 8pm,20.4,0,2014,6,19
Mon 6th Jan 2014,8 - 9pm,18,0,2014,6,20
Mon 6th Jan 2014,9 - 10pm,14.9,0,2014,6,21
Mon 6th Jan 2014,10 - 11pm,14.1,0,2014,6,22
Mon 6th Jan 2014,11 - 12am,13,0,2014,6,23
Tue 7th Jan 2014,12 - 1am,12.1,0,2014,7,0
Tue 7th Jan 2014,1 - 2am,11.8,0,2014,7,1
Tue 7th Jan 2014,2 - 3am,11,0,2014,7,2
Tue 7th Jan 2014,3 - 4am,10.8,0,2014,7,3
Tue 7th Jan 2014,4 - 5am,10.9,0,2014,7,4
Tue 7th Jan 2014,5 - 6am,10.4,0,2014,7,5
Tue 7th Jan 2014,6 - 7am,11.3,0,2014,7,6
Tue 7th Jan 2014,7 - 8am,14.8,0,2014,7,7
Tue 7th Jan 2014,8 - 9am,17.7,0,2014,7,8
Tue 7th Jan 2014,9 - 10am,20.4,0,2014,7,9
Tue 7th Jan 2014,10 - 11am,22.9,0,2014,7,10
Tue 7th Jan 2014,11 - 12pm,24.4,0,2014,7,11
Tue 7th Jan 2014,12 - 1pm,26,0,2014,7,12
Tue 7th Jan 2014,1 - 2pm,26.6,0,2014,7,13
Tue 7th Jan 2014,2 - 3pm,26.6,0,2014,7,14
Tue 7th Jan 2014,3 - 4pm,27.5,0,2014,7,15
Tue 7th Jan 2014,4 - 5pm,27.1,0,2014,7,16
Tue 7th Jan 2014,5 - 6pm,26.7,0,2014,7,17
Tue 7th Jan 2014,6 - 7pm,26.4,0,2014,7,18
Tue 7th Jan 2014,7 - 8pm,24.5,0,2014,7,19
Tue 7th Jan 2014,8 - 9pm,23.8,0,2014,7,20
Tue 7th Jan 2014,9 - 10pm,22,0,2014,7,21
Tue 7th Jan 2014,10 - 11pm,20.8,0,2014,7,22
Tue 7th Jan 2014,11 - 12am,19.9,0,2014,7,23
Wed 8th Jan 2014,12 - 1am,19,0,2014,8,0
Wed 8th Jan 2014,1 - 2am,17.1,0,2014,8,1
Wed 8th Jan 2014,2 - 3am,16.6,0,2014,8,2
Wed 8th Jan 2014,3 - 4am,17.5,0,2014,8,3
Wed 8th Jan 2014,4 - 5am,17.4,0,2014,8,4
Wed 8th Jan 2014,5 - 6am,15.9,0,2014,8,5
Wed 8th Jan 2014,6 - 7am,16.9,0,2014,8,6
Wed 8th Jan 2014,7 - 8am,17.5,0,2014,8,7
Wed 8th Jan 2014,8 - 9am,19.5,0,2014,8,8
Wed 8th Jan 2014,9 - 10am,22.3,0,2014,8,9
Wed 8th Jan 2014,10 - 11am,24.1,0,2014,8,10
Wed 8th Jan 2014,11 - 12pm,26.1,0,2014,8,11
Wed 8th Jan 2014,12 - 1pm,27.2,0,2014,8,12
Wed 8th Jan 2014,1 - 2pm,26.9,0,2014,8,13
Wed 8th Jan 2014,2 - 3pm,25.9,0,2014,8,14
Wed 8th Jan 2014,3 - 4pm,26,0,2014,8,15
Wed 8th Jan 2014,4 - 5pm,25.4,0,2014,8,16
Wed 8th Jan 2014,5 - 6pm,25.2,0,2014,8,17
Wed 8th Jan 2014,6 - 7pm,23.2,0,2014,8,18
Wed 8th Jan 2014,7 - 8pm,19.8,0,2014,8,19
Wed 8th Jan 2014,8 - 9pm,18.2,0,2014,8,20
Wed 8th Jan 2014,9 - 10pm,17.8,0,2014,8,21
Wed 8th Jan 2014,10 - 11pm,15.7,0,2014,8,22
Wed 8th Jan 2014,11 - 12am,14.3,0,2014,8,23
Thu 9th Jan 2014,12 - 1am,14,0,2014,9,0
Thu 9th Jan 2014,1 - 2am,12.5,0,2014,9,1
Thu 9th Jan 2014,2 - 3am,11.6,0,2014,9,2
Thu 9th Jan 2014,3 - 4am,11.6,0,2014,9,3
Thu 9th Jan 2014,4 - 5am,12.2,0,2014,9,4
Thu 9th Jan 2014,5 - 6am,11.7,0,2014,9,5
Thu 9th Jan 2014,6 - 7am,12.2,0.1,2014,9,6
Thu 9th Jan 2014,7 - 8am,13,0,2014,9,7
Thu 9th Jan 2014,8 - 9am,14.8,0,2014,9,8
Thu 9th Jan 2014,9 - 10am,15,0,2014,9,9
Thu 9th Jan 2014,10 - 11am,15.9,0,2014,9,10
Thu 9th Jan 2014,11 - 12pm,17.2,0,2014,9,11
Thu 9th Jan 2014,12 - 1pm,14.7,0.9,2014,9,12
Thu 9th Jan 2014,1 - 2pm,14.8,0.1,2014,9,13
Thu 9th Jan 2014,2 - 3pm,15.5,0.3,2014,9,14
Thu 9th Jan 2014,3 - 4pm,16.6,0,2014,9,15
Thu 9th Jan 2014,4 - 5pm,16.9,0,2014,9,16
Thu 9th Jan 2014,5 - 6pm,16.5,0,2014,9,17
Thu 9th Jan 2014,6 - 7pm,15.5,0,2014,9,18
Thu 9th Jan 2014,7 - 8pm,15,0,2014,9,19
Thu 9th Jan 2014,8 - 9pm,13.4,0,2014,9,20
Thu 9th Jan 2014,9 - 10pm,13,0,2014,9,21
Thu 9th Jan 2014,10 - 11pm,10.9,0,2014,9,22
Thu 9th Jan 2014,11 - 12am,8.8,0,2014,9,23
Fri 10th Jan 2014,12 - 1am,7.3,0,2014,10,0
Fri 10th Jan 2014,1 - 2am,6.6,0,2014,10,1
Fri 10th Jan 2014,2 - 3am,5.7,0,2014,10,2
Fri 10th Jan 2014,3 - 4am,5.9,0,2014,10,3
Fri 10th Jan 2014,4 - 5am,6,0,2014,10,4
Fri 10th Jan 2014,5 - 6am,5.9,0,2014,10,5
Fri 10th Jan 2014,6 - 7am,6.5,0,2014,10,6
Fri 10th Jan 2014,7 - 8am,11,0,2014,10,7
Fri 10th Jan 2014,8 - 9am,14.6,0,2014,10,8
Fri 10th Jan 2014,9 - 10am,16.8,0,2014,10,9
Fri 10th Jan 2014,10 - 11am,18.7,0,2014,10,10
Fri 10th Jan 2014,11 - 12pm,20.4,0,2014,10,11
Fri 10th Jan 2014,12 - 1pm,21.6,0,2014,10,12
Fri 10th Jan 2014,1 - 2pm,22.6,0,2014,10,13
Fri 10th Jan 2014,2 - 3pm,22.6,0,2014,10,14
Fri 10th Jan 2014,3 - 4pm,22.8,0,2014,10,15
Fri 10th Jan 2014,4 - 5pm,22.4,0,2014,10,16
Fri 10th Jan 2014,5 - 6pm,21.6,0,2014,10,17
Fri 10th Jan 2014,6 - 7pm,20.5,0,2014,10,18
Fri 10th Jan 2014,7 - 8pm,18.9,0,2014,10,19
Fri 10th Jan 2014,8 - 9pm,16.1,0,2014,10,20
Fri 10th Jan 2014,9 - 10pm,13,0,2014,10,21
Fri 10th Jan 2014,10 - 11pm,12.1,0,2014,10,22
Fri 10th Jan 2014,11 - 12am,11.1,0,2014,10,23
Sat 11th Jan 2014,12 - 1am,10.1,0,2014,11,0
Sat 11th Jan 2014,1 - 2am,9.5,0,2014,11,1
Sat 11th Jan 2014,2 - 3am,9.1,0,2014,11,2
Sat 11th Jan 2014,3 - 4am,8.5,0,2014,11,3
Sat 11th Jan 2014,4 - 5am,7.8,0,2014,11,4
Sat 11th Jan 2014,5 - 6am,7.8,0,2014,11,5
Sat 11th Jan 2014,6 - 7am,8.8,0,2014,11,6
Sat 11th Jan 2014,7 - 8am,11.7,0,2014,11,7
Sat 11th Jan 2014,8 - 9am,14.4,0,2014,11,8
Sat 11th Jan 2014,9 - 10am,17.4,0,2014,11,9
Sat 11th Jan 2014,10 - 11am,19.7,0,2014,11,10
Sat 11th Jan 2014,11 - 12pm,21.3,0,2014,11,11
Sat 11th Jan 2014,12 - 1pm,22.9,0,2014,11,12
Sat 11th Jan 2014,1 - 2pm,23.3,0,2014,11,13
Sat 11th Jan 2014,2 - 3pm,23.6,0,2014,11,14
Sat 11th Jan 2014,3 - 4pm,23.1,0,2014,11,15
Sat 11th Jan 2014,4 - 5pm,22.9,0,2014,11,16
Sat 11th Jan 2014,5 - 6pm,21.7,0,2014,11,17
Sat 11th Jan 2014,6 - 7pm,20.4,0,2014,11,18
Sat 11th Jan 2014,7 - 8pm,18.9,0,2014,11,19
Sat 11th Jan 2014,8 - 9pm,17.8,0,2014,11,20
Sat 11th Jan 2014,9 - 10pm,16.7,0,2014,11,21
Sat 11th Jan 2014,10 - 11pm,14.3,0,2014,11,22
Sat 11th Jan 2014,11 - 12am,14.3,0,2014,11,23
Sun 12th Jan 2014,12 - 1am,14.2,0,2014,12,0
Sun 12th Jan 2014,1 - 2am,13.6,0,2014,12,1
Sun 12th Jan 2014,2 - 3am,11.8,0,2014,12,2
Sun 12th Jan 2014,3 - 4am,10.7,0,2014,12,3
Sun 12th Jan 2014,4 - 5am,9.8,0,2014,12,4
Sun 12th Jan 2014,5 - 6am,9.4,0,2014,12,5
Sun 12th Jan 2014,6 - 7am,9.8,0,2014,12,6
Sun 12th Jan 2014,7 - 8am,14.4,0,2014,12,7
Sun 12th Jan 2014,8 - 9am,18.1,0,2014,12,8
Sun 12th Jan 2014,9 - 10am,20.2,0,2014,12,9
Sun 12th Jan 2014,10 - 11am,23.3,0,2014,12,10
Sun 12th Jan 2014,11 - 12pm,25.1,0,2014,12,11
Sun 12th Jan 2014,12 - 1pm,26.6,0,2014,12,12
Sun 12th Jan 2014,1 - 2pm,26.9,0,2014,12,13
Sun 12th Jan 2014,2 - 3pm,27.4,0,2014,12,14
Sun 12th Jan 2014,3 - 4pm,27.6,0,2014,12,15
Sun 12th Jan 2014,4 - 5pm,27.3,0,2014,12,16
Sun 12th Jan 2014,5 - 6pm,25.9,0,2014,12,17
Sun 12th Jan 2014,6 - 7pm,25.3,0,2014,12,18
Sun 12th Jan 2014,7 - 8pm,22.9,0,2014,12,19
Sun 12th Jan 2014,8 - 9pm,19.9,0,2014,12,20
Sun 12th Jan 2014,9 - 10pm,17.9,0,2014,12,21
Sun 12th Jan 2014,10 - 11pm,17.2,0,2014,12,22
Sun 12th Jan 2014,11 - 12am,17,0,2014,12,23
Mon 13th Jan 2014,12 - 1am,15.9,0,2014,13,0
Mon 13th Jan 2014,1 - 2am,15.5,0,2014,13,1
Mon 13th Jan 2014,2 - 3am,17.3,0,2014,13,2
Mon 13th Jan 2014,3 - 4am,15.9,0,2014,13,3
Mon 13th Jan 2014,4 - 5am,16.3,0,2014,13,4
Mon 13th Jan 2014,5 - 6am,16.9,0,2014,13,5
Mon 13th Jan 2014,6 - 7am,18.9,0,2014,13,6
Mon 13th Jan 2014,7 - 8am,20.6,0,2014,13,7
Mon 13th Jan 2014,8 - 9am,21.2,0,2014,13,8
Mon 13th Jan 2014,9 - 10am,22.2,0,2014,13,9
Mon 13th Jan 2014,10 - 11am,22.6,0,2014,13,10
Mon 13th Jan 2014,11 - 12pm,24.4,0,2014,13,11
Mon 13th Jan 2014,12 - 1pm,25.7,0,2014,13,12
Mon 13th Jan 2014,1 - 2pm,25.6,0,2014,13,13
Mon 13th Jan 2014,2 - 3pm,26.1,0,2014,13,14
Mon 13th Jan 2014,3 - 4pm,25.6,0,2014,13,15
Mon 13th Jan 2014,4 - 5pm,25.4,0,2014,13,16
Mon 13th Jan 2014,5 - 6pm,24.9,0,2014,13,17
Mon 13th Jan 2014,6 - 7pm,24,0,2014,13,18
Mon 13th Jan 2014,7 - 8pm,22.4,0,2014,13,19
Mon 13th Jan 2014,8 - 9pm,19.9,0,2014,13,20
Mon 13th Jan 2014,9 - 10pm,18,0,2014,13,21
Mon 13th Jan 2014,10 - 11pm,17.8,0,2014,13,22
Mon 13th Jan 2014,11 - 12am,16.6,0,2014,13,23
Tue 14th Jan 2014,12 - 1am,15.8,0,2014,14,0
Tue 14th Jan 2014,1 - 2am,16.4,0,2014,14,1
Tue 14th Jan 2014,2 - 3am,15.6,0,2014,14,2
Tue 14th Jan 2014,3 - 4am,15,0,2014,14,3
Tue 14th Jan 2014,4 - 5am,14.7,0,2014,14,4
Tue 14th Jan 2014,5 - 6am,14,0,2014,14,5
Tue 14th Jan 2014,6 - 7am,13.4,0,2014,14,6
Tue 14th Jan 2014,7 - 8am,16.1,0,2014,14,7
Tue 14th Jan 2014,8 - 9am,18.2,0,2014,14,8
Tue 14th Jan 2014,9 - 10am,19.2,0,2014,14,9
Tue 14th Jan 2014,10 - 11am,21,0,2014,14,10
Tue 14th Jan 2014,11 - 12pm,21.8,0,2014,14,11
Tue 14th Jan 2014,12 - 1pm,22.2,0,2014,14,12
Tue 14th Jan 2014,1 - 2pm,22.8,0,2014,14,13
Tue 14th Jan 2014,2 - 3pm,22.8,0,2014,14,14
Tue 14th Jan 2014,3 - 4pm,22.5,0,2014,14,15
Tue 14th Jan 2014,4 - 5pm,21.9,0,2014,14,16
Tue 14th Jan 2014,5 - 6pm,21.4,0,2014,14,17
Tue 14th Jan 2014,6 - 7pm,20.2,0,2014,14,18
Tue 14th Jan 2014,7 - 8pm,17.8,0,2014,14,19
Tue 14th Jan 2014,8 - 9pm,16,0,2014,14,20
Tue 14th Jan 2014,9 - 10pm,13.5,0,2014,14,21
Tue 14th Jan 2014,10 - 11pm,12.1,0,2014,14,22
Tue 14th Jan 2014,11 - 12am,10.8,0,2014,14,23
Wed 15th Jan 2014,12 - 1am,9.5,0,2014,15,0
Wed 15th Jan 2014,1 - 2am,8.3,0,2014,15,1
Wed 15th Jan 2014,2 - 3am,7.3,0,2014,15,2
Wed 15th Jan 2014,3 - 4am,7.1,0,2014,15,3
Wed 15th Jan 2014,4 - 5am,7.1,0,2014,15,4
Wed 15th Jan 2014,5 - 6am,6.2,0,2014,15,5
Wed 15th Jan 2014,6 - 7am,7.2,0,2014,15,6
Wed 15th Jan 2014,7 - 8am,11.9,0,2014,15,7
Wed 15th Jan 2014,8 - 9am,15.3,0,2014,15,8
Wed 15th Jan 2014,9 - 10am,17.3,0,2014,15,9
Wed 15th Jan 2014,10 - 11am,19.9,0,2014,15,10
Wed 15th Jan 2014,11 - 12pm,21.4,0,2014,15,11
Wed 15th Jan 2014,12 - 1pm,22.9,0,2014,15,12
Wed 15th Jan 2014,1 - 2pm,23.8,0,2014,15,13
Wed 15th Jan 2014,2 - 3pm,23.7,0,2014,15,14
Wed 15th Jan 2014,3 - 4pm,23.4,0,2014,15,15
Wed 15th Jan 2014,4 - 5pm,22.9,0,2014,15,16
Wed 15th Jan 2014,5 - 6pm,22.4,0,2014,15,17
Wed 15th Jan 2014,6 - 7pm,21.2,0,2014,15,18
Wed 15th Jan 2014,7 - 8pm,20,0,2014,15,19
Wed 15th Jan 2014,8 - 9pm,17.3,0,2014,15,20
Wed 15th Jan 2014,9 - 10pm,14.9,0,2014,15,21
Wed 15th Jan 2014,10 - 11pm,14,0,2014,15,22
Wed 15th Jan 2014,11 - 12am,12.9,0,2014,15,23
Thu 16th Jan 2014,12 - 1am,12.4,0,2014,16,0
Thu 16th Jan 2014,1 - 2am,12.1,0,2014,16,1
Thu 16th Jan 2014,2 - 3am,11.5,0,2014,16,2
Thu 16th Jan 2014,3 - 4am,10.7,0,2014,16,3
Thu 16th Jan 2014,4 - 5am,9.8,0,2014,16,4
Thu 16th Jan 2014,5 - 6am,10.2,0,2014,16,5
Thu 16th Jan 2014,6 - 7am,10.2,0,2014,16,6
Thu 16th Jan 2014,7 - 8am,13,0,2014,16,7
Thu 16th Jan 2014,8 - 9am,16.5,0,2014,16,8
Thu 16th Jan 2014,9 - 10am,20.3,0,2014,16,9
Thu 16th Jan 2014,10 - 11am,24.1,0,2014,16,10
Thu 16th Jan 2014,11 - 12pm,27.7,0,2014,16,11
Thu 16th Jan 2014,12 - 1pm,28.8,0,2014,16,12
Thu 16th Jan 2014,1 - 2pm,29.5,0,2014,16,13
Thu 16th Jan 2014,2 - 3pm,29.7,0,2014,16,14
Thu 16th Jan 2014,3 - 4pm,30.5,0,2014,16,15
Thu 16th Jan 2014,4 - 5pm,27.9,0,2014,16,16
Thu 16th Jan 2014,5 - 6pm,27.5,0,2014,16,17
Thu 16th Jan 2014,6 - 7pm,25.1,0,2014,16,18
Thu 16th Jan 2014,7 - 8pm,23.6,0,2014,16,19
Thu 16th Jan 2014,8 - 9pm,22.3,0,2014,16,20
Thu 16th Jan 2014,9 - 10pm,21.1,0,2014,16,21
Thu 16th Jan 2014,10 - 11pm,20.8,0,2014,16,22
Thu 16th Jan 2014,11 - 12am,20.7,0,2014,16,23
Fri 17th Jan 2014,12 - 1am,20.7,0,2014,17,0
Fri 17th Jan 2014,1 - 2am,21,0,2014,17,1
Fri 17th Jan 2014,2 - 3am,19.7,0,2014,17,2
Fri 17th Jan 2014,3 - 4am,18.3,0,2014,17,3
Fri 17th Jan 2014,4 - 5am,17.1,0,2014,17,4
Fri 17th Jan 2014,5 - 6am,14.7,0,2014,17,5
Fri 17th Jan 2014,6 - 7am,14.7,0,2014,17,6
Fri 17th Jan 2014,7 - 8am,15.5,0,2014,17,7
Fri 17th Jan 2014,8 - 9am,16.3,0,2014,17,8
Fri 17th Jan 2014,9 - 10am,17.9,0,2014,17,9
Fri 17th Jan 2014,10 - 11am,19.6,0,2014,17,10
Fri 17th Jan 2014,11 - 12pm,21.2,0,2014,17,11
Fri 17th Jan 2014,12 - 1pm,22.3,0,2014,17,12
Fri 17th Jan 2014,1 - 2pm,23.8,0,2014,17,13
Fri 17th Jan 2014,2 - 3pm,24.5,0,2014,17,14
Fri 17th Jan 2014,3 - 4pm,23.8,0,2014,17,15
Fri 17th Jan 2014,4 - 5pm,22.7,0,2014,17,16
Fri 17th Jan 2014,5 - 6pm,20.6,0,2014,17,17
Fri 17th Jan 2014,6 - 7pm,16.6,0,2014,17,18
Fri 17th Jan 2014,7 - 8pm,13.6,0,2014,17,19
Fri 17th Jan 2014,8 - 9pm,11.6,0,2014,17,20
Fri 17th Jan 2014,9 - 10pm,10.7,0,2014,17,21
Fri 17th Jan 2014,10 - 11pm,10.3,0,2014,17,22
Fri 17th Jan 2014,11 - 12am,10.5,0,2014,17,23
Sat 18th Jan 2014,12 - 1am,10.7,0,2014,18,0
Sat 18th Jan 2014,1 - 2am,10.4,0,2014,18,1
Sat 18th Jan 2014,2 - 3am,9,0,2014,18,2
Sat 18th Jan 2014,3 - 4am,7.7,0,2014,18,3
Sat 18th Jan 2014,4 - 5am,6.9,0,2014,18,4
Sat 18th Jan 2014,5 - 6am,7.5,0,2014,18,5
Sat 18th Jan 2014,6 - 7am,8.3,0,2014,18,6
Sat 18th Jan 2014,7 - 8am,12.2,0,2014,18,7
Sat 18th Jan 2014,8 - 9am,14.7,0,2014,18,8
