year,month,day,hour,mean.ta,mean.rh,radiation.MJ.m2,rainTotal.mm,mean.wind.speed.m.s,mean.solar.rad.w.m2
2017,4,24,5,2.8,97,0.17,0,1.1,47.22222222
2017,4,24,6,2.9,98,0.39,0,0.8,108.3333333
2017,4,24,7,2.8,98,1.37,0,1,380.5555556
2017,4,24,8,3,98,1.81,0,1.7,502.7777778
2017,4,24,9,7.2,98,2.06,0,1.5,572.2222222
2017,4,24,10,11.5,83,2.12,0,4.2,588.8888889
2017,4,24,11,14.7,75,1.97,0,6.2,547.2222222
2017,4,24,12,16.2,69,1.63,0,5.6,452.7777778
2017,4,24,13,16.8,70,1.17,0,4.8,325
2017,4,24,14,16.6,72,0.52,0,6.4,144.4444444
2017,4,24,15,16,75,0.04,0,6,11.11111111
2017,4,24,16,15.3,75,0,0,6.7,0
2017,4,24,17,14.3,76,0,0.1,7.7,0
2017,4,24,18,13.6,79,0,0.1,7.9,0
2017,4,24,19,13,82,0,0,9.3,0
2017,4,24,20,12.4,86,0,0,7.9,0
2017,4,24,21,12.2,88,0,0,3.4,0
2017,4,24,22,10.7,89,0,0,2.1,0
2017,4,24,23,9.6,94,0,0,3.3,0
2017,4,25,0,8.6,93,0,0,1.5,0
2017,4,25,1,7.2,94,0,0,3,0
2017,4,25,2,6.6,96,0,0,1.4,0
2017,4,25,3,6.3,96,0,0,3,0
2017,4,25,4,5.4,96,0,0,2.7,0
2017,4,25,5,4.8,97,0.2,0,2,55.55555556
2017,4,25,6,5.3,97,0.38,0,1.9,105.5555556
2017,4,25,7,5.7,98,1.31,0,1.5,363.8888889
2017,4,25,8,6.3,98,1.74,0,1.6,483.3333333
2017,4,25,9,9,98,2.01,0,0.5,558.3333333
2017,4,25,10,11.6,91,2.08,0,1.6,577.7777778
2017,4,25,11,14.2,81,1.93,0,2.2,536.1111111
2017,4,25,12,16.4,72,1.42,0,2.1,394.4444444
2017,4,25,13,18,66,1.1,0,2.1,305.5555556
2017,4,25,14,19.2,62,0.55,0,3.6,152.7777778
2017,4,25,15,19.7,59,0.07,0,3.9,19.44444444
2017,4,25,16,19.1,63,0,0,3.5,0
2017,4,25,17,18.2,68,0,0,3.2,0
2017,4,25,18,15.7,79,0,0,0.7,0
2017,4,25,19,12.3,90,0,0,1.2,0
2017,4,25,20,11,92,0,0,0.8,0
2017,4,25,21,10.3,95,0,0,0.4,0
2017,4,25,22,9.9,95,0,0,0.6,0
2017,4,25,23,8.7,94,0,0,0.3,0
2017,4,26,0,8.1,96,0,0,0.6,0
2017,4,26,1,7.3,96,0,0,0.5,0
2017,4,26,2,6.6,97,0,0,0.7,0
2017,4,26,3,5.8,97,0,0,0.5,0
2017,4,26,4,5.4,97,0,0.1,0.2,0
2017,4,26,5,5.5,98,0.06,0.2,0.8,16.66666667
2017,4,26,6,5.3,98,0.31,0.2,1.4,86.11111111
2017,4,26,7,6,99,0.59,0,0.6,163.8888889
2017,4,26,8,9.1,99,1.5,0,1,416.6666667
2017,4,26,9,9.6,99,2.02,0,0.8,561.1111111
2017,4,26,10,10.5,99,2.08,0,1.5,577.7777778
2017,4,26,11,12.1,97,1.84,0,1.4,511.1111111
2017,4,26,12,15.7,78,1.39,1.5,2.5,386.1111111
2017,4,26,13,18.3,66,0.78,0,1.4,216.6666667
2017,4,26,14,18.8,60,0.3,0,1.9,83.33333333
2017,4,26,15,18.4,61,0.05,0,3.1,13.88888889
2017,4,26,16,17.3,64,0,0,0.9,0
2017,4,26,17,16.4,69,0,0,1.9,0
2017,4,26,18,15.1,73,0,0,1.9,0
2017,4,26,19,14.5,70,0,0,2.2,0
2017,4,26,20,13.3,75,0,0,2.7,0
2017,4,26,21,11.2,84,0,0,1.3,0
2017,4,26,22,10.6,87,0,0,1.1,0
2017,4,26,23,11,85,0,0,1.5,0
2017,4,27,0,10.9,83,0,0,0.8,0
2017,4,27,1,9.9,87,0,0,0.5,0
2017,4,27,2,9.2,90,0,0,0.5,0
2017,4,27,3,8.6,90,0,0,0.2,0
2017,4,27,4,7.2,92,0,0,0.4,0
2017,4,27,5,6.9,94,0.23,0,0.6,63.88888889
2017,4,27,6,6,94,0.28,0,1.1,77.77777778
2017,4,27,7,6,95,1.34,0,0.8,372.2222222
2017,4,27,8,6.8,96,1.75,0,0.4,486.1111111
2017,4,27,9,11.3,89,1.8,0,0.4,500
2017,4,27,10,15.1,75,1.98,0,1.2,550
2017,4,27,11,17.7,66,1.93,0,1.6,536.1111111
2017,4,27,12,18.1,59,1.59,0,1.1,441.6666667
2017,4,27,13,18.8,58,1.12,0,3.4,311.1111111
2017,4,27,14,19,58,0.3,0,2.9,83.33333333
2017,4,27,15,19.1,59,0.04,0,3.7,11.11111111
2017,4,27,16,18.4,61,0,0,4,0
2017,4,27,17,17,68,0,0,3.6,0
2017,4,27,18,15.6,74,0,0,3.5,0
2017,4,27,19,14.6,77,0,0,2.9,0
2017,4,27,20,13.7,80,0,0,1.6,0
2017,4,27,21,13.9,83,0,0,1.5,0
2017,4,27,22,14.9,78,0,0,1.3,0
2017,4,27,23,12.4,82,0,0,1.7,0
2017,4,28,0,11.6,86,0,0,2.2,0
2017,4,28,1,10.9,88,0,0,2.2,0
2017,4,28,2,14,80,0,0,1.5,0
2017,4,28,3,15.6,72,0,0,1.2,0
2017,4,28,4,15.2,74,0.01,0,1.3,2.777777778
2017,4,28,5,15,72,0.18,0,1.1,50
2017,4,28,6,15.5,70,0.29,0,1.2,80.55555556
2017,4,28,7,15.7,70,1.05,0,1.1,291.6666667
2017,4,28,8,16.3,69,1.79,0,1.1,497.2222222
2017,4,28,9,17.5,66,0.75,0,0.8,208.3333333
2017,4,28,10,18.6,64,0.47,0,1,130.5555556
2017,4,28,11,19.8,60,0.34,0,0.8,94.44444444
2017,4,28,12,18.9,62,0.4,0,0.9,111.1111111
2017,4,28,13,18.6,64,0.16,0,2.6,44.44444444
2017,4,28,14,18.8,63,0.05,0,4,13.88888889
2017,4,28,15,18.5,67,0.01,0,5.2,2.777777778
2017,4,28,16,18.4,68,0,0,4.6,0
2017,4,28,17,18.4,70,0,0,3.9,0
2017,4,28,18,17.9,75,0,0,1.9,0
2017,4,28,19,18,74,0,0,1.6,0
2017,4,28,20,17.1,80,0,0,1.2,0
2017,4,28,21,17.3,80,0,0,1.3,0
2017,4,28,22,17.4,80,0,0,0.9,0
2017,4,28,23,16.9,80,0,0,1.3,0
2017,4,29,0,16.7,76,0,0,1.2,0
2017,4,29,1,16.7,76,0,0,0.9,0
2017,4,29,2,16.6,78,0,0,0.7,0
2017,4,29,3,16.4,79,0,0,0.2,0
2017,4,29,4,15.6,83,0,0,0.8,0
2017,4,29,5,14.5,86,0.03,0,0.7,8.333333333
2017,4,29,6,13.6,89,0.19,0,0.3,52.77777778
2017,4,29,7,13.2,92,0.37,0,1.4,102.7777778
2017,4,29,8,13,93,0.76,0,1.2,211.1111111
2017,4,29,9,13.3,94,0.55,0,1.2,152.7777778
2017,4,29,10,14.1,92,0.58,0,3.4,161.1111111
2017,4,29,11,15.4,88,0.48,0,5.6,133.3333333
2017,4,29,12,16.3,84,0.46,0,5.4,127.7777778
2017,4,29,13,16.9,82,0.23,0.7,5.1,63.88888889
2017,4,29,14,17.3,83,0.14,0.6,4.8,38.88888889
2017,4,29,15,17,84,0.01,0.1,5.5,2.777777778
2017,4,29,16,17.4,78,0,0,3.1,0
2017,4,29,17,17.2,79,0,0,3.8,0
2017,4,29,18,16,86,0,0,1.7,0
2017,4,29,19,15.8,87,0,0,1.2,0
2017,4,29,20,15.7,89,0,0,0.6,0
2017,4,29,21,15.4,91,0,0,0.8,0
2017,4,29,22,15.1,91,0,0.1,1.3,0
2017,4,29,23,16.1,86,0,0,1.1,0
2017,4,30,0,15.5,90,0,0,1.2,0
2017,4,30,1,15.3,92,0,0,1.6,0
2017,4,30,2,15.1,94,0,0,1.2,0
2017,4,30,3,14.8,95,0,0,1.7,0
2017,4,30,4,14.4,96,0,0,1.5,0
2017,4,30,5,14.1,96,0.02,0,1.8,5.555555556
2017,4,30,6,14,96,0.2,0,2.4,55.55555556
2017,4,30,7,14.1,97,0.59,0,2.4,163.8888889
2017,4,30,8,14,97,1.17,0,1,325
2017,4,30,9,14.3,97,2,0,0.7,555.5555556
2017,4,30,10,15.2,96,1.88,0,0.8,522.2222222
2017,4,30,11,16.5,86,1.89,0,0.8,525
2017,4,30,12,17.9,67,0.96,0,0.8,266.6666667
2017,4,30,13,18.1,66,0.72,0,1.3,200
2017,4,30,14,17.2,54,0.23,0,1.9,63.88888889
2017,4,30,15,15.3,65,0.01,0,1.2,2.777777778
2017,4,30,16,13.8,75,0,0,1.2,0
2017,4,30,17,12.7,78,0,0,1.9,0
2017,4,30,18,12.1,77,0,0,1.5,0
2017,4,30,19,11.8,79,0,0,1.3,0
2017,4,30,20,12.1,77,0,0,0.9,0
2017,4,30,21,11.2,89,0,0,1.6,0
2017,4,30,22,10.3,88,0,0,1.6,0
2017,4,30,23,9.6,80,0,0,1.8,0
2017,5,1,0,9.4,78,0,0,1.6,0
2017,5,1,1,9.4,75,0,0,1.3,0
2017,5,1,2,9.2,78,0,0,1.2,0
2017,5,1,3,8.6,83,0,0,1.1,0
2017,5,1,4,8.3,84,0,0,1.3,0
2017,5,1,5,8.2,81,0.07,0,1.7,19.44444444
2017,5,1,6,8.1,76,0.29,0,1.4,80.55555556
2017,5,1,7,8.3,74,1.26,0,1.5,350
2017,5,1,8,7.7,79,0.76,0,1.1,211.1111111
2017,5,1,9,8.6,71,1.79,0,1.7,497.2222222
2017,5,1,10,10.4,63,1.51,0,1.6,419.4444444
2017,5,1,11,10.1,71,1.82,0,1.2,505.5555556
2017,5,1,12,11.3,68,1.3,0,1.1,361.1111111
2017,5,1,13,10.9,72,0.74,0,0.8,205.5555556
2017,5,1,14,11.4,71,0.18,0.1,0.9,50
2017,5,1,15,12.2,63,0.02,0,1.1,5.555555556
2017,5,1,16,10.7,68,0,0,1,0
2017,5,1,17,9.9,68,0,0,0.8,0
2017,5,1,18,8.7,79,0,0,1,0
2017,5,1,19,7.3,84,0,0,1.4,0
2017,5,1,20,6.5,87,0,0,1.5,0
2017,5,1,21,5.8,90,0,0,1.4,0
2017,5,1,22,5.7,92,0,0,1,0
2017,5,1,23,6.6,91,0,0,2.2,0
2017,5,2,0,5.7,91,0,0,2.1,0
2017,5,2,1,3.7,94,0,0,0.9,0
2017,5,2,2,3.2,95,0,0,1.4,0
2017,5,2,3,2.5,96,0,0,1.4,0
2017,5,2,4,2.2,96,0,0,1.3,0
2017,5,2,5,2.4,96,0.16,0,1.2,44.44444444
2017,5,2,6,1.9,97,0.21,0,1.4,58.33333333
2017,5,2,7,1.8,97,1.23,0,1.5,341.6666667
2017,5,2,8,1.8,98,1.65,0,1.4,458.3333333
2017,5,2,9,6,94,1.91,0,0.8,530.5555556
2017,5,2,10,9.1,78,1.97,0,1.6,547.2222222
2017,5,2,11,12,68,1.83,0,1.1,508.3333333
2017,5,2,12,14,61,1.49,0,0.8,413.8888889
2017,5,2,13,15,60,1.01,0,1.3,280.5555556
2017,5,2,14,15.3,61,0.42,0,3,116.6666667
2017,5,2,15,15.3,62,0.02,0,4.3,5.555555556
2017,5,2,16,14.8,63,0,0,4.8,0
2017,5,2,17,14.2,67,0,0,3.4,0
2017,5,2,18,12,77,0,0,2.1,0
2017,5,2,19,11.4,77,0,0,1.9,0
2017,5,2,20,11.5,76,0,0,1,0
2017,5,2,21,11.5,74,0,0,1.3,0
2017,5,2,22,12.4,72,0,0,1,0
2017,5,2,23,11.9,70,0,0,1.1,0
2017,5,3,0,12.9,65,0,0,1.1,0
2017,5,3,1,13.2,66,0,0,1.2,0
2017,5,3,2,13.4,67,0,0,1.8,0
2017,5,3,3,13.4,67,0,0,1.3,0
2017,5,3,4,13.6,64,0,0,0.9,0
2017,5,3,5,13.3,66,0.17,0,0.6,47.22222222
2017,5,3,6,13.4,67,0.36,0,1,100
2017,5,3,7,12.9,73,0.25,0,1.3,69.44444444
2017,5,3,8,13.1,72,0.36,0,1,100
2017,5,3,9,13.1,76,0.5,0,0.8,138.8888889
2017,5,3,10,13.7,70,0.71,0,0.7,197.2222222
2017,5,3,11,14,69,0.62,0,0.9,172.2222222
2017,5,3,12,14.8,65,1.57,0,1.2,436.1111111
2017,5,3,13,15.2,62,0.6,0,2.5,166.6666667
2017,5,3,14,14.4,74,0.2,0,4,55.55555556
2017,5,3,15,15.8,66,0.01,0,5,2.777777778
2017,5,3,16,15,76,0,0,5.9,0
2017,5,3,17,15.1,70,0,0,4.7,0
2017,5,3,18,15.2,68,0,0,1.6,0
2017,5,3,19,15.5,69,0,0,0.8,0
2017,5,3,20,15.1,76,0,0,0.7,0
2017,5,3,21,14.7,83,0,0,0.7,0
2017,5,3,22,13.9,82,0,0,0.7,0
2017,5,3,23,13.5,78,0,0,2.4,0
2017,5,4,0,13.8,79,0,0,1.6,0
2017,5,4,1,14.2,76,0,0,1.5,0
2017,5,4,2,11.4,82,0,0,1,0
2017,5,4,3,10.1,84,0,0,0.7,0
2017,5,4,4,9.8,83,0,0,0.9,0
2017,5,4,5,9.1,89,0.1,0,1.4,27.77777778
2017,5,4,6,8.7,90,0.19,0,0.9,52.77777778
2017,5,4,7,8.4,87,1.22,0,0.4,338.8888889
2017,5,4,8,7.8,87,1.71,0.1,0.4,475
2017,5,4,9,9.2,83,1.41,0.2,0.2,391.6666667
2017,5,4,10,11,75,1.71,0.4,0.6,475
2017,5,4,11,11.9,66,1.83,0,1.1,508.3333333
2017,5,4,12,12.3,65,1.47,0,0.9,408.3333333
2017,5,4,13,13.3,64,0.98,0,1,272.2222222
2017,5,4,14,14.2,58,0.37,0,0.9,102.7777778
2017,5,4,15,14.6,55,0.02,0,1.1,5.555555556
2017,5,4,16,14.3,55,0,0,1.4,0
2017,5,4,17,13.4,61,0,0,1.7,0
2017,5,4,18,10.6,72,0,0,0.7,0
2017,5,4,19,7.8,84,0,0,2.2,0
2017,5,4,20,7.5,89,0,0,1.8,0
2017,5,4,21,8.3,90,0,0,2.5,0
2017,5,4,22,9,87,0,0,2.3,0
2017,5,4,23,8.5,88,0,0,1.1,0
2017,5,5,0,8.6,86,0,0,1.3,0
2017,5,5,1,9,85,0,0,1.2,0
2017,5,5,2,8.6,86,0,0,1.1,0
2017,5,5,3,8.7,87,0,0,1.2,0
2017,5,5,4,9,84,0,0,1.3,0
2017,5,5,5,9,80,0.14,0,1.4,38.88888889
2017,5,5,6,8.8,77,0.17,0,1.5,47.22222222
2017,5,5,7,9.2,76,1.1,0,1.1,305.5555556
2017,5,5,8,9.4,75,1.58,0,1.6,438.8888889
2017,5,5,9,10.1,77,1.77,0,1.6,491.6666667
2017,5,5,10,11.8,69,1.83,0,1.4,508.3333333
2017,5,5,11,12.9,66,1.76,0,2.1,488.8888889
2017,5,5,12,13,68,1.43,0,1.1,397.2222222
2017,5,5,13,13.3,67,0.95,0,1.4,263.8888889
2017,5,5,14,13.7,62,0.38,0,5.1,105.5555556
2017,5,5,15,13.8,59,0.02,0,5.6,5.555555556
2017,5,5,16,13.3,62,0,0,5.9,0
2017,5,5,17,12,70,0,0,3.9,0
2017,5,5,18,9.8,79,0,0,3.9,0
2017,5,5,19,7.5,86,0,0,3.6,0
2017,5,5,20,5.3,89,0,0,2,0
2017,5,5,21,4.1,93,0,0,0.6,0
2017,5,5,22,3.3,95,0,0,1.2,0
2017,5,5,23,3.4,96,0,0,1.2,0
2017,5,6,0,3.3,96,0,0,1,0
2017,5,6,1,2.7,97,0,0,1.2,0
2017,5,6,2,2.8,97,0,0,1.2,0
2017,5,6,3,2.1,97,0,0,0.9,0
2017,5,6,4,2.1,98,0,0,0.8,0
2017,5,6,5,1.8,98,0.11,0,1.1,30.55555556
2017,5,6,6,1.1,98,0.16,0,1.2,44.44444444
2017,5,6,7,1.4,98,1.11,0,1.2,308.3333333
2017,5,6,8,2.1,99,1.57,0.5,1,436.1111111
2017,5,6,9,4.4,98,1.82,0.5,0.8,505.5555556
2017,5,6,10,8.1,92,1.88,0.6,1.6,522.2222222
2017,5,6,11,11.3,77,1.73,0,4.7,480.5555556
2017,5,6,12,13.5,71,1.41,0,6.4,391.6666667
2017,5,6,13,15,64,0.92,0,6.4,255.5555556
2017,5,6,14,16,60,0.37,0,6.6,102.7777778
2017,5,6,15,16.7,56,0.02,0,6.1,5.555555556
2017,5,6,16,16.8,57,0,0,6.9,0
2017,5,6,17,15.7,64,0,0,5.1,0
2017,5,6,18,12.2,77,0,0,4.4,0
2017,5,6,19,8.4,90,0,0,3.3,0
2017,5,6,20,7.1,93,0,0,1.3,0
2017,5,6,21,7,95,0,0,2.2,0
2017,5,6,22,6.3,95,0,0,3.5,0
2017,5,6,23,5.5,96,0,0,1.3,0
2017,5,7,0,4.7,96,0,0,1.3,0
2017,5,7,1,4.5,97,0,0,1.4,0
2017,5,7,2,3.5,97,0,0,4.3,0
2017,5,7,3,2.9,98,0,0,4.9,0
2017,5,7,4,2.4,98,0,0,2.5,0
2017,5,7,5,2.4,98,0.12,0,3.1,33.33333333
2017,5,7,6,2.1,98,0.15,0,4.9,41.66666667
2017,5,7,7,1.9,99,1.1,0,6.2,305.5555556
2017,5,7,8,1.8,99,1.57,0,7.4,436.1111111
2017,5,7,9,4.6,99,1.84,0,7.3,511.1111111
2017,5,7,10,8.3,97,1.29,0,5.1,358.3333333
2017,5,7,11,11.9,83,0.95,0,7.2,263.8888889
2017,5,7,12,14.5,73,0.92,0,7,255.5555556
2017,5,7,13,15.1,69,0.73,0,7.5,202.7777778
2017,5,7,14,14.6,72,0.16,0.1,7.3,44.44444444
2017,5,7,15,15.3,70,0.01,0,8.7,2.777777778
2017,5,7,16,15.5,70,0,0,8.9,0
2017,5,7,17,14.4,78,0,0,5.8,0
2017,5,7,18,13.1,82,0,0,5.3,0
2017,5,7,19,12.4,82,0,0,6.8,0
2017,5,7,20,11.7,84,0,0,6.2,0
2017,5,7,21,11.3,87,0,0.4,3,0
2017,5,7,22,11.1,89,0,0,7,0
2017,5,7,23,10.3,90,0,0,10.9,0
2017,5,8,0,8.8,93,0,0,9.4,0
2017,5,8,1,8.3,94,0,0.2,7.4,0
2017,5,8,2,7,95,0,0,5.2,0
2017,5,8,3,5.4,95,0,0,4,0
2017,5,8,4,4.6,96,0,0.2,2.9,0
2017,5,8,5,4.9,97,0.12,0,2.3,33.33333333
2017,5,8,6,4.1,97,0.14,0,0.8,38.88888889
2017,5,8,7,3.8,98,1.09,0,0.8,302.7777778
2017,5,8,8,3.4,98,1.57,0.1,0.5,436.1111111
2017,5,8,9,5.6,98,1.83,0,0.8,508.3333333
2017,5,8,10,9.4,93,1.78,0,1,494.4444444
2017,5,8,11,13.6,78,1.5,0,1.1,416.6666667
2017,5,8,12,16.1,67,1.06,0.1,0.5,294.4444444
2017,5,8,13,16.9,60,0.74,0.1,1.6,205.5555556
2017,5,8,14,16.4,66,0.18,0,1,50
2017,5,8,15,16.1,66,0.01,0.1,1.5,2.777777778
2017,5,8,16,15.8,65,0,0.3,2.1,0
2017,5,8,17,14,76,0,0,1.1,0
2017,5,8,18,12.5,79,0,0,1.3,0
2017,5,8,19,12.8,75,0,0,0.9,0
2017,5,8,20,12.3,76,0,0,0.9,0
2017,5,8,21,12.4,75,0,0,0.7,0
2017,5,8,22,12.9,74,0,0,1,0
2017,5,8,23,13.2,70,0,0,1.8,0
2017,5,9,0,12.6,72,0,0,1,0
2017,5,9,1,12.2,74,0,0,0.4,0
2017,5,9,2,12.4,74,0,0,0.8,0
2017,5,9,3,12.5,74,0,0,1.4,0
2017,5,9,4,13,74,0,0,0.8,0
2017,5,9,5,12.3,79,0.13,0,0.9,36.11111111
2017,5,9,6,12.6,81,0.36,0,0.9,100
2017,5,9,7,12.5,84,0.7,0,0.8,194.4444444
2017,5,9,8,13.3,82,1.23,0,1.1,341.6666667
2017,5,9,9,15,78,1.79,0,0.7,497.2222222
2017,5,9,10,16.2,74,1.85,0,0.9,513.8888889
2017,5,9,11,16.8,71,1.52,0,2.6,422.2222222
2017,5,9,12,17.9,64,1.53,0,4.8,425
2017,5,9,13,18.4,62,0.43,0,5.7,119.4444444
2017,5,9,14,18.5,62,0.23,0,7.2,63.88888889
2017,5,9,15,18.6,62,0.01,0,7.1,2.777777778
2017,5,9,16,17,69,0,0,6.8,0
2017,5,9,17,16.2,73,0,0,4.3,0
2017,5,9,18,15,77,0,0,2.1,0
2017,5,9,19,14,80,0,0,1.3,0
2017,5,9,20,14.1,80,0,0.1,2.3,0
2017,5,9,21,14,81,0,0.1,2.2,0
2017,5,9,22,14.1,80,0,0,2.8,0
2017,5,9,23,13.8,80,0,0,3.8,0
2017,5,10,0,13,84,0,0,2.8,0
2017,5,10,1,13.8,80,0,0,4.4,0
2017,5,10,2,13.9,80,0,0,5.3,0
2017,5,10,3,14.7,78,0,0,4.7,0
2017,5,10,4,14.2,81,0,0,4.2,0
2017,5,10,5,13.4,85,0.14,0,4.6,38.88888889
2017,5,10,6,12.9,85,0.41,0,3.8,113.8888889
2017,5,10,7,11.2,90,0.68,0,3.2,188.8888889
2017,5,10,8,11,92,0.98,0,2,272.2222222
2017,5,10,9,13.4,84,1.37,0,2.7,380.5555556
2017,5,10,10,14.7,81,1.19,0,4,330.5555556
2017,5,10,11,15.6,79,1.21,0,4.4,336.1111111
2017,5,10,12,18.1,70,0.8,0,5,222.2222222
2017,5,10,13,18.6,67,0.46,0.3,4.7,127.7777778
2017,5,10,14,18.8,69,0.13,0.2,4.6,36.11111111
2017,5,10,15,18.9,68,0.01,0,3.9,2.777777778
2017,5,10,16,18.4,71,0,0,4,0
2017,5,10,17,17,79,0,0,3.6,0
2017,5,10,18,14.9,86,0,0,1.9,0
2017,5,10,19,14,90,0,0,1.2,0
2017,5,10,20,13.8,90,0,0,1.5,0
2017,5,10,21,13.2,91,0,0,1.6,0
2017,5,10,22,12.7,91,0,0,1.1,0
2017,5,10,23,12.3,92,0,0,0.9,0
2017,5,11,0,12.1,92,0,0,0.7,0
2017,5,11,1,12.1,92,0,0,1.5,0
2017,5,11,2,12,92,0,0,1.5,0
2017,5,11,3,11.7,93,0,0,1.8,0
2017,5,11,4,11.6,94,0,0,2.1,0
2017,5,11,5,12.1,90,0.01,0,2.2,2.777777778
2017,5,11,6,13,86,0.09,0,1.9,25
2017,5,11,7,13.2,86,0.15,0,1.5,41.66666667
2017,5,11,8,13.5,85,0.17,0,1.6,47.22222222
2017,5,11,9,13.9,83,0.24,0,2.1,66.66666667
2017,5,11,10,13.8,87,0.29,0,1.7,80.55555556
2017,5,11,11,14.3,86,0.27,0,1.6,75
2017,5,11,12,14.9,82,0.24,0,1.8,66.66666667
2017,5,11,13,14.9,85,0.19,0,2.4,52.77777778
2017,5,11,14,15.1,86,0.04,0,4.6,11.11111111
2017,5,11,15,14.5,89,0,0,5.9,0
2017,5,11,16,14.5,87,0,0,5.5,0
2017,5,11,17,14.1,89,0,0,4,0
2017,5,11,18,13.4,93,0,0,3.1,0
2017,5,11,19,13.2,94,0,0,3.1,0
2017,5,11,20,13.1,95,0,0,3.4,0
2017,5,11,21,12.8,96,0,0,3.6,0
2017,5,11,22,12.7,97,0,0,5.9,0
2017,5,11,23,12.5,97,0,0,4.6,0
2017,5,12,0,12.4,97,0,0,7.2,0
2017,5,12,1,12.1,95,0,0,7.5,0
2017,5,12,2,11.6,96,0,0,9.1,0
2017,5,12,3,11.4,96,0,0,7,0
2017,5,12,4,11.5,96,0,0,11.3,0
2017,5,12,5,11.5,96,0.02,0,7.7,5.555555556
2017,5,12,6,11.9,94,0.14,0,11.1,38.88888889
2017,5,12,7,11.4,93,0.16,0,9.9,44.44444444
2017,5,12,8,11.1,94,0.34,0,12.4,94.44444444
2017,5,12,9,11.2,94,0.69,0,9.8,191.6666667
2017,5,12,10,11.6,90,0.47,0,5.9,130.5555556
2017,5,12,11,12.3,83,0.51,0,4,141.6666667
2017,5,12,12,12.8,79,0.4,0,6.2,111.1111111
2017,5,12,13,12.5,80,0.32,0,11.1,88.88888889
2017,5,12,14,12.2,85,0.1,0,14.1,27.77777778
2017,5,12,15,12,85,0.01,0,16.9,2.777777778
2017,5,12,16,11.9,83,0,0,14.9,0
2017,5,12,17,11.4,87,0,0,14.2,0
2017,5,12,18,10.9,84,0,0,10.3,0
2017,5,12,19,10.6,88,0,0,6.7,0
2017,5,12,20,10.7,81,0,0,5.1,0
2017,5,12,21,10.5,76,0,0,6.9,0
2017,5,12,22,10.2,73,0,0,5.3,0
2017,5,12,23,9.8,74,0,0,2.6,0
2017,5,13,0,9.6,69,0,0,4.1,0
2017,5,13,1,9.3,75,0,0,5.1,0
2017,5,13,2,8.6,82,0,0,7.5,0
2017,5,13,3,7.9,79,0,0,3.3,0
2017,5,13,4,7.7,80,0,0,4.6,0
2017,5,13,5,8,82,0.04,0,3.5,11.11111111
2017,5,13,6,7.2,86,0.28,0,3.7,77.77777778
2017,5,13,7,7.4,84,0.77,0,3.4,213.8888889
2017,5,13,8,7.4,87,1.18,0,2.8,327.7777778
2017,5,13,9,7.9,86,1.05,0,2.5,291.6666667
2017,5,13,10,9.6,81,1.11,0,3.8,308.3333333
2017,5,13,11,10.9,76,0.86,0,4.8,238.8888889
2017,5,13,12,11.3,75,0.56,0,2.5,155.5555556
2017,5,13,13,11.1,77,0.32,0,3.6,88.88888889
2017,5,13,14,10.5,83,0.17,0,5.1,47.22222222
2017,5,13,15,10.7,77,0.01,0,5.6,2.777777778
2017,5,13,16,10.4,77,0,0,4.8,0
2017,5,13,17,9.7,83,0,0,3.2,0
2017,5,13,18,8.8,87,0,0,1.5,0
2017,5,13,19,7.4,90,0,0,1.2,0
2017,5,13,20,6.8,91,0,0,2.2,0
2017,5,13,21,5.6,94,0,0,1.5,0
2017,5,13,22,6.6,95,0,0,1.3,0
2017,5,13,23,6.2,95,0,0,1.3,0
2017,5,14,0,5.5,95,0,0,1.7,0
2017,5,14,1,3.6,95,0,0,1.8,0
2017,5,14,2,2.6,96,0,0,2.5,0
2017,5,14,3,2.4,97,0,0,2.8,0
2017,5,14,4,2.1,97,0,0,3.3,0
2017,5,14,5,1.6,98,0.09,0,4.4,25
2017,5,14,6,1.2,98,0.11,0,4.3,30.55555556
2017,5,14,7,0.8,98,0.94,0,4.3,261.1111111
2017,5,14,8,0.7,99,1.47,0,4.4,408.3333333
2017,5,14,9,3.1,98,1.72,0,3.7,477.7777778
2017,5,14,10,6.1,95,1.77,0,4.8,491.6666667
2017,5,14,11,9.7,80,1.62,0,5.4,450
2017,5,14,12,11.6,73,1.03,0,6.1,286.1111111
2017,5,14,13,13.4,69,0.82,0,5.2,227.7777778
2017,5,14,14,14.8,66,0.27,0,5.4,75
2017,5,14,15,14.9,66,0.01,0,5,2.777777778
2017,5,14,16,15.5,65,0,0,4.6,0
2017,5,14,17,14.2,70,0,0,4.6,0
2017,5,14,18,10,83,0,0,2.7,0
2017,5,14,19,7.4,92,0,0,1,0
2017,5,14,20,7.6,93,0,0,0.4,0
2017,5,14,21,7.1,93,0,0,0.7,0
2017,5,14,22,7.3,95,0,0,1.3,0
2017,5,14,23,7.8,94,0,0,1.4,0
2017,5,15,0,8,95,0,0,1,0
2017,5,15,1,7.6,94,0,0,1.4,0
2017,5,15,2,7.6,94,0,0,1,0
2017,5,15,3,7.7,95,0,0,0.8,0
2017,5,15,4,7.3,95,0,0,0.9,0
2017,5,15,5,6.9,96,0.03,0,0.9,8.333333333
2017,5,15,6,7.3,96,0.16,0,1,44.44444444
2017,5,15,7,7.2,96,0.46,0,1.2,127.7777778
2017,5,15,8,7.3,97,0.67,0,1.5,186.1111111
2017,5,15,9,8,96,1.76,0,0.9,488.8888889
