year,month,day,hour,mean.ta,mean.rh,radiation.MJ.m2,rainTotal.mm,mean.wind.speed.m.s,mean.solar.rad.w.m2
2015,1,1,0,15.9,73,0,0,11.4,0
2015,1,1,1,16.1,68,0,0,13.4,0
2015,1,1,2,16.2,65,0,0,9.1,0
2015,1,1,3,15.6,67,0,0,3.5,0
2015,1,1,4,14.7,70,0,0,2.6,0
2015,1,1,5,15.2,69,0.01,0,4.5,2.777777778
2015,1,1,6,15,71,0.17,0,3.4,47.22222222
2015,1,1,7,15.7,66,0.5,0,2.2,138.8888889
2015,1,1,8,16.9,53,1.27,0,5.3,352.7777778
2015,1,1,9,18.3,49,2.16,0,5.4,600
2015,1,1,10,17,58,1.22,0,6.3,338.8888889
2015,1,1,11,17.6,57,1.22,0,4.4,338.8888889
2015,1,1,12,17.1,58,0.73,0,4.1,202.7777778
2015,1,1,13,17.6,56,0.92,0,3,255.5555556
2015,1,1,14,18.6,52,1.87,0,4,519.4444444
2015,1,1,15,18.4,46,1.53,0,4.1,425
2015,1,1,16,19.4,38,2.31,0,4.5,641.6666667
2015,1,1,17,19.8,37,2.23,0,4.1,619.4444444
2015,1,1,18,18.8,38,1.39,0,4.3,386.1111111
2015,1,1,19,17.8,40,0.72,0,4.1,200
2015,1,1,20,15.5,48,0.15,0,3.3,41.66666667
2015,1,1,21,12.4,63,0,0,2.7,0
2015,1,1,22,10.8,72,0,0,2.5,0
2015,1,1,23,9.9,76,0,0,2.7,0
2015,1,2,0,9,80,0,0,2.4,0
2015,1,2,1,8.8,82,0,0,2.5,0
2015,1,2,2,8.1,85,0,0,1.9,0
2015,1,2,3,6.8,88,0,0,1.4,0
2015,1,2,4,6.3,92,0,0,1.4,0
2015,1,2,5,5.9,93,0.01,0,1.2,2.777777778
2015,1,2,6,6.5,94,0.14,0,1.3,38.88888889
2015,1,2,7,10.4,87,1.01,0,1.5,280.5555556
2015,1,2,8,14.6,72,1.65,0,1.6,458.3333333
2015,1,2,9,18,58,2.43,0,1.3,675
2015,1,2,10,21.2,46,2.88,0,4.7,800
2015,1,2,11,23.1,38,3.46,0,7,961.1111111
2015,1,2,12,23.8,34,3.75,0,7.9,1041.666667
2015,1,2,13,24.1,28,3.13,0,7,869.4444444
2015,1,2,14,24.2,26,3.06,0,6.7,850
2015,1,2,15,24.7,28,3.46,0,5.5,961.1111111
2015,1,2,16,24.3,27,2.49,0,5,691.6666667
2015,1,2,17,23.8,29,1.98,0,4.7,550
2015,1,2,18,22.5,34,1.03,0,4.1,286.1111111
2015,1,2,19,21.1,42,0.72,0,3.3,200
2015,1,2,20,18.8,51,0.13,0,3.1,36.11111111
2015,1,2,21,15.6,64,0,0,2.9,0
2015,1,2,22,13.4,70,0,0,2.3,0
2015,1,2,23,12.3,73,0,0,2.3,0
2015,1,3,0,13.4,72,0,0,3,0
2015,1,3,1,12.3,77,0,0,1.6,0
2015,1,3,2,10.5,86,0,0,1.4,0
2015,1,3,3,10.2,85,0,0,0.5,0
2015,1,3,4,9.3,88,0,0,0.7,0
2015,1,3,5,8.7,91,0.01,0,1.2,2.777777778
2015,1,3,6,9.8,92,0.15,0,0.8,41.66666667
2015,1,3,7,11.4,87,0.24,0,0.8,66.66666667
2015,1,3,8,12.4,91,0.42,0.3,1.6,116.6666667
2015,1,3,9,15.1,88,1.42,0,1.6,394.4444444
2015,1,3,10,18.5,69,2.57,0,1.9,713.8888889
2015,1,3,11,-,-,1.95,0,4.9,541.6666667
2015,1,3,12,-,-,2.11,0,7.2,586.1111111
2015,1,3,13,-,-,3.04,0,6.6,844.4444444
2015,1,3,14,-,-,3.15,0,7.2,875
2015,1,3,15,-,-,3.07,0,8,852.7777778
2015,1,3,16,-,-,2.08,0,6,577.7777778
2015,1,3,17,-,-,1.41,0,5.1,391.6666667
2015,1,3,18,-,-,1.29,0,5,358.3333333
2015,1,3,19,-,-,0.62,0,3.7,172.2222222
2015,1,3,20,-,-,0.13,0,1.8,36.11111111
2015,1,3,21,13,-,0,0,0.8,0
2015,1,3,22,11.1,-,0,0,1,0
2015,1,3,23,-,-,0,0,1.7,0
2015,1,4,0,10.6,99,0,0,1.5,0
2015,1,4,1,10.2,100,0,0,1.3,0
2015,1,4,2,10,100,0,0,1.8,0
2015,1,4,3,10.3,-,0,0,1.8,0
2015,1,4,4,9.3,-,0,0,1.1,0
2015,1,4,5,8.8,-,0.01,0,1.5,2.777777778
2015,1,4,6,9.8,-,0.12,0,1.6,33.33333333
2015,1,4,7,12.4,-,0.75,0,1.9,208.3333333
2015,1,4,8,16.1,88,1.86,0,1.8,516.6666667
2015,1,4,9,19.7,64,2.39,0,1.3,663.8888889
2015,1,4,10,22.4,52,2.92,0,3,811.1111111
2015,1,4,11,24.5,43,3.25,0,6,902.7777778
2015,1,4,12,25.1,39,3.63,0,7.5,1008.333333
2015,1,4,13,25.8,38,3.62,0,7.4,1005.555556
2015,1,4,14,26.2,35,3.56,0,7.5,988.8888889
2015,1,4,15,26.4,34,3.23,0,6.9,897.2222222
2015,1,4,16,25.9,35,2.69,0,6.8,747.2222222
2015,1,4,17,25.3,35,2.16,0,6.1,600
2015,1,4,18,24.6,34,1.45,0,5.3,402.7777778
2015,1,4,19,23.2,37,0.72,0,4.2,200
2015,1,4,20,20.8,40,0.11,0,3.6,30.55555556
2015,1,4,21,18.7,45,0,0,3.3,0
2015,1,4,22,15.8,58,0,0,1.8,0
2015,1,4,23,12.8,70,0,0,1.1,0
2015,1,5,0,11.2,76,0,0,1.9,0
2015,1,5,1,10.8,74,0,0,2.2,0
2015,1,5,2,11,79,0,0,2.8,0
2015,1,5,3,10.9,82,0,0,2.6,0
2015,1,5,4,10.4,86,0,0,2.8,0
2015,1,5,5,10.6,87,0.01,0,2.6,2.777777778
2015,1,5,6,11.2,87,0.19,0,1.8,52.77777778
2015,1,5,7,13.9,79,0.76,0,0.7,211.1111111
2015,1,5,8,18.3,53,1.67,0,0.9,463.8888889
2015,1,5,9,21.5,40,2.32,0,2.1,644.4444444
2015,1,5,10,24.3,36,2.95,0,6,819.4444444
2015,1,5,11,25.3,38,3.35,0,6.7,930.5555556
2015,1,5,12,25.7,40,3.69,0,5.7,1025
2015,1,5,13,25.4,42,3.72,0,6.8,1033.333333
2015,1,5,14,25.1,44,3.41,0,6.8,947.2222222
2015,1,5,15,25.7,36,3.26,0,6.2,905.5555556
2015,1,5,16,26.4,30,2.72,0,5.4,755.5555556
2015,1,5,17,26,29,2.05,0,6.1,569.4444444
2015,1,5,18,24.6,32,1.47,0,6.4,408.3333333
2015,1,5,19,22.7,37,0.8,0,5.7,222.2222222
2015,1,5,20,20.5,41,0.16,0,4.2,44.44444444
2015,1,5,21,18,46,0,0,3.2,0
2015,1,5,22,15.9,54,0,0,1.4,0
2015,1,5,23,12.3,68,0,0,1.3,0
2015,1,6,0,10.7,74,0,0,1.1,0
2015,1,6,1,10,77,0,0,1.1,0
2015,1,6,2,9.9,80,0,0,1.4,0
2015,1,6,3,9.2,86,0,0,1.4,0
2015,1,6,4,8.7,90,0,0,1.9,0
2015,1,6,5,9.6,92,0.01,0,2.2,2.777777778
2015,1,6,6,10.8,89,0.1,0,1.4,27.77777778
2015,1,6,7,12.8,82,0.95,0,0.7,263.8888889
2015,1,6,8,17.5,65,1.67,0,1.1,463.8888889
2015,1,6,9,21,59,2.35,0,1.9,652.7777778
2015,1,6,10,22.7,56,2.96,0,4.5,822.2222222
2015,1,6,11,23.5,54,3.5,0,5.5,972.2222222
2015,1,6,12,24,52,3.68,0,5.6,1022.222222
2015,1,6,13,24.5,50,3.65,0,5.7,1013.888889
2015,1,6,14,25,50,3.57,0,6.1,991.6666667
2015,1,6,15,24.6,51,2.88,0,6.3,800
2015,1,6,16,23.6,55,1.92,0,6.2,533.3333333
2015,1,6,17,22.3,60,1.31,0,6,363.8888889
2015,1,6,18,21.1,63,0.65,0,3.4,180.5555556
2015,1,6,19,18.8,73,0.19,0,2.4,52.77777778
2015,1,6,20,17.1,82,0.03,0,1.4,8.333333333
2015,1,6,21,16.8,82,0,0,2.8,0
2015,1,6,22,16.5,83,0,0,2,0
2015,1,6,23,15.8,90,0,0,1.8,0
2015,1,7,0,15.7,91,0,0,1.2,0
2015,1,7,1,15.6,93,0,0,0.8,0
2015,1,7,2,15.8,93,0,0,0.8,0
2015,1,7,3,15.7,100,0,0,1.7,0
2015,1,7,4,15.7,100,0,0,1.4,0
2015,1,7,5,15.5,100,0.01,0,1.2,2.777777778
2015,1,7,6,15.3,100,0.06,0,2.2,16.66666667
2015,1,7,7,15.8,100,0.34,0,1.2,94.44444444
2015,1,7,8,16.3,99,0.45,0,1.7,125
2015,1,7,9,17.6,91,1.39,0,2,386.1111111
2015,1,7,10,19.9,78,2.93,0,3.7,813.8888889
2015,1,7,11,20.5,71,2.76,0,5.4,766.6666667
2015,1,7,12,21.3,67,3.2,0,6.2,888.8888889
2015,1,7,13,22.1,62,3.27,0,6.4,908.3333333
2015,1,7,14,21.4,63,1.69,0,5.9,469.4444444
2015,1,7,15,20.8,66,1.5,0,4.7,416.6666667
2015,1,7,16,18.9,71,0.62,0,4.8,172.2222222
2015,1,7,17,18.1,69,0.7,0,5.9,194.4444444
2015,1,7,18,18,65,0.58,0,6.4,161.1111111
2015,1,7,19,16.8,69,0.38,0,5.4,105.5555556
2015,1,7,20,15.7,72,0.07,0,3.2,19.44444444
2015,1,7,21,15.2,76,0,0,3.4,0
2015,1,7,22,14.5,73,0,0,4.7,0
2015,1,7,23,13.9,74,0,0,3,0
2015,1,8,0,11.9,82,0,0,2.1,0
2015,1,8,1,11,87,0,0,1.4,0
2015,1,8,2,10.8,88,0,0,1.5,0
2015,1,8,3,9.9,88,0,0,1,0
2015,1,8,4,10.5,87,0,0,1.6,0
2015,1,8,5,11.5,84,0.01,0,0.7,2.777777778
2015,1,8,6,11.1,86,0.08,0,0.6,22.22222222
2015,1,8,7,10.8,91,0.33,0,0.4,91.66666667
2015,1,8,8,14.8,70,1.58,0,2.4,438.8888889
2015,1,8,9,16.7,58,2.18,0,4.3,605.5555556
2015,1,8,10,17.4,54,2.73,0,3.4,758.3333333
2015,1,8,11,18,52,1.58,0,2.4,438.8888889
2015,1,8,12,17.3,56,0.95,0,1.7,263.8888889
2015,1,8,13,17.1,59,1.51,0,5.3,419.4444444
2015,1,8,14,16.9,58,1.4,0,5.9,388.8888889
2015,1,8,15,16.8,57,1.59,0,6.1,441.6666667
2015,1,8,16,17,55,1.11,0,4.7,308.3333333
2015,1,8,17,16.8,54,1.09,0,5.8,302.7777778
2015,1,8,18,16.1,54,0.79,0,6.1,219.4444444
2015,1,8,19,15.6,57,0.46,0,4.6,127.7777778
2015,1,8,20,14.3,63,0.08,0,4,22.22222222
2015,1,8,21,12.2,71,0,0,2.5,0
2015,1,8,22,10.1,79,0,0,2.1,0
2015,1,8,23,8.9,85,0,0,2.7,0
2015,1,9,0,8.2,87,0,0,2.8,0
2015,1,9,1,7.4,88,0,0,1.9,0
2015,1,9,2,6.1,92,0,0,1.8,0
2015,1,9,3,5.8,94,0,0,2.4,0
2015,1,9,4,5.8,94,0,0,2,0
2015,1,9,5,5.5,95,0.01,0,2.1,2.777777778
2015,1,9,6,5.7,96,0.1,0,1.5,27.77777778
2015,1,9,7,8.6,93,0.93,0,1.2,258.3333333
2015,1,9,8,13.6,69,1.71,0,2,475
2015,1,9,9,16.4,58,2.22,0,2.5,616.6666667
2015,1,9,10,18.6,50,2.98,0,2.5,827.7777778
2015,1,9,11,20.7,44,3.45,0,2.3,958.3333333
2015,1,9,12,22.8,39,3.74,0,2.1,1038.888889
2015,1,9,13,24.5,36,3.82,0,2.1,1061.111111
2015,1,9,14,25.7,34,3.7,0,2.7,1027.777778
2015,1,9,15,26.6,30,3.39,0,4.3,941.6666667
2015,1,9,16,26.8,25,2.91,0,5.9,808.3333333
2015,1,9,17,26.3,26,2.26,0,6.3,627.7777778
2015,1,9,18,25,27,1.55,0,6.4,430.5555556
2015,1,9,19,23.4,32,0.79,0,5,219.4444444
2015,1,9,20,21,44,0.16,0,3,44.44444444
2015,1,9,21,17.3,60,0,0,1.8,0
2015,1,9,22,14.6,71,0,0,1,0
2015,1,9,23,15.3,68,0,0,2.2,0
2015,1,10,0,14.4,71,0,0,1.6,0
2015,1,10,1,15.3,71,0,0,2.1,0
2015,1,10,2,13.7,76,0,0,1,0
2015,1,10,3,11.4,83,0,0,0.8,0
2015,1,10,4,9.9,88,0,0,0.8,0
2015,1,10,5,8.7,91,0.01,0,1.2,2.777777778
2015,1,10,6,9.1,94,0.08,0,0.9,22.22222222
2015,1,10,7,12.1,87,0.96,0,1,266.6666667
2015,1,10,8,17.3,66,1.69,0,0.8,469.4444444
2015,1,10,9,20.8,51,2.4,0,1.5,666.6666667
2015,1,10,10,23.3,43,3.02,0,5.6,838.8888889
2015,1,10,11,24.4,39,3.5,0,5.9,972.2222222
2015,1,10,12,25.3,37,3.79,0,6.3,1052.777778
2015,1,10,13,25.8,34,3.88,0,7,1077.777778
2015,1,10,14,26.1,32,3.77,0,6.5,1047.222222
2015,1,10,15,26.5,31,3.45,0,5.7,958.3333333
2015,1,10,16,26.1,33,2.94,0,5.9,816.6666667
2015,1,10,17,25.2,34,2.3,0,6.4,638.8888889
2015,1,10,18,24.1,34,1.56,0,5.6,433.3333333
2015,1,10,19,22.8,32,0.83,0,4,230.5555556
2015,1,10,20,20.4,36,0.11,0,3.7,30.55555556
2015,1,10,21,18,40,0,0,3.5,0
2015,1,10,22,16.2,51,0,0,3,0
2015,1,10,23,14.4,61,0,0,3.1,0
2015,1,11,0,13.5,65,0,0,1.7,0
2015,1,11,1,12,72,0,0,1.9,0
2015,1,11,2,12.2,70,0,0,2.1,0
2015,1,11,3,12.8,72,0,0,2.4,0
2015,1,11,4,13.4,67,0,0,2,0
2015,1,11,5,8.4,82,0.01,0,1.1,2.777777778
2015,1,11,6,9,87,0.11,0,1.9,30.55555556
2015,1,11,7,15.2,68,0.66,0,3.3,183.3333333
2015,1,11,8,18.6,55,1.24,0,4.4,344.4444444
2015,1,11,9,20.5,47,2.06,0,2.5,572.2222222
2015,1,11,10,22.5,41,2.67,0,6.3,741.6666667
2015,1,11,11,22.9,40,2.68,0,6.4,744.4444444
2015,1,11,12,24.8,33,3.51,0,7.6,975
2015,1,11,13,25.6,30,4.03,0,7.1,1119.444444
2015,1,11,14,26.8,29,3.89,0,8.1,1080.555556
2015,1,11,15,25.8,32,3.46,0,7.6,961.1111111
2015,1,11,16,25.1,36,3,0,6.9,833.3333333
2015,1,11,17,24.9,36,2.32,0,5.3,644.4444444
2015,1,11,18,23.6,43,1.44,0,5.7,400
2015,1,11,19,21.8,47,0.41,0,6.1,113.8888889
2015,1,11,20,19.7,55,0.04,0,4.5,11.11111111
2015,1,11,21,17.8,63,0,0,3.3,0
2015,1,11,22,16.8,67,0,0,1.8,0
2015,1,11,23,14.1,77,0,0,1.2,0
2015,1,12,0,12.5,82,0,0,1.4,0
2015,1,12,1,12.4,84,0,0,1.6,0
2015,1,12,2,11.4,87,0,0,1.7,0
2015,1,12,3,11.3,89,0,0,1.4,0
2015,1,12,4,12.7,88,0,0,1.1,0
2015,1,12,5,13.6,85,0.01,0,1.3,2.777777778
2015,1,12,6,13.8,83,0.07,0,0.8,19.44444444
2015,1,12,7,17.3,72,0.88,0,1,244.4444444
2015,1,12,8,21.5,57,1.6,0,1.9,444.4444444
2015,1,12,9,23.8,53,2.29,0,5.5,636.1111111
2015,1,12,10,24.7,50,2.9,0,6.4,805.5555556
2015,1,12,11,23.2,55,3.35,0,7.8,930.5555556
2015,1,12,12,23.3,53,3.27,0,7.9,908.3333333
2015,1,12,13,23.7,52,3.76,0,7.6,1044.444444
2015,1,12,14,22.6,56,3.63,0,8.7,1008.333333
2015,1,12,15,21.9,59,3.32,0,8.4,922.2222222
2015,1,12,16,21,63,2.83,0,7.5,786.1111111
2015,1,12,17,19.5,68,1.7,0,7.6,472.2222222
2015,1,12,18,17.1,78,0.41,0,6,113.8888889
2015,1,12,19,16.5,83,0.26,0,3.6,72.22222222
2015,1,12,20,16.1,84,0.02,0,1.9,5.555555556
2015,1,12,21,15.6,89,0,0.2,1.7,0
2015,1,12,22,15,94,0,0,1.6,0
2015,1,12,23,14.8,97,0,0,1.2,0
2015,1,13,0,14.9,96,0,0,2.6,0
2015,1,13,1,15.1,94,0,0,2.1,0
2015,1,13,2,15.2,91,0,0,2.1,0
2015,1,13,3,15.1,91,0,0,2,0
2015,1,13,4,15,92,0,0,2.3,0
2015,1,13,5,15,92,0,0,2.2,0
2015,1,13,6,15.1,92,0.06,0,2.2,16.66666667
2015,1,13,7,15.6,90,0.2,0,1.6,55.55555556
2015,1,13,8,16.2,89,0.48,0,1.5,133.3333333
2015,1,13,9,17.1,84,0.75,0,1.8,208.3333333
2015,1,13,10,17.8,83,1.11,0,2.1,308.3333333
2015,1,13,11,19.6,72,1.61,0,2.4,447.2222222
2015,1,13,12,20.3,67,1.18,0,2.3,327.7777778
2015,1,13,13,21.6,61,1.6,0,2.1,444.4444444
2015,1,13,14,21.9,62,1.52,0,3,422.2222222
2015,1,13,15,22.6,60,1.8,0,3.5,500
2015,1,13,16,21.6,64,0.84,0,3.7,233.3333333
2015,1,13,17,21.4,64,1.02,0,4.3,283.3333333
2015,1,13,18,21.4,64,1,0,3.9,277.7777778
2015,1,13,19,20.6,66,0.43,0,4.1,119.4444444
2015,1,13,20,18.9,73,0.03,0,3.3,8.333333333
2015,1,13,21,18.1,77,0,0,3.1,0
2015,1,13,22,17.7,79,0,0,2.4,0
2015,1,13,23,16.3,85,0,0,1.9,0
2015,1,14,0,16.4,89,0,0,1.8,0
2015,1,14,1,16.7,88,0,0,1.7,0
2015,1,14,2,15.1,90,0,0,1,0
2015,1,14,3,14.2,95,0,0,0.9,0
2015,1,14,4,13.1,97,0,0,1.3,0
2015,1,14,5,13.1,100,0,0,0.8,0
2015,1,14,6,12.8,100,0.07,0,1.8,19.44444444
2015,1,14,7,14,100,0.32,0,0.9,88.88888889
2015,1,14,8,15.2,90,0.63,0,0.9,175
2015,1,14,9,17.7,76,1.83,0,1.1,508.3333333
2015,1,14,10,19.7,66,2.39,0,1.9,663.8888889
2015,1,14,11,21.6,56,2.91,0,1.8,808.3333333
2015,1,14,12,22.7,50,2.67,0,2.3,741.6666667
2015,1,14,13,23.9,48,3.95,0,3.9,1097.222222
2015,1,14,14,23.5,51,2.38,0,3.6,661.1111111
2015,1,14,15,23.2,51,2.92,0,4.4,811.1111111
2015,1,14,16,21.5,60,1.25,0,4.8,347.2222222
2015,1,14,17,21,61,1.07,0,4.7,297.2222222
2015,1,14,18,20.4,63,0.57,0,3.5,158.3333333
2015,1,14,19,20.2,66,0.51,0,3.6,141.6666667
2015,1,14,20,18.9,74,0.08,0,2.9,22.22222222
2015,1,14,21,17.9,81,0,0,2.6,0
2015,1,14,22,17.5,85,0,0,2.3,0
2015,1,14,23,18,86,0,0,2,0
2015,1,15,0,18.3,85,0,0,2.1,0
2015,1,15,1,18.3,84,0,0,2.3,0
2015,1,15,2,17.8,86,0,0,0.9,0
2015,1,15,3,17.9,85,0,0,1.5,0
2015,1,15,4,17.8,86,0,0,1.5,0
2015,1,15,5,17.7,86,0,0,2.6,0
2015,1,15,6,17.6,86,0.05,0,2.3,13.88888889
2015,1,15,7,17.9,86,0.18,0,2.3,50
2015,1,15,8,18.8,83,0.45,0,2.2,125
2015,1,15,9,19.7,80,1.06,0,3.1,294.4444444
2015,1,15,10,21.5,72,1.39,0,3.1,386.1111111
2015,1,15,11,22.8,66,1.72,0,2.2,477.7777778
2015,1,15,12,24.6,58,2.12,0,2.6,588.8888889
2015,1,15,13,24,63,1.31,0.8,2.2,363.8888889
2015,1,15,14,22.8,76,1.16,1.9,2.6,322.2222222
2015,1,15,15,23.2,78,2.17,0,3.5,602.7777778
2015,1,15,16,21.6,81,0.43,1.3,4.7,119.4444444
2015,1,15,17,20.1,90,0.49,1.6,3.7,136.1111111
2015,1,15,18,21.4,81,0.65,0.1,2.3,180.5555556
2015,1,15,19,21.4,72,0.18,0,2.7,50
2015,1,15,20,21,70,0.04,0,3.7,11.11111111
2015,1,15,21,20,72,0,0,3.8,0
2015,1,15,22,19.1,74,0,0,3.2,0
2015,1,15,23,18.4,77,0,0,2.1,0
2015,1,16,0,17.5,82,0,0,1,0
2015,1,16,1,17.2,84,0,0,1,0
2015,1,16,2,15.9,89,0,0,1.3,0
2015,1,16,3,14.8,93,0,0,1.1,0
2015,1,16,4,14.1,97,0,0,1.6,0
2015,1,16,5,13.6,100,0,0,2.2,0
2015,1,16,6,13.9,100,0.1,0,1.4,27.77777778
2015,1,16,7,16.1,100,0.61,0,2.1,169.4444444
2015,1,16,8,20.8,62,1.99,0,6.6,552.7777778
2015,1,16,9,21.6,57,2.39,0,6.8,663.8888889
2015,1,16,10,21.5,56,2.06,0,7.4,572.2222222
2015,1,16,11,22.4,52,2.27,0,7.6,630.5555556
2015,1,16,12,23.7,46,3.95,0,8.3,1097.222222
2015,1,16,13,23.5,46,3.18,0,9.8,883.3333333
2015,1,16,14,23.4,47,2.76,0,8.8,766.6666667
2015,1,16,15,24.4,46,3.31,0,9.1,919.4444444
2015,1,16,16,24,49,2.67,0,8.8,741.6666667
2015,1,16,17,22.8,52,1.67,0,7.6,463.8888889
2015,1,16,18,21.8,55,0.93,0,7.5,258.3333333
2015,1,16,19,20.5,61,0.33,0,8.3,91.66666667
2015,1,16,20,20.2,59,0.05,0,5.9,13.88888889
2015,1,16,21,20.1,57,0,0,8,0
2015,1,16,22,20.1,58,0,0,6.4,0
2015,1,16,23,19.8,61,0,0,7.4,0
2015,1,17,0,19.2,68,0,0,6,0
2015,1,17,1,19,69,0,0,4.9,0
2015,1,17,2,19,69,0,0,5.2,0
2015,1,17,3,19.3,69,0,0,5.8,0
2015,1,17,4,19.4,68,0,0,4.1,0
2015,1,17,5,19.2,73,0,0,4.8,0
2015,1,17,6,19,77,0.05,0.1,2.7,13.88888889
2015,1,17,7,18.5,85,0.25,0.1,1.5,69.44444444
2015,1,17,8,20.7,72,1.07,0,2.8,297.2222222
2015,1,17,9,23,60,2.7,0,6.8,750
2015,1,17,10,22.4,59,0.96,0,6.7,266.6666667
2015,1,17,11,23.6,55,1.94,0,7.2,538.8888889
2015,1,17,12,24.6,51,1.84,0,5.7,511.1111111
2015,1,17,13,25.4,51,2.12,0,7,588.8888889
2015,1,17,14,25.8,53,2.74,0,7.4,761.1111111
2015,1,17,15,26.6,51,3.46,0,7.4,961.1111111
2015,1,17,16,25.9,52,1.69,0,7.1,469.4444444
2015,1,17,17,25.1,57,2.1,0,8.4,583.3333333
2015,1,17,18,24.1,46,1.53,0,8.2,425
2015,1,17,19,22.8,38,0.79,0,6.6,219.4444444
2015,1,17,20,20.4,42,0.14,0,7.1,38.88888889
2015,1,17,21,18.6,52,0,0,7,0
2015,1,17,22,18.2,55,0,0,6.3,0
2015,1,17,23,17.9,59,0,0,7.5,0
2015,1,18,0,18,58,0,0,6.7,0
2015,1,18,1,18,63,0,0,7.6,0
2015,1,18,2,17.8,69,0,0,7.4,0
2015,1,18,3,17.7,68,0,0,8.9,0
2015,1,18,4,17.8,68,0,0,9.8,0
2015,1,18,5,17.8,68,0,0,8,0
2015,1,18,6,18.2,69,0.09,0,6.2,25
2015,1,18,7,19.4,66,0.82,0,6.7,227.7777778
2015,1,18,8,21.1,56,1.65,0,8.8,458.3333333
2015,1,18,9,22.2,53,2.32,0,10,644.4444444
2015,1,18,10,23.3,51,3.03,0,9.8,841.6666667
2015,1,18,11,24,50,3.82,0,13.6,1061.111111
2015,1,18,12,23.3,53,2.53,0,9,702.7777778
2015,1,18,13,22.4,55,1.16,0,6.6,322.2222222
2015,1,18,14,22,61,0.71,0,6.9,197.2222222
2015,1,18,15,22.1,65,1.33,0,4.6,369.4444444
2015,1,18,16,23,65,2.29,0,7.1,636.1111111
2015,1,18,17,23.7,60,2.4,0,9.5,666.6666667
2015,1,18,18,22.9,63,1.51,0,8.4,419.4444444
2015,1,18,19,21.4,70,0.34,0,8.1,94.44444444
2015,1,18,20,20.6,72,0.06,0,7,16.66666667
2015,1,18,21,19.9,64,0,0,4.4,0
2015,1,18,22,19,55,0,0,4.5,0
2015,1,18,23,18.2,60,0,0,6.5,0
2015,1,19,0,17.9,64,0,0,7.9,0
2015,1,19,1,17.7,66,0,0,7.6,0
2015,1,19,2,17.7,66,0,0,9,0
2015,1,19,3,18.3,60,0,0,10.9,0
2015,1,19,4,18.3,62,0,0,11.3,0
2015,1,19,5,18.4,63,0.01,0,11.5,2.777777778
2015,1,19,6,18.7,64,0.11,0,11.6,30.55555556
2015,1,19,7,18.9,61,0.21,0,8.5,58.33333333
2015,1,19,8,19.3,56,0.49,0,8.7,136.1111111
2015,1,19,9,19.3,62,0.69,0,8.7,191.6666667
2015,1,19,10,19.5,60,0.6,0,10.2,166.6666667
2015,1,19,11,20.7,52,1.16,0,8.5,322.2222222
2015,1,19,12,22.1,46,1.77,0,8.3,491.6666667
2015,1,19,13,24.1,42,3.94,0,8.5,1094.444444
2015,1,19,14,24.2,41,3.55,0,8.6,986.1111111
2015,1,19,15,24.6,40,3.72,0,8,1033.333333
2015,1,19,16,24.1,36,3.12,0,9.7,866.6666667
2015,1,19,17,23.4,33,2.37,0,9.2,658.3333333
2015,1,19,18,21.8,37,1.46,0,9.9,405.5555556
2015,1,19,19,20.3,41,0.48,0,9.1,133.3333333
2015,1,19,20,18.2,53,0.07,0,9,19.44444444
2015,1,19,21,17.7,55,0,0,6,0
2015,1,19,22,17.2,56,0,0,3.6,0
2015,1,19,23,16.8,64,0,0,6.6,0
2015,1,20,0,16.4,66,0,0,5.9,0
2015,1,20,1,16.5,66,0,0,4.9,0
2015,1,20,2,16.3,66,0,0,6.1,0
2015,1,20,3,16.6,64,0,0,7.5,0
2015,1,20,4,16,67,0,0,6.8,0
2015,1,20,5,15.3,69,0,0,4.5,0
2015,1,20,6,14.8,71,0.07,0,2,19.44444444
2015,1,20,7,15.2,71,0.22,0,3.4,61.11111111
2015,1,20,8,18.3,59,1.56,0,4.9,433.3333333
2015,1,20,9,20.1,50,2.32,0,5,644.4444444
2015,1,20,10,21.6,40,2.95,0,5,819.4444444
2015,1,20,11,22.6,33,3.46,0,4.4,961.1111111
2015,1,20,12,23.4,29,3.7,0,5.2,1027.777778
2015,1,20,13,24,28,3.73,0,5.8,1036.111111
2015,1,20,14,24,30,3.77,0,6,1047.222222
2015,1,20,15,24,32,3.44,0,5.4,955.5555556
2015,1,20,16,23.8,32,2.87,0,5.5,797.2222222
2015,1,20,17,23,34,2.26,0,5.9,627.7777778
2015,1,20,18,21.8,36,1.56,0,4,433.3333333
2015,1,20,19,19.8,46,0.87,0,5.3,241.6666667
2015,1,20,20,17.6,59,0.15,0,4.7,41.66666667
2015,1,20,21,16,67,0,0,4,0
2015,1,20,22,15.2,72,0,0,3.1,0
2015,1,20,23,14.5,78,0,0,2.4,0
2015,1,21,0,13.4,85,0,0,2.2,0
2015,1,21,1,12.6,89,0,0,2.3,0
2015,1,21,2,11.8,92,0,0,1.9,0
2015,1,21,3,11,94,0,0,1.3,0
2015,1,21,4,11.5,97,0,0,1.2,0
2015,1,21,5,11.6,98,0,0,0.8,0
2015,1,21,6,10.8,98,0.06,0,1.3,16.66666667
2015,1,21,7,12,99,0.63,0,0.9,175
2015,1,21,8,15,86,0.92,0,1.5,255.5555556
2015,1,21,9,15.9,80,0.78,0,1.2,216.6666667
2015,1,21,10,19.4,63,3.07,0,4,852.7777778
2015,1,21,11,20.3,57,3.07,0,6.4,852.7777778
2015,1,21,12,17.8,75,2.89,1,6.2,802.7777778
